deso,hyresrätt,bostadsrätt,äganderätt,uppgift saknas,,"Antal lägenheter efter år, region och upplåtelseform"
1382A0020,145,0,574,1,,
1382A0030,150,1,831,0,,
1382A0040,39,0,431,0,,
1382A0050,127,11,598,0,,
1382A0060,67,0,418,0,,
1382A0070,167,0,470,0,,
1382A0080,243,32,482,0,,
1382A0090,100,0,518,0,,
1382B2010,110,71,466,0,,
1382B3010,253,0,287,0,,
1382C1010,279,156,491,0,,
1382C1020,125,108,848,0,,
1382C1030,381,444,465,0,,
1382C1040,400,233,218,0,,
1382C1050,56,0,495,0,,
1382C1060,631,180,332,0,,
1382C1070,1371,390,92,8,,
1382C1080,88,0,349,0,,
1382C1090,47,60,569,0,,
1382C1100,202,705,201,0,,
1382C1110,51,0,277,0,,
1382C1120,505,378,209,0,,
1382C1130,88,93,370,0,,
1382C1140,288,434,107,0,,
1382C1150,488,184,801,0,,
1382C1160,161,0,270,0,,
1383A0010,17,0,473,0,,
1383A0020,63,0,592,0,,
1383A0030,71,0,774,0,,
1383A0040,90,0,385,0,,
1383A0050,33,0,564,0,,
1383A0060,69,0,376,0,,
1383A0070,112,0,723,0,,
1383A0080,120,0,592,0,,
1383A0090,28,0,720,0,,
1383B2010,523,6,427,0,,
1383B2020,146,41,358,0,,
1383B3010,82,0,337,0,,
1383B3020,463,0,260,0,,
1383B4010,343,0,595,0,,
1383B5010,214,65,690,0,,
1383B6010,48,21,438,0,,
1383B6020,11,0,406,0,,
1383C1010,132,0,453,0,,
1383C1020,69,14,667,0,,
1383C1030,12,0,423,1,,
1383C1040,488,208,173,0,,
1383C1050,712,593,203,0,,
1383C1060,1285,0,0,0,,
1383C1070,88,110,456,0,,
1383C1080,421,614,189,0,,
1383C1090,883,115,280,0,,
1383C1100,318,73,610,0,,
1383C1110,1132,139,95,0,,
1383C1120,891,636,200,0,,
1383C1130,319,471,249,0,,
1383C1140,16,0,419,0,,
1383C1150,842,401,321,0,,
1383C1160,629,349,190,0,,
1383C1170,803,0,223,0,,
1383C1180,553,271,254,0,,
1383C1190,232,270,680,0,,
1383C1200,36,63,690,0,,
1384A0010,13,0,472,0,,
1384A0020,72,0,710,0,,
1384A0030,46,0,601,0,,
1384A0040,59,0,741,0,,
1384A0050,9,0,490,0,,
1384B2010,167,43,595,0,,
1384B2020,84,34,332,0,,
1384B2030,85,8,803,0,,
1384B2040,347,71,605,0,,
1384B2050,13,10,776,0,,
1384B3010,52,8,434,0,,
1384B3020,512,0,463,0,,
1384C1010,6,0,865,0,,
1384C1020,24,39,822,0,,
1384C1030,54,50,622,0,,
1384C1040,190,24,619,0,,
1384C1050,10,0,888,0,,
1384C1060,75,64,678,0,,
1384C1070,18,14,850,0,,
1384C1080,7,8,714,0,,
1384C1090,14,0,576,0,,
1384C1100,272,178,364,0,,
1384C1110,540,705,164,0,,
1384C1120,193,182,485,0,,
1384C1130,452,72,176,0,,
1384C1140,482,222,266,0,,
1384C1150,306,365,132,0,,
1384C1160,8,0,668,0,,
1384C1170,363,389,4,0,,
1384C1180,234,427,308,0,,
1384C1190,629,0,225,0,,
1384C1200,68,137,464,0,,
1384C1210,1061,4,63,0,,
1384C1220,395,215,404,0,,
1384C1230,184,49,413,0,,
1384C1240,70,63,591,0,,
1384C1250,518,423,472,0,,
1384C1260,275,104,647,0,,
1384C1270,14,0,734,0,,
1384C1280,145,76,503,0,,
1384C1290,14,0,788,0,,
1384C1300,1,0,342,0,,
1384C1310,224,137,430,0,,
1384C1320,32,62,660,0,,
1401A0010,77,0,877,0,,
1401A0020,28,1,645,0,,
1401B2010,144,12,471,0,,
1401B2020,88,1,409,0,,
1401B3010,282,30,473,0,,
1401C1010,136,125,449,0,,
1401C1020,63,40,518,0,,
1401C1030,33,100,375,0,,
1401C1040,163,75,611,0,,
1401C1050,13,43,665,0,,
1401C1060,362,215,199,0,,
1401C1070,128,307,258,0,,
1401C1080,553,154,400,0,,
1401C1090,476,544,192,0,,
1401C1100,878,0,146,0,,
1401C1110,55,24,504,0,,
1401C1120,390,90,340,0,,
1401C1130,86,36,641,0,,
1401C1140,43,10,668,0,,
1401C1150,161,77,657,0,,
1401C1160,33,0,458,0,,
1402C1010,179,112,687,0,,
1402C1020,254,126,497,0,,
1402C1030,76,187,550,0,,
1402C1040,163,394,362,0,,
1402C1050,724,506,0,0,,
1402C1060,210,498,328,0,,
1402C1070,192,32,439,0,,
1402C1080,93,469,147,0,,
1402C1090,20,488,216,0,,
1402C1100,86,59,663,0,,
1402C1110,142,59,677,0,,
1402C1120,797,60,8,0,,
1402C1130,185,229,407,0,,
1402C1140,841,194,59,0,,
1402C1150,1253,383,0,0,,
1402C1160,523,48,526,0,,
1402C1170,421,60,426,0,,
1402C1180,51,63,693,0,,
1407A0010,10,29,306,0,,
1407A0020,296,106,424,0,,
1407A0030,55,43,531,0,,
1407C1010,60,22,492,0,,
1407C1020,58,37,633,0,,
1407C1030,245,23,531,0,,
1407C1040,152,20,560,0,,
1407C1050,52,52,599,0,,
1415A0010,12,0,492,0,,
1415A0020,130,44,739,0,,
1415A0030,7,0,542,0,,
1415C1010,105,122,598,0,,
1415C1020,34,91,642,0,,
1415C1030,43,81,579,0,,
1415C1040,213,1,429,0,,
1415C1050,4,209,330,0,,
1415C1060,0,0,454,0,,
1415C1070,1137,153,1,0,,
1415C1080,3,0,575,0,,
1415C1090,462,134,381,0,,
1415C1100,566,572,321,0,,
1415C1110,664,204,245,0,,
1415C1120,58,20,573,0,,
1419A0010,35,0,604,0,,
1419A0020,156,0,372,0,,
1419A0030,27,12,611,1,,
1419B2010,174,94,605,0,,
1419B2020,40,0,567,0,,
1419B3010,23,1,664,0,,
1419C1010,165,118,611,0,,
1419C1020,45,68,387,0,,
1419C1030,110,40,583,0,,
1419C1040,189,278,445,0,,
1421A0010,17,1,568,0,,
1421A0020,135,94,482,3,,
1421A0030,35,0,481,0,,
1421A0040,3,0,412,0,,
1421A0050,37,1,519,0,,
1421A0060,17,0,562,0,,
1421B2010,365,29,637,0,,
1421B3010,259,64,305,0,,
1421B4010,72,12,354,0,,
1421B5010,50,6,579,0,,
1421C1010,290,18,304,0,,
1421C1020,268,104,321,0,,
1427A0010,283,86,560,0,,
1427A0020,148,281,497,0,,
1427A0030,85,80,675,0,,
1427B2010,533,310,822,0,,
1427C1010,554,47,535,0,,
1430A0010,86,0,693,0,,
1430A0020,258,46,462,0,,
1430A0030,171,41,519,0,,
1430A0040,152,0,585,0,,
1430C1010,713,149,532,0,,
1430C1020,132,24,573,0,,
1435A0010,207,24,709,1,,
1435A0020,92,19,628,0,,
1435A0030,305,71,697,0,,
1435A0040,70,0,878,0,,
1435A0050,105,11,613,0,,
1435B2010,378,202,625,0,,
1435C1010,542,37,413,0,,
1438A0010,31,0,766,0,,
1438C1010,167,0,278,0,,
1438C1020,704,132,515,0,,
1439A0010,117,0,716,0,,
1439A0020,242,20,786,1,,
1439C1010,278,65,383,0,,
1439C1020,334,0,330,0,,
1440A0010,93,0,832,0,,
1440A0020,51,5,710,0,,
1440B2010,185,179,349,0,,
1440B2020,105,545,209,0,,
1440B2030,166,307,339,0,,
1440B2040,71,480,176,0,,
1440B3010,47,0,337,0,,
1440C1010,193,170,457,0,,
1440C1020,7,0,494,0,,
1440C1030,792,15,233,0,,
1440C1040,261,0,299,0,,
1440C1050,417,228,417,0,,
1440C1060,368,52,509,0,,
1440C1070,3,289,599,0,,
1440C1080,344,266,350,0,,
1440C1090,319,20,356,0,,
1440C1100,328,0,655,0,,
1441A0010,50,7,923,0,,
1441B2010,51,0,857,0,,
1441B2020,4,30,420,0,,
1441B2030,665,249,355,0,,
1441B2040,53,12,731,0,,
1441B3010,157,69,209,0,,
1441B4010,86,52,316,0,,
1441C1010,1,18,578,0,,
1441C1020,313,28,353,0,,
1441C1030,19,91,635,0,,
1441C1040,129,191,495,0,,
1441C1050,40,8,630,0,,
1441C1060,116,576,114,0,,
1441C1070,16,42,555,0,,
1441C1080,42,302,526,0,,
1441C1090,55,177,551,0,,
1441C1100,3,5,359,0,,
1441C1110,358,144,467,0,,
1441C1120,309,293,378,0,,
1441C1130,21,0,325,0,,
1441C1140,155,175,427,0,,
1441C1150,86,325,357,0,,
1441C1160,1,12,569,0,,
1441C1170,287,1,487,0,,
1442A0010,17,0,816,0,,
1442A0020,8,0,571,0,,
1442A0030,22,33,841,0,,
1442C1010,66,113,254,0,,
1442C1020,521,116,300,0,,
1442C1030,876,42,191,0,,
1442C1040,19,61,339,0,,
1443A0010,9,0,362,0,,
1443A0020,16,0,661,0,,
1443A0030,27,23,438,0,,
1443B2010,147,0,297,0,,
1443C1010,492,185,321,0,,
1443C1020,231,172,669,0,,
1444A0010,42,0,510,0,,
1444A0020,13,0,572,0,,
1444C1010,183,98,461,0,,
1444C1020,467,99,321,0,,
1445A0010,130,0,826,0,,
1445A0020,67,0,620,0,,
1445C1010,548,25,481,0,,
1446A0010,77,0,456,0,,
1446A0020,86,0,414,0,,
1446B2010,145,24,367,0,,
1446C1010,765,474,262,0,,
1446C1020,242,0,647,0,,
1447A0010,33,0,374,0,,
1447A0020,97,19,628,0,,
1447B2010,305,185,476,0,,
1447C1010,331,18,382,0,,
1452A0010,53,0,379,0,,
1452A0020,96,24,648,0,,
1452A0030,50,0,477,0,,
1452A0040,211,0,620,0,,
1452B2010,399,0,464,0,,
1452B3010,167,0,357,0,,
1452C1010,484,20,184,0,,
1452C1020,210,19,310,0,,
1452C1030,83,28,323,0,,
1460A0010,228,0,690,0,,
1460A0020,114,14,874,0,,
1460B2010,408,0,455,0,,
1460B3010,273,0,340,0,,
1460C1010,599,96,228,0,,
1460C1020,247,0,618,0,,
1461A0010,22,0,651,0,,
1461A0020,176,0,794,0,,
1461A0030,199,113,681,0,,
1461C1010,206,63,626,0,,
1461C1020,886,81,279,0,,
1462A0010,14,0,557,0,,
1462A0020,47,25,788,0,,
1462A0030,50,0,899,0,,
1462B2010,384,22,478,0,,
1462C1010,151,132,245,0,,
1462C1020,407,168,592,0,,
1462C1030,314,35,467,0,,
1462C1040,393,30,270,0,,
1463A0010,22,0,520,0,,
1463A0020,143,0,847,0,,
1463A0030,191,0,735,0,,
1463A0040,55,0,704,1,,
1463A0050,128,0,688,1,,
1463A0060,16,0,424,0,,
1463A0070,120,0,653,0,,
1463A0080,28,0,630,0,,
1463B2010,78,0,374,0,,
1463B2020,429,47,266,0,,
1463B3010,264,92,359,0,,
1463B4010,277,0,361,0,,
1463C1010,247,22,646,0,,
1463C1020,244,56,418,0,,
1463C1030,897,70,159,0,,
1463C1040,336,35,493,0,,
1463C1050,315,142,411,0,,
1463C1060,15,0,291,0,,
1463C1070,99,111,241,0,,
1463C1080,477,174,236,0,,
1463C1090,599,275,79,0,,
1463C1100,103,0,487,0,,
1465A0010,165,0,572,0,,
1465A0020,233,0,1052,0,,
1465A0030,115,12,617,0,,
1465A0040,70,0,402,0,,
1465C1010,503,32,558,0,,
1465C1020,439,51,332,0,,
1466A0010,38,0,334,0,,
1466A0020,17,0,589,0,,
1466A0030,16,23,357,0,,
1466A0040,10,0,354,0,,
1466B2010,313,36,351,0,,
1466C1010,156,66,563,0,,
1466C1020,857,154,380,0,,
1470A0010,7,0,467,0,,
1470A0020,33,0,593,0,,
1470A0030,61,0,669,0,,
1470A0040,30,0,360,0,,
1470A0050,112,0,794,0,,
1470A0060,139,0,731,0,,
1470B2010,292,61,359,0,,
1470B3010,227,0,291,0,,
1470C1010,661,179,441,0,,
1470C1020,642,74,550,0,,
1471A0010,3,0,462,0,,
1471A0020,16,0,455,0,,
1471A0030,12,0,425,0,,
1471A0040,198,108,751,0,,
1471B2010,67,135,540,0,,
1471B3010,95,82,258,0,,
1471C1010,417,229,305,0,,
1471C1020,27,36,500,0,,
1471C1030,256,180,122,0,,
1471C1040,172,89,292,0,,
1472A0010,39,11,1045,1,,
1472C1010,75,0,560,0,,
1472C1020,302,64,382,0,,
1472C1030,473,162,519,0,,
1472C1040,300,361,282,0,,
1472C1050,465,65,283,0,,
1473A0010,196,44,792,0,,
1473A0020,10,0,521,0,,
1473A0030,95,0,515,0,,
1473C1010,833,199,214,0,,
1473C1020,91,0,566,0,,
1473C1030,346,220,208,0,,
1480A0010,115,60,651,0,,
1480A0020,25,28,508,1,,
1480A0030,125,40,804,0,,
1480A0040,48,0,321,0,,
1480A0050,32,0,346,0,,
1480B2010,97,24,587,0,,
1480C1010,30,204,799,0,,
1480C1020,19,6,740,0,,
1480C1030,536,674,414,0,,
1480C1040,0,263,393,0,,
1480C1050,46,94,525,0,,
1480C1060,47,443,526,0,,
1480C1070,11,20,618,0,,
1480C1080,86,55,433,0,,
1480C1090,74,8,620,0,,
1480C1100,13,21,773,0,,
1480C1110,295,23,437,0,,
1480C1120,311,1,688,0,,
1480C1130,3,0,579,0,,
1480C1140,3,0,682,0,,
1480C1150,8,516,217,0,,
1480C1160,722,208,411,0,,
1480C1170,332,5,219,0,,
1480C1180,251,126,451,0,,
1480C1190,940,0,11,0,,
1480C1200,23,41,680,0,,
1480C1210,645,488,0,0,,
1480C1220,622,19,295,0,,
1480C1230,978,0,0,0,,
1480C1240,497,444,0,0,,
1480C1250,670,362,0,0,,
1480C1260,116,160,387,0,,
1480C1270,799,119,0,0,,
1480C1280,945,132,0,0,,
1480C1290,29,0,856,0,,
1480C1300,661,0,0,0,,
1480C1310,1175,0,57,0,,
1480C1320,619,581,35,0,,
1480C1330,810,120,297,0,,
1480C1340,568,383,0,0,,
1480C1350,1101,45,0,0,,
1480C1360,704,194,1,0,,
1480C1370,620,72,57,0,,
1480C1380,508,930,0,0,,
1480C1390,4,0,658,0,,
1480C1400,102,913,0,0,,
1480C1410,2,0,701,0,,
1480C1420,855,1153,0,0,,
1480C1430,10,836,0,0,,
1480C1440,12,18,751,0,,
1480C1450,185,1377,55,0,,
1480C1460,793,0,0,0,,
1480C1470,30,88,680,0,,
1480C1480,1393,0,0,0,,
1480C1490,455,540,0,0,,
1480C1500,1120,0,66,0,,
1480C1510,802,456,32,0,,
1480C1520,981,605,0,0,,
1480C1530,25,48,650,0,,
1480C1540,443,101,290,0,,
1480C1550,1096,140,140,0,,
1480C1560,37,25,633,0,,
1480C1570,1625,542,1,0,,
1480C1580,57,18,621,0,,
1480C1590,716,15,129,0,,
1480C1600,1100,257,3,0,,
1480C1610,762,424,0,0,,
1480C1620,628,1306,158,0,,
1480C1630,926,212,22,0,,
1480C1640,9,26,576,0,,
1480C1650,732,281,0,0,,
1480C1660,1096,144,13,0,,
1480C1670,1059,151,76,0,,
1480C1680,1281,559,0,0,,
1480C1690,1705,465,0,0,,
1480C1700,515,279,313,0,,
1480C1710,514,214,216,0,,
1480C1720,913,0,0,0,,
1480C1730,533,446,100,0,,
1480C1740,1535,11,23,0,,
1480C1750,901,168,0,0,,
1480C1760,617,577,0,0,,
1480C1770,613,313,47,0,,
1480C1780,926,234,0,0,,
1480C1790,685,282,0,0,,
1480C1800,787,310,0,0,,
1480C1810,172,982,0,0,,
1480C1820,40,110,363,0,,
1480C1830,906,758,0,0,,
1480C1840,690,110,0,0,,
1480C1850,1249,475,0,0,,
1480C1860,1079,319,0,0,,
1480C1870,454,834,0,0,,
1480C1880,949,310,0,0,,
1480C1890,1084,0,0,0,,
1480C1900,1241,260,0,0,,
1480C1910,452,1047,0,0,,
1480C1920,370,354,0,0,,
1480C1930,572,337,0,0,,
1480C1940,115,768,0,0,,
1480C1950,642,372,0,0,,
1480C1960,980,152,0,0,,
1480C1970,1095,33,0,0,,
1480C1980,579,320,0,0,,
1480C1990,335,559,0,0,,
1480C2000,1176,111,0,0,,
1480C2010,651,356,0,0,,
1480C2020,510,754,15,0,,
1480C2030,505,596,0,0,,
1480C2040,6,275,491,0,,
1480C2050,242,902,0,0,,
1480C2060,45,14,406,0,,
1480C2070,477,375,0,0,,
1480C2080,538,165,173,0,,
1480C2090,291,713,0,0,,
1480C2100,799,303,0,0,,
1480C2110,655,464,7,0,,
1480C2120,444,760,0,0,,
1480C2130,487,501,0,0,,
1480C2140,10,158,760,0,,
1480C2150,738,431,0,0,,
1480C2160,805,205,0,0,,
1480C2170,1028,144,0,0,,
1480C2180,383,574,0,0,,
1480C2190,442,410,0,0,,
1480C2200,0,900,0,0,,
1480C2210,93,1138,0,0,,
1480C2220,796,97,1,0,,
1480C2230,622,491,0,0,,
1480C2240,1006,67,0,0,,
1480C2250,765,226,0,0,,
1480C2260,726,321,0,0,,
1480C2270,691,1106,132,0,,
1480C2280,710,349,0,0,,
1480C2290,577,378,0,0,,
1480C2300,208,719,0,0,,
1480C2310,253,119,181,0,,
1480C2320,369,759,0,0,,
1480C2330,543,327,3,0,,
1480C2340,196,61,274,0,,
1480C2350,560,433,0,0,,
1480C2360,256,1000,68,0,,
1480C2370,472,824,0,0,,
1480C2380,557,380,0,0,,
1480C2390,464,51,257,0,,
1480C2400,410,565,42,0,,
1480C2410,126,670,31,0,,
1480C2420,620,526,54,0,,
1480C2430,163,704,0,0,,
1480C2440,986,315,46,0,,
1480C2450,607,326,279,0,,
1480C2460,658,648,0,0,,
1480C2470,618,523,0,0,,
1480C2480,747,205,0,0,,
1480C2490,475,635,0,0,,
1480C2500,333,588,58,0,,
1480C2510,670,139,77,0,,
1480C2520,316,336,0,0,,
1480C2530,480,5,438,0,,
1480C2540,911,335,0,0,,
1480C2550,870,260,0,0,,
1480C2560,944,881,0,0,,
1480C2570,1,18,701,0,,
1480C2580,860,272,0,0,,
1480C2590,736,335,159,0,,
1480C2600,637,154,0,0,,
1480C2610,303,200,164,0,,
1480C2620,1011,0,130,0,,
1480C2630,1332,22,0,0,,
1480C2640,290,224,252,0,,
1480C2650,1244,52,0,0,,
1480C2660,288,370,110,0,,
1480C2670,712,376,47,0,,
1480C2680,542,286,0,0,,
1480C2690,1106,110,0,0,,
1480C2700,730,175,82,0,,
1480C2710,1175,112,0,0,,
1480C2720,21,90,778,0,,
1480C2730,1044,329,0,0,,
1480C2740,795,311,7,0,,
1480C2750,924,292,0,0,,
1480C2760,277,399,15,0,,
1480C2770,462,512,8,0,,
1480C2780,530,531,37,0,,
1480C2790,528,360,0,0,,
1480C2800,243,640,0,0,,
1480C2810,724,176,0,0,,
1480C2820,872,0,0,0,,
1480C2830,381,651,93,0,,
1480C2840,725,605,29,0,,
1480C2850,550,901,0,0,,
1480C2860,1050,11,122,0,,
1480C2870,390,440,0,0,,
1480C2880,460,471,0,0,,
1480C2890,3,780,292,0,,
1480C2900,675,0,0,0,,
1480C2910,583,518,101,0,,
1480C2920,384,493,6,0,,
1480C2930,809,150,0,0,,
1480C2940,991,218,0,0,,
1480C2950,806,1250,0,0,,
1480C2960,644,478,75,0,,
1480C2970,1223,160,3,0,,
1480C2980,135,140,550,0,,
1480C2990,379,37,572,0,,
1480C3000,451,419,220,0,,
1480C3010,48,180,431,0,,
1480C3020,472,160,24,0,,
1480C3030,39,0,507,0,,
1480C3040,897,221,240,0,,
1480C3050,883,0,0,0,,
1480C3060,815,405,0,0,,
1480C3070,359,0,0,0,,
1480C3080,1090,0,3,0,,
1480C3090,450,570,0,0,,
1480C3100,326,442,186,0,,
1480C3110,87,203,682,0,,
1480C3120,139,967,33,0,,
1480C3130,1072,0,0,0,,
1480C3140,668,0,0,0,,
1480C3150,700,668,0,0,,
1480C3160,270,14,656,0,,
1480C3170,10,62,648,0,,
1480C3180,43,435,428,0,,
1480C3190,41,17,473,0,,
1480C3200,15,0,510,0,,
1480C3210,773,21,316,0,,
1480C3220,751,1372,27,0,,
1480C3230,1006,348,40,0,,
1480C3240,502,90,520,0,,
1480C3250,20,23,670,0,,
1480C3260,9,171,582,0,,
1480C3270,392,409,7,0,,
1480C3280,920,441,0,0,,
1480C3290,1203,0,0,0,,
1480C3300,786,127,32,0,,
1480C3310,22,994,0,0,,
1480C3320,661,26,121,0,,
1480C3330,76,120,413,0,,
1480C3340,11,52,686,0,,
1480C3350,605,0,77,0,,
1480C3360,244,596,456,0,,
1480C3370,910,46,20,0,,
1480C3380,1204,27,0,0,,
1480C3390,1186,12,112,0,,
1480C3400,822,31,76,0,,
1480C3410,1278,123,0,0,,
1480C3420,0,426,467,0,,
1480C3430,1110,227,0,0,,
1480C3440,9,301,222,0,,
1480C3450,17,1046,202,0,,
1480C3460,333,744,0,0,,
1480C3470,37,13,581,0,,
1480C3480,91,896,0,0,,
1480C3490,51,964,0,0,,
1480C3500,597,0,0,0,,
1480C3510,612,0,0,0,,
1480C3520,19,14,686,0,,
1480C3530,680,0,0,0,,
1480C3540,1019,0,3,0,,
1480C3550,828,334,74,0,,
1480C3560,827,232,0,0,,
1480C3570,967,72,100,0,,
1480C3580,412,341,0,0,,
1480C3590,626,525,473,0,,
1480C3600,1015,0,0,0,,
1480C3610,1023,0,121,0,,
1480C3620,27,388,402,0,,
1480C3630,34,155,531,0,,
1480C3640,432,0,51,0,,
1480C3650,5,645,0,0,,
1480C3660,508,168,3,0,,
1480C3670,599,0,0,0,,
1480C3680,626,0,103,0,,
1480C3690,652,0,0,0,,
1480C3700,360,0,0,0,,
1480C3710,514,0,97,0,,
1480C3720,30,0,755,0,,
1480C3730,836,0,0,0,,
1480C3740,5,40,896,0,,
1480C3750,12,0,230,0,,
1480C3760,8,0,251,0,,
1480C3770,1016,66,41,0,,
1480C3780,9,619,66,0,,
1480C3790,22,281,140,0,,
1480C3800,91,77,740,0,,
1480C3810,15,400,324,0,,
1480C3820,42,13,465,0,,
1480C3830,572,258,82,0,,
1480C3840,192,428,240,0,,
1480C3850,0,691,65,0,,
1480C3860,1165,0,0,0,,
1480C3870,608,42,43,0,,
1480C3880,261,667,15,0,,
1480C3890,875,0,70,0,,
1480C3900,749,226,68,0,,
1480C3910,453,0,459,0,,
1480C3920,22,438,282,0,,
1480C3930,513,144,0,0,,
1480C3940,555,0,0,0,,
1480C3950,656,0,0,0,,
1480C3960,678,99,5,0,,
1480C3970,470,0,163,0,,
1480C3980,2,124,519,0,,
1480C3990,601,0,0,0,,
1480C4000,482,78,0,0,,
1481A0010,16,0,764,0,,
1481C1010,63,86,399,0,,
1481C1020,0,10,527,0,,
1481C1030,257,0,403,0,,
1481C1040,126,0,393,0,,
1481C1050,371,11,349,0,,
1481C1060,2,171,446,0,,
1481C1070,9,103,373,0,,
1481C1080,174,51,289,0,,
1481C1090,103,99,455,0,,
1481C1100,19,174,497,0,,
1481C1110,68,192,449,0,,
1481C1120,97,0,407,0,,
1481C1130,816,49,112,0,,
1481C1140,371,244,275,0,,
1481C1150,242,113,170,0,,
1481C1160,286,0,371,0,,
1481C1170,296,60,264,0,,
1481C1180,55,737,0,0,,
1481C1190,488,137,0,0,,
1481C1200,928,547,242,0,,
1481C1210,67,50,465,0,,
1481C1220,496,643,6,0,,
1481C1230,163,117,339,0,,
1481C1240,3,278,343,0,,
1481C1250,406,39,215,0,,
1481C1260,174,163,267,0,,
1481C1270,186,592,71,0,,
1481C1280,178,249,191,0,,
1481C1290,31,128,397,0,,
1481C1300,486,526,47,0,,
1481C1310,550,541,61,0,,
1481C1320,484,289,0,0,,
1481C1330,213,980,40,0,,
1481C1340,482,986,74,0,,
1481C1350,168,206,344,0,,
1481C1360,21,205,544,0,,
1481C1370,776,386,9,0,,
1481C1380,77,70,446,0,,
1481C1390,189,246,380,0,,
1481C1400,404,348,138,0,,
1482A0010,13,0,414,0,,
1482A0020,4,11,742,1,,
1482A0030,88,0,731,0,,
1482A0040,17,0,587,0,,
1482A0050,3,0,355,0,,
1482A0060,7,3,430,0,,
1482A0070,6,0,372,0,,
1482A0080,17,0,568,0,,
1482B2010,7,16,529,0,,
1482B2020,10,0,375,0,,
1482B2030,101,1,569,0,,
1482B2040,1,0,319,0,,
1482B3010,181,45,461,0,,
1482B4010,249,255,307,0,,
1482C1010,157,131,571,0,,
1482C1020,647,343,209,0,,
1482C1030,41,203,393,0,,
1482C1040,336,112,329,0,,
1482C1050,398,257,179,0,,
1482C1060,510,295,20,0,,
1482C1070,447,191,7,0,,
1482C1080,554,34,201,0,,
1482C1090,423,406,164,0,,
1482C1100,468,322,8,0,,
1482C1110,169,541,261,0,,
1482C1120,25,0,366,0,,
1482C1130,402,885,147,0,,
1482C1140,49,463,238,0,,
1482C1150,270,243,248,0,,
1482C1160,108,73,583,0,,
1484A0010,116,133,596,0,,
1484A0020,74,0,482,0,,
1484A0030,81,0,706,0,,
1484B2010,420,149,689,2,,
1484C1010,574,162,269,2,,
1484C1020,562,151,311,0,,
1484C1030,626,141,140,1,,
1484C1040,748,124,154,0,,
1484C1050,49,106,496,0,,
1485A0010,64,71,959,0,,
1485A0020,17,0,453,0,,
1485A0030,21,21,681,0,,
1485A0040,69,1,669,0,,
1485A0050,27,0,344,0,,
1485A0060,41,0,642,0,,
1485A0070,14,0,657,0,,
1485B2010,143,0,398,0,,
1485B2020,136,10,318,0,,
1485B2030,464,144,667,0,,
1485C1010,15,0,553,0,,
1485C1020,766,425,121,0,,
1485C1030,66,297,470,0,,
1485C1040,12,34,578,0,,
1485C1050,456,861,5,0,,
1485C1060,787,277,79,0,,
1485C1070,1088,124,48,0,,
1485C1080,151,52,400,0,,
1485C1090,1068,495,23,0,,
1485C1100,486,463,22,0,,
1485C1110,576,125,141,0,,
1485C1120,174,420,159,0,,
1485C1130,871,420,129,0,,
1485C1140,2,26,390,0,,
1485C1150,661,61,205,0,,
1485C1160,1104,0,67,0,,
1485C1170,215,180,195,0,,
1485C1180,596,18,315,0,,
1485C1190,16,343,256,0,,
1485C1200,31,392,216,0,,
1485C1210,38,0,631,0,,
1485C1220,545,284,0,0,,
1485C1230,101,0,371,0,,
1485C1240,565,0,87,0,,
1486A0010,146,116,713,0,,
1486A0020,189,0,838,0,,
1486A0030,76,0,452,0,,
1486C1010,823,99,172,0,,
1486C1020,195,322,427,0,,
1486C1030,1087,198,208,0,,
1486C1040,150,372,474,0,,
1487A0010,42,0,691,0,,
1487A0020,4,0,327,0,,
1487A0030,148,0,711,0,,
1487A0040,6,0,638,0,,
1487A0050,8,0,901,0,,
1487B2010,385,0,430,0,,
1487C1010,175,38,326,0,,
1487C1020,90,0,598,0,,
1487C1030,444,54,321,0,,
1487C1040,229,0,407,0,,
1487C1050,12,395,251,0,,
1487C1060,204,66,405,0,,
1487C1070,300,423,39,0,,
1487C1080,269,263,284,0,,
1487C1090,393,344,5,0,,
1487C1100,78,74,489,0,,
1487C1110,385,119,58,0,,
1487C1120,80,127,733,0,,
1487C1130,461,337,0,0,,
1487C1140,572,118,165,0,,
1487C1150,822,450,40,0,,
1487C1160,813,111,8,0,,
1487C1170,727,263,7,0,,
1487C1180,70,9,618,0,,
1487C1190,472,573,81,0,,
1488A0010,54,0,449,0,,
1488A0020,1,0,348,1,,
1488A0030,134,0,738,0,,
1488A0040,83,8,817,1,,
1488B2010,281,70,689,0,,
1488C1010,120,254,427,0,,
1488C1020,0,813,190,0,,
1488C1030,743,0,154,0,,
1488C1040,58,8,774,0,,
1488C1050,724,51,228,0,,
1488C1060,165,440,120,0,,
1488C1070,502,0,0,0,,
1488C1080,469,274,425,0,,
1488C1090,450,130,0,0,,
1488C1100,631,133,0,0,,
1488C1110,1120,445,0,0,,
1488C1120,17,24,610,0,,
1488C1130,940,372,21,0,,
1488C1140,15,332,491,0,,
1488C1150,301,433,37,0,,
1488C1160,777,445,0,0,,
1488C1170,751,267,35,0,,
1488C1180,1020,690,100,0,,
1488C1190,526,283,195,0,,
1488C1200,161,95,607,0,,
1488C1210,208,20,538,0,,
1488C1220,663,391,0,0,,
1488C1230,350,159,628,0,,
1488C1240,175,212,331,0,,
1488C1250,36,143,388,0,,
1488C1260,705,14,398,0,,
1488C1270,271,215,442,0,,
1489A0010,5,0,714,0,,
1489A0020,87,0,506,0,,
