deso,Median income tkr,Antal personer totalt,,,,,
0781C1080,340.7,1227,,,,,
0821A0010,254.7,952,,,,,
0821A0020,252.4,859,,,,,
0821A0030,277.4,879,,,,,
0821C1010,280.2,1498,,,,,
0834A0010,298.8,811,,,,,
0834A0020,298.1,1371,,,,,
0834B2010,297.8,898,,,,,
0834B3010,280.8,743,,,,,
0834C1010,285.4,1710,,,,,
0840A0010,266.8,829,,,,,
0840A0020,309.6,1154,,,,,
0840A0030,329,1751,,,,,
0840B2010,347,1817,,,,,
0840B2020,348,1180,,,,,
0840B2030,298.3,1211,,,,,
0840B2040,354.5,1388,,,,,
0840B2050,364.5,1398,,,,,
0840C1010,288.1,1470,,,,,
0860A0010,278.3,1031,,,,,
0860A0020,302.3,950,,,,,
0860A0030,314.9,893,,,,,
0860A0040,292.9,787,,,,,
0860B2010,259.3,1388,,,,,
0860B3010,254.3,1423,,,,,
0860C1010,248.9,1081,,,,,
0860C1020,277.1,1280,,,,,
0860C1030,315.1,1885,,,,,
0861A0010,325.5,975,,,,,
0861A0020,340.5,871,,,,,
0861A0030,313.2,1079,,,,,
0861B2010,286.3,667,,,,,
0861B2020,293.5,1182,,,,,
0861B3010,335.5,1124,,,,,
0861C1010,356.3,924,,,,,
0861C1020,310.9,965,,,,,
0861C1030,254.8,1206,,,,,
0861C1040,304,1316,,,,,
0862A0010,302.2,1346,,,,,
0862A0020,322.1,674,,,,,
0862A0030,272.4,1327,,,,,
0862C1010,318.5,958,,,,,
0862C1020,251.9,1617,,,,,
0862C1030,326.9,1355,,,,,
0880A0010,326.7,1217,,,,,
0880A0020,274.9,740,,,,,
0880A0030,372.3,780,,,,,
0880A0040,340.5,851,,,,,
0880A0050,360.1,1009,,,,,
0880A0060,357.8,1300,,,,,
0880A0070,355.4,2175,,,,,
0880B2010,417.9,1239,,,,,
0880B2020,374.9,977,,,,,
0880B2030,267,1028,,,,,
0880B2040,330.4,1173,,,,,
0880B3010,336,888,,,,,
0880B3020,362.8,1715,,,,,
0880B4010,359.7,1178,,,,,
0880C1010,401.5,1165,,,,,
0880C1020,318.8,1866,,,,,
0880C1030,342.6,1745,,,,,
0880C1040,351.1,1309,,,,,
0880C1050,260.5,1545,,,,,
0880C1060,278.3,996,,,,,
0880C1070,355.5,1257,,,,,
0880C1080,308.5,1557,,,,,
0880C1090,317.9,1767,,,,,
0880C1100,379.3,1330,,,,,
0880C1110,276,1266,,,,,
0880C1120,260.7,1497,,,,,
0880C1130,350.6,975,,,,,
0880C1140,254.2,773,,,,,
0880C1150,246.5,1414,,,,,
0880C1160,269.3,885,,,,,
0880C1170,281.1,1989,,,,,
0880C1180,407.4,1781,,,,,
0880C1190,282.1,2201,,,,,
0880C1200,355,2460,,,,,
0880C1210,248.7,1304,,,,,
0880C1220,227.6,1449,,,,,
0880C1230,383.7,937,,,,,
0880C1240,358.3,1013,,,,,
0880C1250,338.2,1012,,,,,
0880C1260,370.3,1320,,,,,
0880C1270,379.3,777,,,,,
0880C1280,324.9,1123,,,,,
0881A0010,322.5,750,,,,,
0881A0020,354.9,790,,,,,
0881A0030,306.9,1766,,,,,
0881A0040,287.6,1071,,,,,
0881B2010,258.8,757,,,,,
0881C1010,339.9,1230,,,,,
0881C1020,328.6,1291,,,,,
0881C1030,328.7,1249,,,,,
0881C1040,335.7,849,,,,,
0881C1050,239.3,1556,,,,,
0881C1060,269,1265,,,,,
0881C1070,216.5,1269,,,,,
0881C1080,284.5,1701,,,,,
0882A0010,352.6,1901,,,,,
0882A0020,307.8,757,,,,,
0882A0030,315.3,1728,,,,,
0882B2010,337.5,1059,,,,,
0882B3010,296.5,754,,,,,
0882C1010,312,1706,,,,,
0882C1020,302.6,1064,,,,,
0882C1030,299.6,1118,,,,,
0882C1040,361.7,915,,,,,
0882C1050,329.5,856,,,,,
0882C1060,340.9,962,,,,,
0882C1070,295.6,1329,,,,,
0882C1080,284.5,1591,,,,,
0882C1090,362,1144,,,,,
0882C1100,329.3,1325,,,,,
0882C1110,364.5,1016,,,,,
0882C1120,420.7,1625,,,,,
0883A0010,270.8,1091,,,,,
0883A0020,327.4,1421,,,,,
0883A0030,287.6,1017,,,,,
0883A0040,283.7,729,,,,,
0883A0050,306.7,1052,,,,,
0883A0060,244.6,1027,,,,,
0883B2010,236.6,1109,,,,,
0883B2020,292.9,1101,,,,,
0883B3010,271.1,1003,,,,,
0883B4010,261,927,,,,,
0883B5010,265.8,760,,,,,
0883C1010,334.8,1431,,,,,
0883C1020,244.9,1328,,,,,
0883C1030,295.4,1501,,,,,
0883C1040,254.5,1152,,,,,
0883C1050,293.4,1027,,,,,
0883C1060,305.9,868,,,,,
0883C1070,348.6,1869,,,,,
0883C1080,311.7,1577,,,,,
0883C1090,298.7,1321,,,,,
0883C1100,310.1,721,,,,,
0883C1110,326.6,1222,,,,,
0883C1120,382.2,1272,,,,,
0883C1130,278.2,1080,,,,,
0883C1140,365.9,1405,,,,,
0884A0010,315.3,1412,,,,,
0884A0020,324.9,1345,,,,,
0884A0030,295.3,1276,,,,,
0884B2010,308.5,884,,,,,
0884B3010,293.7,755,,,,,
0884C1010,305.6,1307,,,,,
0884C1020,312.1,1120,,,,,
0884C1030,270.6,1444,,,,,
0884C1040,334,1341,,,,,
0884C1050,373.6,1163,,,,,
0885A0010,310.9,1047,,,,,
0885A0020,316.4,1096,,,,,
0885A0030,279.2,1123,,,,,
0885A0040,263.5,2083,,,,,
0885C1010,264.3,1355,,,,,
0885C1020,274.2,1395,,,,,
0885C1030,288.9,921,,,,,
0980A0010,256.6,797,,,,,
0980A0020,262.1,1427,,,,,
0980A0030,279.5,1008,,,,,
0980A0040,269,755,,,,,
0980A0050,265.6,665,,,,,
0980A0060,280.3,1073,,,,,
0980A0070,313,1136,,,,,
0980A0080,261.8,797,,,,,
0980A0090,310.2,1091,,,,,
0980A0100,308.8,1401,,,,,
0980A0110,330.7,1016,,,,,
0980A0120,329.4,977,,,,,
0980A0130,320.2,1082,,,,,
0980A0140,325.9,1199,,,,,
0980A0150,335.1,1741,,,,,
0980A0160,322,1348,,,,,
0980A0170,285.5,1708,,,,,
0980A0180,259,1505,,,,,
0980B2010,235.7,1461,,,,,
0980B3010,264.6,1261,,,,,
0980B4010,271.3,1205,,,,,
0980B5010,291.6,975,,,,,
0980C1010,365.4,1833,,,,,
0980C1020,335.4,1373,,,,,
0980C1030,355.1,1451,,,,,
0980C1040,275,1177,,,,,
0980C1050,259.1,1164,,,,,
0980C1060,318.5,1936,,,,,
0980C1070,298.8,1413,,,,,
0980C1080,283.4,1452,,,,,
0980C1090,322.6,1667,,,,,
0980C1100,328.1,1432,,,,,
0980C1110,267.8,1207,,,,,
0980C1120,268.4,1380,,,,,
0980C1130,294.5,1293,,,,,
0980C1140,352.2,1355,,,,,
0980C1150,258,1126,,,,,
0980C1160,345,1324,,,,,
1060A0010,328.2,989,,,,,
1060A0020,305.6,1191,,,,,
1060B2010,302.9,791,,,,,
1060C1010,315.5,1271,,,,,
1060C1020,310.2,1393,,,,,
1060C1030,267.7,1723,,,,,
1060C1040,309.6,1354,,,,,
1060C1050,279.1,1656,,,,,
1080A0010,314.4,1332,,,,,
1080A0020,311.6,713,,,,,
1080A0030,377.7,2029,,,,,
1080A0040,361.5,1086,,,,,
1080A0050,302.2,1652,,,,,
1080A0060,320.9,1104,,,,,
1080A0070,328.1,792,,,,,
1080A0080,313.7,963,,,,,
1080A0090,310.3,1432,,,,,
1080A0100,283,862,,,,,
1080B2010,353.5,1188,,,,,
1080B2020,328.9,1389,,,,,
1080B3010,307,1056,,,,,
1080B3020,308.4,1012,,,,,
1080B4010,331.1,1310,,,,,
1080B5010,326.5,1182,,,,,
1080C1010,329.4,1489,,,,,
1080C1020,295.7,1503,,,,,
1080C1030,334.7,1167,,,,,
1080C1040,316.1,1380,,,,,
1080C1050,309,1137,,,,,
1080C1060,345.8,1734,,,,,
1080C1070,344.7,1554,,,,,
1080C1080,278.6,1748,,,,,
1080C1090,427.9,1094,,,,,
1080C1100,288.4,1263,,,,,
1080C1110,440.6,1067,,,,,
1080C1120,218.5,1347,,,,,
1080C1130,419.1,1365,,,,,
1080C1140,388.8,835,,,,,
1080C1150,358.1,1064,,,,,
1080C1160,213.2,1534,,,,,
1080C1170,160.8,1431,,,,,
1080C1180,261.7,1353,,,,,
1080C1190,418,954,,,,,
1080C1200,314,1185,,,,,
1080C1210,306.8,1214,,,,,
1080C1220,350.2,933,,,,,
1080C1230,343.7,1574,,,,,
1080C1240,402.3,1765,,,,,
1081A0010,344.3,1378,,,,,
1081A0020,327.7,930,,,,,
1081A0030,335,1046,,,,,
1081A0040,284.3,1076,,,,,
1081A0050,261.9,1183,,,,,
1081B2010,355.2,1413,,,,,
1081B3010,272,1402,,,,,
1081C1010,332.1,1627,,,,,
1081C1020,306.7,1594,,,,,
1081C1030,201,984,,,,,
1081C1040,199.5,1110,,,,,
1081C1050,265.7,1067,,,,,
1081C1060,352.5,1300,,,,,
1081C1070,258,1476,,,,,
1081C1080,342.5,962,,,,,
1081C1090,272.1,1274,,,,,
1081C1100,281.6,1038,,,,,
1081C1110,293.8,1220,,,,,
1082A0010,345.5,1162,,,,,
1082A0020,322.7,1906,,,,,
1082A0030,310,842,,,,,
1082B2010,265.5,1556,,,,,
1082C1010,349.5,1261,,,,,
1082C1020,301,1186,,,,,
1082C1030,273.1,1296,,,,,
1082C1040,281.6,1379,,,,,
1082C1050,357.4,1131,,,,,
1082C1060,275.7,1409,,,,,
1082C1070,316.1,1367,,,,,
1082C1080,268.2,1463,,,,,
1082C1090,335.8,1674,,,,,
1082C1100,324,1221,,,,,
1082C1110,369.6,1302,,,,,
1082C1120,263.5,1654,,,,,
1082C1130,280.1,1807,,,,,
1082C1140,347.8,1455,,,,,
1083A0010,325.1,1596,,,,,
1083A0020,324.3,1345,,,,,
1083B2010,293.2,1592,,,,,
1083B3010,324.2,1231,,,,,
1083B4010,313.2,872,,,,,
1083C1010,315.2,1842,,,,,
1083C1020,312.2,1597,,,,,
1083C1030,268.2,2018,,,,,
1083C1040,347,1706,,,,,
1214A0010,341.4,747,,,,,
1214A0020,339.6,1359,,,,,
1214A0030,336.5,1196,,,,,
1214A0040,315,805,,,,,
1214B2010,315.7,1419,,,,,
1214B3010,335.7,1181,,,,,
1214B4010,341,844,,,,,
1214C1010,297,1510,,,,,
1214C1020,285.2,1576,,,,,
1230A0010,393.2,1487,,,,,
1230A0020,362.3,579,,,,,
1230B2010,454.6,1803,,,,,
1230B2020,477.1,1901,,,,,
1230C1010,370.8,2178,,,,,
1230C1020,385,1731,,,,,
1230C1030,365.6,1489,,,,,
1230C1040,314.2,1377,,,,,
1230C1050,336.1,2057,,,,,
1230C1060,344.8,1459,,,,,
1230C1070,365.5,1378,,,,,
1230C1080,315.3,1464,,,,,
1231C1010,264.1,1270,,,,,
1231C1020,270.1,2006,,,,,
1231C1030,268.7,1136,,,,,
1231C1040,311.2,1458,,,,,
1231C1050,228.7,1712,,,,,
1231C1060,314.1,1254,,,,,
1231C1070,292.9,1065,,,,,
1231C1080,365.4,1535,,,,,
1231C1090,402.6,1499,,,,,
1231C1100,390.2,1493,,,,,
1233A0010,401,1243,,,,,
1233A0020,406,636,,,,,
1233B2010,471.4,1550,,,,,
1233B2020,445.3,1124,,,,,
1233B2030,478.1,894,,,,,
1233B2040,477,1468,,,,,
1233B2050,458.2,1685,,,,,
1233B2060,393.3,1493,,,,,
1233B2070,417.8,1875,,,,,
1233B2080,362.9,1454,,,,,
1233B3010,372.7,1049,,,,,
1233B3020,380.2,1291,,,,,
1233B3030,403,1562,,,,,
1233B3040,400.5,1809,,,,,
1233B4010,387.5,709,,,,,
1233B4020,384.8,1185,,,,,
1233C1010,426.5,939,,,,,
1233C1020,326,1291,,,,,
1233C1030,337.9,1728,,,,,
1233C1040,412,1471,,,,,
1233C1050,402.2,1221,,,,,
1256A0010,325.1,976,,,,,
1256A0020,324.4,636,,,,,
1256A0030,311.2,915,,,,,
1256B2010,301.6,1381,,,,,
1256B2020,284.7,1180,,,,,
1256B3010,276.5,1197,,,,,
1256B4010,254.6,1067,,,,,
1256B5010,283.9,994,,,,,
1256C1010,296.1,1130,,,,,
1256C1020,251.9,1382,,,,,
1257A0010,322,1014,,,,,
1257A0020,313.8,1440,,,,,
1257A0030,268.2,1283,,,,,
1257C1010,321.7,1029,,,,,
1257C1020,281,1176,,,,,
1257C1030,250.9,1282,,,,,
1257C1040,325.4,806,,,,,
1260A0010,335.2,1235,,,,,
1260A0020,275.7,1667,,,,,
1260A0030,338.3,1511,,,,,
1260B2010,324.6,1458,,,,,
1260C1010,308.5,1346,,,,,
1260C1020,265.5,1346,,,,,
1260C1030,329.2,1404,,,,,
1260C1040,277.2,1768,,,,,
1261A0010,479.9,502,,,,,
1261A0020,377.6,710,,,,,
1261A0030,376.1,832,,,,,
1261B2010,355.2,1367,,,,,
1261B2020,357.9,1669,,,,,
1261B2030,454.8,1661,,,,,
1261B2040,360.5,1328,,,,,
1261B2050,426.5,1758,,,,,
1261B2060,413.9,1244,,,,,
1261B2070,403.6,1202,,,,,
1261C1010,417.1,1058,,,,,
1261C1020,405,944,,,,,
1261C1030,315.1,1231,,,,,
1261C1040,273,1261,,,,,
1261C1050,378.9,1079,,,,,
1261C1060,333.3,999,,,,,
1261C1070,287.4,1221,,,,,
1261C1080,338.5,2319,,,,,
1261C1090,393.9,968,,,,,
1262C1010,392.2,1108,,,,,
1262C1020,495.4,1196,,,,,
1262C1030,298.7,1440,,,,,
1262C1040,432.4,1280,,,,,
1262C1050,430.7,1982,,,,,
1262C1060,454.6,1416,,,,,
1262C1070,392.4,1679,,,,,
1262C1080,527.3,1153,,,,,
1262C1090,463,1641,,,,,
1262C1100,392.3,1770,,,,,
1262C1110,463.2,1329,,,,,
1262C1120,469.9,1381,,,,,
1263A0010,379,754,,,,,
1263A0020,370.6,1310,,,,,
1263B2010,373.2,1197,,,,,
1263B2020,390.8,1896,,,,,
1263B3010,390.6,1588,,,,,
1263C1010,401.8,1474,,,,,
1263C1020,303,1625,,,,,
1263C1030,364.2,935,,,,,
1263C1040,322,1584,,,,,
1263C1050,321.7,1515,,,,,
1263C1060,381.5,985,,,,,
1263C1070,385.6,1508,,,,,
1264A0010,342.7,968,,,,,
1264A0020,370.2,849,,,,,
1264A0030,349,705,,,,,
1264A0040,366.8,880,,,,,
1264B2010,328.2,1209,,,,,
1264B3010,311.6,1089,,,,,
1264C1010,283.1,1877,,,,,
1264C1020,350.5,1505,,,,,
1264C1030,311.5,1562,,,,,
1264C1040,328.6,1920,,,,,
1265A0010,332.7,1096,,,,,
1265A0020,341.1,883,,,,,
1265A0030,310,1328,,,,,
1265A0040,281.7,1022,,,,,
1265A0050,305.5,1274,,,,,
1265A0060,317.7,885,,,,,
1265A0070,302.1,713,,,,,
1265B2010,346.6,1197,,,,,
1265C1010,308.5,1961,,,,,
1265C1020,301.7,1508,,,,,
1265C1030,324.6,1513,,,,,
1265C1040,289.9,1710,,,,,
1266A0010,325.6,1304,,,,,
1266A0020,295.3,895,,,,,
1266A0030,346,707,,,,,
1266A0040,324.7,787,,,,,
1266A0050,314.5,1061,,,,,
1266B2010,349.4,1119,,,,,
1266C1010,296.9,1241,,,,,
1266C1020,309.6,1856,,,,,
1266C1030,298.8,1638,,,,,
1266C1040,278,1462,,,,,
1267A0010,348.6,1266,,,,,
1267A0020,321.9,1496,,,,,
1267C1010,357.9,1425,,,,,
1267C1020,333.9,1637,,,,,
1267C1030,339.7,1407,,,,,
1267C1040,354,1638,,,,,
1267C1050,260.8,1743,,,,,
1267C1060,344.4,1526,,,,,
1267C1070,303.1,789,,,,,
1270A0010,327.3,1821,,,,,
1270A0020,302.8,1621,,,,,
1270A0030,278.1,1620,,,,,
1270C1010,282.3,1802,,,,,
1270C1020,228.4,1422,,,,,
1270C1030,299.1,723,,,,,
1270C1040,310,1666,,,,,
1272A0010,343.5,1066,,,,,
1272B2010,300.4,1054,,,,,
1272B3010,345.2,1014,,,,,
1272C1010,276,2055,,,,,
1272C1020,285,1881,,,,,
1272C1030,310.8,1317,,,,,
1272C1040,327.9,1246,,,,,
1273A0010,313.4,687,,,,,
1273A0020,328.7,937,,,,,
1273A0030,323.2,968,,,,,
1273B2010,271.3,1521,,,,,
1273C1010,341.8,1181,,,,,
1273C1020,317.2,1125,,,,,
1273C1030,292.1,1084,,,,,
1273C1040,288.9,1256,,,,,
1273C1050,258.8,1326,,,,,
1275A0010,308.1,993,,,,,
1275C1010,270.6,1066,,,,,
1275C1020,231.5,1108,,,,,
1275C1030,296,1070,,,,,
1275C1040,261.5,1239,,,,,
1276A0010,302.7,1329,,,,,
1276A0020,341.8,732,,,,,
1276A0030,321.4,1115,,,,,
1276B2010,271.3,1813,,,,,
1276B3010,308.8,1485,,,,,
1276C1010,275.1,2041,,,,,
1276C1020,265.5,1619,,,,,
1276C1030,310.6,1262,,,,,
1276C1040,342.5,1103,,,,,
1276C1050,255.6,1140,,,,,
1277A0010,337.9,613,,,,,
1277B2010,339.2,1762,,,,,
1277B3010,307.8,1499,,,,,
1277C1010,323.7,611,,,,,
1277C1020,295.1,1132,,,,,
1277C1030,371.8,1435,,,,,
1277C1040,216.5,1104,,,,,
1277C1050,248.3,1569,,,,,
1277C1060,341,759,,,,,
1277C1070,300.1,1184,,,,,
1278A0010,346.6,1358,,,,,
1278A0020,329.8,1597,,,,,
1278B2010,322.9,1086,,,,,
1278B2020,315.3,778,,,,,
1278B2030,318.9,878,,,,,
1278B3010,312.5,997,,,,,
1278C1010,326.5,1680,,,,,
1278C1020,292,1799,,,,,
1278C1030,359,2328,,,,,
1280C1010,395.7,1425,,,,,
1280C1020,465.3,881,,,,,
1280C1030,463.7,1303,,,,,
1280C1040,427.1,1467,,,,,
1280C1050,359.4,1842,,,,,
1280C1060,306.5,1133,,,,,
1280C1070,276,1543,,,,,
1280C1080,311.2,1050,,,,,
1280C1090,443.7,1569,,,,,
1280C1100,329.4,1137,,,,,
1280C1110,279.6,1782,,,,,
1280C1120,461.2,693,,,,,
1280C1130,321.8,1367,,,,,
1280C1140,417.4,1009,,,,,
1280C1150,284.5,1106,,,,,
1280C1160,355.7,1416,,,,,
1280C1170,232.8,2146,,,,,
1280C1180,266.2,1259,,,,,
1280C1190,445.5,1627,,,,,
1280C1200,301.3,1325,,,,,
1280C1210,223.2,1539,,,,,
1280C1220,300.5,1361,,,,,
1280C1230,261,1351,,,,,
1280C1240,211.1,1382,,,,,
1280C1250,405.7,1179,,,,,
1280C1260,251.1,1117,,,,,
1280C1270,329.4,4754,,,,,
1280C1280,315.2,1356,,,,,
1280C1290,199.1,1468,,,,,
1280C1300,277.4,1215,,,,,
1280C1310,237.1,1258,,,,,
1280C1320,174.2,1385,,,,,
1280C1330,279.1,1135,,,,,
1280C1340,386.9,2402,,,,,
1280C1350,175.4,1379,,,,,
1280C1360,280.5,1185,,,,,
1280C1370,292.2,1474,,,,,
1280C1380,220,1731,,,,,
1280C1390,265.4,1453,,,,,
1280C1400,364.3,1437,,,,,
1280C1410,440.9,930,,,,,
1280C1420,297.3,1209,,,,,
1280C1430,172.9,1607,,,,,
1280C1440,336,2492,,,,,
1280C1450,308.6,1217,,,,,
1280C1460,198.4,1385,,,,,
1280C1470,224.7,1247,,,,,
1280C1480,163.1,901,,,,,
1280C1490,333.5,939,,,,,
1280C1500,269.5,1470,,,,,
1280C1510,279.9,1700,,,,,
1280C1520,228.7,1108,,,,,
1280C1530,203.5,1321,,,,,
1280C1540,369.4,1071,,,,,
1280C1550,361.1,1479,,,,,
1280C1560,502,1231,,,,,
1280C1570,301.9,1058,,,,,
1280C1580,265.7,1485,,,,,
1280C1590,248.9,1634,,,,,
1280C1600,179.3,1242,,,,,
1280C1610,301,1277,,,,,
1280C1620,285.2,1041,,,,,
1280C1630,379,1270,,,,,
1280C1640,483.7,1099,,,,,
1280C1650,260.3,1181,,,,,
1280C1660,496.8,1048,,,,,
1280C1670,432.8,1043,,,,,
1280C1680,213.5,1514,,,,,
1280C1690,129.7,814,,,,,
1280C1700,179,1591,,,,,
1280C1710,162.9,1450,,,,,
1280C1720,164.4,1298,,,,,
1280C1730,288,1317,,,,,
1280C1740,181.2,1456,,,,,
1280C1750,134.3,1216,,,,,
1280C1760,134.3,1156,,,,,
1280C1770,247.9,1239,,,,,
1280C1780,292.5,1207,,,,,
1280C1790,290.1,1342,,,,,
1280C1800,221,1355,,,,,
1280C1810,513.3,1145,,,,,
1280C1820,236.4,1904,,,,,
1280C1830,165.3,1135,,,,,
1280C1840,199.2,1157,,,,,
1280C1850,313.6,1193,,,,,
1280C1860,335.1,1631,,,,,
1280C1870,240.6,1477,,,,,
1280C1880,111.4,586,,,,,
1280C1890,139.9,1243,,,,,
1280C1900,383,1437,,,,,
1280C1910,228.7,1325,,,,,
1280C1920,289.5,1024,,,,,
1280C1930,192.9,1257,,,,,
1280C1940,246.6,1728,,,,,
1280C1950,373.8,1342,,,,,
1280C1960,262.2,1245,,,,,
1280C1970,234.8,1284,,,,,
1280C1980,136.1,1346,,,,,
1280C1990,354.2,1288,,,,,
1280C2000,217.7,1244,,,,,
1280C2010,405.6,1103,,,,,
1280C2020,129.7,1342,,,,,
1280C2030,261.7,1050,,,,,
1280C2040,338.1,1240,,,,,
1280C2050,386.1,984,,,,,
1280C2060,271.6,1218,,,,,
1280C2070,369.9,799,,,,,
1280C2080,371.3,6373,,,,,
1280C2090,257.4,1414,,,,,
1280C2100,189.4,1202,,,,,
1280C2110,291.2,1074,,,,,
1280C2120,347.4,1525,,,,,
1280C2130,292.8,1453,,,,,
1280C2140,264,1163,,,,,
1280C2150,312.1,1129,,,,,
1280C2160,329,1084,,,,,
1280C2170,310.7,1040,,,,,
1280C2180,296.2,1552,,,,,
1280C2190,363.3,972,,,,,
1280C2200,324.8,1620,,,,,
1280C2210,559.2,1475,,,,,
1280C2220,285.5,1504,,,,,
1280C2230,278.6,1179,,,,,
1280C2240,305.9,1485,,,,,
1280C2250,343.2,1046,,,,,
1280C2260,291.6,1335,,,,,
1280C2270,313.1,1378,,,,,
1280C2280,248,1466,,,,,
1280C2290,286.2,1395,,,,,
1280C2300,215.7,1365,,,,,
1280C2310,276.6,1257,,,,,
1280C2320,377.5,1215,,,,,
1280C2330,504,956,,,,,
1280C2340,362.4,1368,,,,,
1280C2350,339.3,1135,,,,,
1280C2360,342.3,1377,,,,,
1280C2370,361.9,1583,,,,,
1280C2380,378.7,1428,,,,,
1280C2390,300.1,1198,,,,,
1280C2400,340.9,1342,,,,,
1280C2410,353.5,1317,,,,,
1280C2420,352.1,1260,,,,,
1280C2430,380.5,1179,,,,,
1280C2440,314.8,1136,,,,,
1280C2450,365.7,1269,,,,,
1280C2460,368.7,1392,,,,,
1280C2470,369,1404,,,,,
1280C2480,305,1086,,,,,
1280C2490,408.2,1405,,,,,
1280C2500,152,2062,,,,,
1280C2510,315.8,1271,,,,,
1280C2520,413.7,1602,,,,,
1280C2530,403.1,1263,,,,,
1280C2540,354,1450,,,,,
1280C2550,393.8,1237,,,,,
1280C2560,306.9,927,,,,,
1280C2570,367.7,1127,,,,,
1280C2580,366.1,989,,,,,
1280C2590,398.8,1291,,,,,
1280C2600,363,2179,,,,,
1280C2610,317.7,3056,,,,,
1280C2620,401,1286,,,,,
1280C2630,408.6,1446,,,,,
1280C2640,410.3,804,,,,,
1280C2650,381,1171,,,,,
1280C2660,421.2,1119,,,,,
1280C2670,365.2,1521,,,,,
1280C2680,380.6,1315,,,,,
1280C2690,391.4,1146,,,,,
1280C2700,318.9,1525,,,,,
1280C2710,383.5,1177,,,,,
1280C2720,357.3,1195,,,,,
1280C2730,321.4,1245,,,,,
1280C2740,354.5,1149,,,,,
1280C2750,346.1,1773,,,,,
1280C2760,298.3,1158,,,,,
1280C2770,324.3,1140,,,,,
1280C2780,356.4,1382,,,,,
1280C2790,267.9,1073,,,,,
1280C2800,402.9,1343,,,,,
1280C2810,370.2,1661,,,,,
1280C2820,256.7,1239,,,,,
1280C2830,284,1203,,,,,
1280C2840,330,1527,,,,,
1280C2850,429.4,1541,,,,,
1280C2860,256.2,1145,,,,,
1280C2870,456.2,3615,,,,,
1280C2880,419.1,3667,,,,,
1280C2890,259.7,1127,,,,,
1280C2900,417.3,1535,,,,,
1280C2910,237.1,1663,,,,,
1280C2920,403,1457,,,,,
1281A0010,373,687,,,,,
1281A0020,387,1755,,,,,
1281A0030,373.5,1237,,,,,
1281A0040,404.6,919,,,,,
1281B2010,407.2,1385,,,,,
1281B2020,364.1,884,,,,,
1281B2030,365.3,1136,,,,,
1281B2040,362.4,1522,,,,,
1281B3010,377.5,993,,,,,
1281B3020,323.6,1482,,,,,
1281B3030,375.3,934,,,,,
1281B3040,375.9,1410,,,,,
1281B4010,385.1,1149,,,,,
1281B4020,338.6,1461,,,,,
1281B4030,368.9,1388,,,,,
1281B5010,360.6,1523,,,,,
1281B5020,385.5,745,,,,,
1281C1010,308.6,1414,,,,,
1281C1020,356.4,1516,,,,,
1281C1030,365.8,2112,,,,,
1281C1040,266.1,1026,,,,,
1281C1050,309.9,1344,,,,,
1281C1060,394.6,1356,,,,,
1281C1070,281.2,1847,,,,,
1281C1080,231.8,1509,,,,,
1281C1090,193.6,1107,,,,,
1281C1100,300,1659,,,,,
1281C1110,295,1565,,,,,
1281C1120,54.1,1738,,,,,
1281C1130,214.3,1252,,,,,
1281C1140,353.1,1226,,,,,
1281C1150,327.6,1392,,,,,
1281C1160,381.9,1197,,,,,
1281C1170,248.3,1054,,,,,
1281C1180,264.4,1458,,,,,
1281C1190,316.4,1451,,,,,
1281C1200,273.3,1036,,,,,
1281C1210,322.6,1182,,,,,
1281C1220,313,1370,,,,,
1281C1230,435.5,1395,,,,,
1281C1240,286.2,985,,,,,
1281C1250,291.3,1483,,,,,
1281C1260,152.8,1657,,,,,
1281C1270,306.4,1361,,,,,
1281C1280,163.7,1566,,,,,
1281C1290,338.7,1218,,,,,
1281C1300,323.5,881,,,,,
1281C1310,323.1,885,,,,,
1281C1320,368.4,1740,,,,,
1281C1330,346.4,1121,,,,,
1281C1340,386.3,1016,,,,,
1281C1350,79.5,1309,,,,,
1281C1360,247.4,1237,,,,,
1281C1370,67.4,1770,,,,,
1281C1380,342.6,1407,,,,,
1281C1390,400.3,1192,,,,,
1281C1400,364.6,1328,,,,,
1281C1410,348.6,905,,,,,
1281C1420,251.8,899,,,,,
1281C1430,352.7,2498,,,,,
1281C1440,53,1638,,,,,
1281C1450,33.9,1246,,,,,
1281C1460,340.9,1371,,,,,
1281C1470,248.8,1627,,,,,
1281C1480,333,843,,,,,
1281C1490,353,1266,,,,,
1281C1500,282,1217,,,,,
1281C1510,407.6,1550,,,,,
1281C1520,548.8,1203,,,,,
1281C1530,266.1,1233,,,,,
1281C1540,311.3,1220,,,,,
1281C1550,353.5,1610,,,,,
1281C1560,459.1,1064,,,,,
1281C1570,495.5,525,,,,,
1282A0010,351.6,2008,,,,,
1282B2010,414,1787,,,,,
1282B3010,355.5,1301,,,,,
1282C1010,386.1,1600,,,,,
1282C1020,367.2,1955,,,,,
1282C1030,396.4,862,,,,,
1282C1040,309.2,1760,,,,,
1282C1050,261.9,1831,,,,,
1282C1060,232.8,1659,,,,,
1282C1070,227,1714,,,,,
1282C1080,256.8,1847,,,,,
1282C1090,275.6,1546,,,,,
1282C1100,287.7,1688,,,,,
1282C1110,243,1650,,,,,
1282C1120,301.2,1114,,,,,
1282C1130,273,1422,,,,,
1282C1140,255.9,1039,,,,,
1282C1150,255.6,778,,,,,
1282C1160,278.6,1490,,,,,
1282C1170,212.2,718,,,,,
1282C1180,319.3,1762,,,,,
1282C1190,403.7,2188,,,,,
