id,full_address,lon,lat,vehicleTypes.car,vehicleTypes.bike,vehicleTypes.motorbike,isFastCharge,plugTypes,powerRange.min,powerRange.max
5bc32f056ac4570010991be7,"10, Backa Strandgata Hisings backa VÄSTRA GÖTALAND",11.9994973,57.74633369999999,TRUE,TRUE,TRUE,FALSE,,22,22
64508d2060ec9387ca951522,Solhusgatan 11 GÖTEBORG VÄSTRA GÖTALAND,12.0192881,57.6773893,TRUE,FALSE,FALSE,FALSE,,3.7,3.7
600608cdb2822b0018c5dfdd,"96, Göteborgsvägen Mölndal VÄSTRA GÖTALAND",12.0095433,57.67395670000001,TRUE,TRUE,TRUE,FALSE,,11,11
5bc32f796ac457001099542f,"1, Klippan Göteborg VÄSTRA GÖTALAND",11.9077859,57.6904173,TRUE,TRUE,TRUE,FALSE,,3.6,3.6
5bc36a73c914260010575627,"2, Importgatan Hisings Backa NA",11.9942723,57.747523,FALSE,FALSE,FALSE,TRUE,,43,50
6344d003f59d7400259f907b,Bäckebolsvägen 2 Gothenburg Västra Götalands län,11.9885878,57.748909,TRUE,FALSE,FALSE,TRUE,,50,150
5bc330226ac457001099c590,"2, Importgatan Hisings backa VÄSTRA GÖTALAND",11.9942723,57.747523,TRUE,TRUE,TRUE,TRUE,,43,50
628aec2d65a5e7c65b70161f,Bäckebolsvägen 2 Hisings backa VÄSTRA GÖTALAND,11.9885878,57.748909,TRUE,TRUE,TRUE,TRUE,,50,150
64508d0e60ec9387ca94fe95,von Utfallsgatan 16B GÖTEBORG VÄSTRA GÖTALAND,12.0392954,57.7305234,TRUE,FALSE,FALSE,FALSE,,3.7,3.7
64508d2160ec9387ca951536,Flöjelbergsgatan 14C MÖLNDAL VÄSTRA GÖTALAND,12.0135621,57.673657,TRUE,FALSE,FALSE,FALSE,,3.7,3.7
5ca4a93bad356b0011f0d7a0,Bäckebolsvägen Hisingsbacka NA,11.9907528,57.7517579,TRUE,TRUE,TRUE,FALSE,,22,22
6344d007f59d7400259f94c7,Bäckebolsvägen Gothenburg Västra Götalands län,11.9907528,57.7517579,TRUE,FALSE,FALSE,FALSE,,22,22
5bc331516ac45700109a4f54,"18, Backa Bergögata Hisings backa VÄSTRA GÖTALAND",12.0013624,57.7481433,TRUE,TRUE,TRUE,FALSE,,22,22
64508d1260ec9387ca95089c,"Östra sjukhuset, Smörslottsgatan -  GÖTEBORG VÄSTRA GÖTALAND",12.0499155,57.7218889,TRUE,FALSE,FALSE,FALSE,,11,11
5bc331ee6ac45700109a91e0,"3, J A Fagerbergs väg Göteborg VÄSTRA GÖTALAND",12.0269677,57.6770674,TRUE,TRUE,TRUE,TRUE,,22,50
64508d1260ec9387ca950b6d,Östra Sjukhuset Göteborg - Vitaminvägen 10 GÖTEBORG VÄSTRA GÖTALAND,12.0525176,57.71837559999999,TRUE,FALSE,FALSE,FALSE,,22,22
