from_node,to_node,time,distance
1,53478,2.806646611385799,2078.68757615874
2,53478,2.144240147251071,1548.76240485096
3,53478,2.4794110220412167,1833.24504674762
4,53478,3.958204292606425,3312.03831731282
5,5327,6.38195455200584,4196.00722060777
6,5327,5.8613881225957245,3779.55407707968
7,29217,0.7460519510624704,420.025696293755
8,29217,0.5239728857935597,304.591633859516
9,29217,2.112203593014563,1314.16204122312
10,29217,1.985928605274739,1225.76954980524
11,29217,0.6911739157123312,392.923285971181
12,29217,1.3559228640903451,785.64184964134
13,29217,1.3790941352284407,801.861739438007
14,29217,0.938349505878912,534.937077359074
15,29217,0.8801185784094852,494.175428130475
16,29217,1.069768750180631,626.930548370277
17,29217,1.30406904863455,749.344178822284
18,29217,0.7449503512386597,413.07449182798
19,29217,0.9836155406359983,488.587160063248
20,15557,2.1130286732405628,1140.65055036816
21,18816,3.796476924704097,2074.23132318439
22,43092,3.2037035339353896,1750.0441183556
23,43092,3.3470290951370147,1850.37201119674
24,43092,3.430367407821254,1908.70883007571
25,18816,3.120660435355933,1585.98730119126
26,18816,3.0394038293065777,1515.59926330726
27,18816,3.261378250113683,1626.58647371081
28,15558,1.902109737435473,992.881101705817
29,18816,3.1961585507761945,1593.97662404207
30,18816,2.8364713359703884,1416.45972923583
31,18816,2.8985637437702,1466.13365547568
32,15557,1.9896917388026656,1152.21387985624
33,18609,0.7271717441066844,402.212371627004
34,18609,0.5982643548710515,311.977199162061
35,18609,0.5858761660904271,290.353121991234
36,18609,0.2810076268496827,137.918852370862
37,18609,0.32162632397497026,158.228200933505
38,18609,0.6443016975911342,344.203339066119
39,18609,1.2119295484179662,741.542834644902
40,42711,6.613416269388366,3810.46051049396
41,42711,6.152746498449841,3534.05864793085
42,5327,6.635669579929449,4376.74331750248
43,17879,3.5130070159165006,2376.23748130519
44,60477,0.9100527567493675,568.932100839785
45,60477,1.0368230105399874,657.671278493219
46,42016,1.9363773864881568,1319.52112270783
47,15558,1.3176215587529265,809.109478876447
48,18609,0.7294605032004823,390.862157968272
49,18609,0.637725793310587,326.647861045346
50,15252,1.0725621546574369,525.611647816509
51,15252,1.1595351324291077,569.098136702344
52,15252,1.2357079015451984,605.496871757147
53,15252,1.148910154437528,562.965975674389
54,15252,0.6197353601991608,303.670326497589
55,15252,0.19268502774930285,94.4156635971584
56,17319,0.18130901684385253,88.8414182534877
57,17319,0.1970018987569844,96.6878592100537
58,33455,0.27701401175042195,138.146165336691
59,32256,0.6377438306999865,316.007723621889
60,1300,0.6310231461529989,315.511573076499
61,1300,0.3905283927625734,195.264196381287
62,1300,0.4572691040656566,228.634552032828
63,1300,0.41022451543800953,205.112257719005
64,1300,0.42755728636520024,213.7786431826
65,15252,1.36424605849464,668.480568662374
66,24028,1.1537200372910974,569.765002862666
67,33507,1.2204514977712317,609.99068076883
68,24028,1.0931020551234536,540.06219160052
69,17319,0.4753006232363611,236.717029537664
70,17319,0.6099960245269915,302.717776170073
71,52251,0.6720154144777735,216.31599720829
72,52251,0.7381785084686162,248.735913263803
73,52251,0.8927833147389953,324.492268336288
74,15252,0.39187771345199934,192.02007959148
75,15252,0.20528731348032067,100.590783605357
76,15252,0.4278867502989046,211.890502014649
77,15252,0.3807517746455786,188.323014187986
78,15252,0.9763933497190693,478.432741362344
79,15252,0.8576055474585317,420.226718254681
80,44181,0.8340453598881239,411.270105434055
81,44181,0.8292146378339593,372.264804668943
82,52251,0.7920864668360725,371.459441701918
83,52251,0.6414340461312453,297.639755556552
84,52251,0.7617888410576231,356.065372013879
85,21265,0.7765252975571179,464.032485915029
86,21265,0.6150800239327517,351.020794377973
87,4188,1.0253787984449199,512.68939922246
88,4188,0.9738169669030049,486.908483451502
89,21265,1.141200658771624,719.305238765183
90,21265,0.883240581942167,538.733184984563
91,21265,1.687898788647022,1057.61910882175
92,21265,1.5118309918503254,934.371651064059
93,21265,1.4367162882322257,897.56544629119
94,27811,1.5266990919307526,1058.33650615843
95,21265,1.0749000209268764,666.825627111306
96,21265,1.3294231075947953,844.991787778849
97,21265,1.4801659799760334,956.58096360827
98,21265,1.732457118356429,1133.18476047455
99,21265,1.5309577370125582,992.135193533837
100,11362,2.1449014182811394,1126.93069857635
101,35602,1.5414139557918913,882.759501416839
102,21265,1.2763025490522757,794.028830139003
103,21265,1.2621166498296774,797.877267343266
104,60206,0.9710662755741993,484.496458393187
105,60206,1.0939643409404403,545.945491076307
106,60206,1.2865726423298525,674.91860289517
107,13106,1.5424669468431749,811.435157410916
108,13106,1.5981318114002343,839.267589689445
109,12741,0.28324487594694364,141.622437973472
110,12741,0.26352351442514405,131.761757212572
111,12741,0.14256476129930568,71.2823806496528
112,12741,0.10990081557168153,54.9504077858408
113,12741,0.30591829989068525,152.959149945343
114,12741,0.3824200044434557,191.210002221728
115,12741,0.6306539657237336,315.326982861867
116,13106,1.5263493427679855,803.376355373321
117,13106,1.5828977361100027,831.65055204433
118,13106,1.590025185331299,835.214276654978
119,13106,1.6821158436853616,881.259605832009
120,13106,1.6873654185323779,883.884393255517
121,13106,1.7124190044209693,896.411186199813
122,13106,1.721737648269677,901.070508124167
123,13106,1.1411208631416183,583.711214002576
124,13106,1.6470123287830218,937.835239951558
125,21104,4.821473081618922,2408.71262885101
126,21104,4.856051231116949,2426.00170360002
127,21104,4.955777386667261,2475.86478137518
128,8789,2.2865139888186587,1305.3807841847
129,8789,2.1976660712322666,1234.30245011559
130,4188,1.1642222571808316,582.111128590416
131,4188,1.1954860397728335,597.743019886417
132,8789,1.9203211634249586,960.160581712479
133,4188,0.7683699369294786,384.184968464739
134,4188,0.9237691795919774,461.884589795989
135,4188,1.076625577032852,538.312788516426
136,4188,1.7934227467907635,896.711373395382
137,688,1.2621464878163353,593.72740159301
138,688,1.2437905158897802,584.549415629733
139,688,1.213046552173066,569.177433771375
140,688,1.8039731991148955,919.066718726452
141,688,1.7779915670440343,900.879576276849
142,688,1.9972633754566305,1054.36984216567
143,688,1.9094445186818085,992.896642423291
144,11362,3.65878816883003,1916.73476438225
145,11362,3.658208414005252,1943.86832855433
146,11362,2.8962127294145046,1645.91336869115
