"","deso","regso","nodes","avg_accessibility","avg_dijk_dist","avg_euc_dist","area_m2","Median income tkr","pop","total_households","swedish","foreign","middle_school","gymnasium","post_gymnasium_less_than_3","post_gymnasium_more_than_3","education_missing","hyresrätt","bostadsrätt","äganderätt","bilar_i_trafik","cars_per_household"
"53","1480C2000","Stigberget",46,1.19435711408665,820.022651019438,0.0047861012799695,124169.609608491,326,2166,1235,0.798245614035088,0.201754385964912,0.0664259927797834,0.262093862815884,0.2014440433213,0.454151624548736,0.015884476534296,0.913752913752914,0.0862470862470862,0,440,0.356275303643725
"54","1480C3350","Backa centrala",79,1.18568297464302,971.468422909253,0.0143481103588734,686488.728016901,292.8,1658,678,0.323884197828709,0.676115802171291,0.192439862542955,0.442153493699885,0.134020618556701,0.197021764032073,0.0343642611683849,0.887096774193548,0,0.112903225806452,401,0.591445427728614
"55","1480C1740","Olofshöjd",18,1.1839038811194,918.984306031642,0.00369882478212876,78237.6546078209,64.6,1782,1223,0.368686868686869,0.631313131313131,0.00619195046439629,0.0288957688338493,0.229102167182663,0.603715170278638,0.132094943240454,0.978330146590185,0.00701083492670491,0.0146590184831103,75,0.0613246116107931
"56","1480C3940","Gårdsten nordöstra",24,1.18016784837185,952.548224773007,0.00500794789756474,340173.473268344,254.6,1536,542,0.091796875,0.908203125,0.162193698949825,0.446907817969662,0.126021003500583,0.161026837806301,0.103850641773629,1,0,0,342,0.6309963099631
"57","1480C2480","Olskroken",45,1.17820372283739,991.600482556442,0.00436024101407914,142750.303304518,367.5,1438,898,0.767037552155772,0.232962447844228,0.0487077534791252,0.314115308151093,0.202783300198807,0.417495029821074,0.0168986083499006,0.784663865546218,0.215336134453782,0,286,0.318485523385301
"58","1480C3430","Kortedala sydöstra",48,1.17752835312944,980.863595954282,0.00801155670426764,746673.828232636,223.9,2285,1284,0.322975929978118,0.677024070021882,0.214548126377663,0.363703159441587,0.165319617927994,0.20573108008817,0.0506980161645849,0.830216903515333,0.169783096484667,0,453,0.352803738317757
"59","1480C1630","Kallebäck östra",206,1.17612439472246,997.977255802406,0.00481192916771894,2304721.51277619,351.3,1994,1117,0.702607823470411,0.297392176529589,0.0817610062893082,0.341981132075472,0.196540880503145,0.360849056603774,0.0188679245283019,0.798275862068966,0.182758620689655,0.0189655172413793,569,0.50940017905103
"60","1480C2810","Olskroken",331,1.17545974998221,1021.66436702749,0.00508377445801185,744043.427868847,322.5,1639,868,0.547284929835265,0.452715070164735,0.0942184154175589,0.352248394004283,0.183083511777302,0.325481798715203,0.0449678800856531,0.804444444444444,0.195555555555556,0,337,0.388248847926267
"61","1480C2900","Södra Biskopsgården östra",42,1.16977850274569,1096.37611588407,0.0130788985994336,475750.552888643,299.8,1693,682,0.210868281157708,0.789131718842292,0.133460438512869,0.296472831267874,0.167778836987607,0.310772163965682,0.0915157292659676,1,0,0,311,0.456011730205279
"62","1480C3640","Hjällbo västra",104,1.16809081723826,1066.1636056411,0.0077065062265264,775581.337063231,215,1613,473,0.0731556106633602,0.92684438933664,0.316582914572864,0.384422110552764,0.131909547738693,0.123115577889447,0.0439698492462312,0.894409937888199,0,0.105590062111801,239,0.505285412262156
"63","1480C3370","Kortedala sydöstra",54,1.16448480434461,1098.42517722773,0.0095578790456533,313241.483183206,226.2,1906,944,0.332633788037775,0.667366211962225,0.178984861976848,0.396260017809439,0.168299198575245,0.218165627782725,0.0382902938557435,0.932377049180328,0.0471311475409836,0.0204918032786885,404,0.427966101694915
"64","1480C2730","Björkekärr Östra sjukhuset",71,1.15538982993201,1213.78093965041,0.00426783406295628,187196.009991045,332.1,1872,1123,0.606303418803419,0.393696581196581,0.0659722222222222,0.321180555555556,0.188368055555556,0.405381944444444,0.0190972222222222,0.760378732702112,0.239621267297888,0,475,0.422974176313446
"65","1480C2630","Södra Biskopsgården västra",64,1.15485438906787,1188.52515893375,0.0119445819155797,158187.845081728,236.4,2239,1273,0.224653863331845,0.775346136668155,0.192419825072886,0.377551020408163,0.161807580174927,0.206997084548105,0.0612244897959184,0.983751846381093,0.0162481536189069,0,442,0.347211311861744
"66","1480C2690","Kyrkbyn östra",109,1.15277617801003,1214.98951319143,0.0114066572799457,291506.947159135,290.2,1877,1177,0.551411827384124,0.448588172615876,0.120168067226891,0.42436974789916,0.154621848739496,0.280672268907563,0.0201680672268908,0.909539473684211,0.0904605263157895,0,488,0.414613423959218
"67","1480C2710","Rambergsstaden västra",227,1.14617943460802,1323.2036239624,0.00299518164845221,965626.555637126,264.5,1838,1180,0.365614798694233,0.634385201305767,0.151745068285281,0.341426403641882,0.179817905918058,0.275417298937785,0.0515933232169954,0.912975912975913,0.087024087024087,0,354,0.3
"68","1480C3700","Eriksbo",12,1.1433758819345,1297.32490065909,0.0170968943767588,153263.231992139,197.1,922,339,0.149674620390456,0.850325379609544,0.3,0.412765957446808,0.129787234042553,0.108510638297872,0.048936170212766,1,0,0,156,0.460176991150442
"69","1480C1360","Högsbo-Flatås östra",853,1.13876621057062,1464.80097792046,0.00405584478930348,2858169.98972477,329,1746,910,0.691867124856816,0.308132875143184,0.125250501002004,0.433867735470942,0.163326653306613,0.258517034068136,0.0190380761523046,0.783092324805339,0.21579532814238,0.00111234705228031,519,0.57032967032967
"70","1480C2510","Kyrkbyn Bräcke",160,1.1378135344357,1354.14230819413,0.00808689658771701,266677.926321571,347.5,1523,877,0.678266579120158,0.321733420879842,0.113017154389506,0.351160443995964,0.170534813319879,0.335015136226034,0.0302724520686176,0.756207674943567,0.156884875846501,0.0869074492099323,406,0.462941847206385
"71","1480C2750","Rambergsstaden mellersta",42,1.13343996975758,1445.71342358428,0.00387813564690011,101697.192188237,320.8,1843,1134,0.613673358654368,0.386326641345632,0.0805617147080562,0.274944567627494,0.190687361419069,0.404286770140429,0.049519586104952,0.759868421052632,0.240131578947368,0,329,0.290123456790123
"72","1480C1690","Sanna",317,1.12916933452685,1440.142105614,0.00773823258400978,1407179.87993438,280.5,2846,1936,0.791286015460295,0.208713984539705,0.0658271322266743,0.283342873497424,0.209502003434459,0.423583285632513,0.0177447052089296,0.785714285714286,0.214285714285714,0,545,0.28150826446281
"73","1480C3930","Gårdsten sydvästra",19,1.12879565458534,1438.01623367917,0.00835582617686082,240917.130825639,274.7,1738,682,0.0937859608745685,0.906214039125432,0.202944269190326,0.394321766561514,0.150368033648791,0.160883280757098,0.0914826498422713,0.780821917808219,0.219178082191781,0,408,0.598240469208211
"74","1480C1590","Kungsladugård Kungsladugårdsgatan",244,1.12160933743801,1527.9788136539,0.0033523086235741,280792.170102109,317.6,1518,824,0.745718050065876,0.254281949934124,0.0656455142231947,0.264770240700219,0.194748358862144,0.450765864332604,0.0240700218818381,0.832558139534884,0.0174418604651163,0.15,430,0.521844660194175
"75","1480C1960","Stigberget",25,1.10427915124929,1683.95781535244,0.00651699647722202,136983.82430203,348.2,2009,1078,0.785963165754107,0.214036834245893,0.055045871559633,0.254587155963303,0.206422018348624,0.468654434250765,0.0152905198776758,0.865724381625442,0.134275618374558,0,390,0.36178107606679
"76","1480C1840","Majorna Såggatan",32,1.10222387345922,1713.78343971848,0.00758636612974873,97836.0780553477,353.4,1464,775,0.812841530054645,0.187158469945355,0.0546318289786223,0.250593824228029,0.217339667458432,0.463182897862233,0.0142517814726841,0.8625,0.1375,0,390,0.503225806451613
"77","1480C3670","Hjällbo västra",14,1.09895283232792,1730.71841131912,0.00589614077894876,145403.644275508,198.1,1605,588,0.0791277258566978,0.920872274143302,0.313207547169811,0.363522012578616,0.132075471698113,0.138364779874214,0.0528301886792453,1,0,0,266,0.452380952380952
"78","1480C3500","Bergsjön nordvästra",7,1.07044379398455,2052.49645097498,0.0238451590477557,63818.8025303926,203.2,1427,579,0.112824106517169,0.887175893482831,0.300932090545939,0.358189081225033,0.114513981358189,0.163781624500666,0.0625832223701731,1,0,0,267,0.461139896373057
"79","1480C1190","Askim norra",94,1.07003262817821,2106.95329078314,0.00529463832255005,216441.374419137,344.9,1852,916,0.586393088552916,0.413606911447084,0.106542056074766,0.400934579439252,0.161682242990654,0.292523364485981,0.0383177570093458,0.988433228180862,0,0.0115667718191377,505,0.551310043668122
"80","1480C3870","Gårdsten nordöstra",43,1.06777745456432,2052.57719123818,0.00794939747417038,346504.664455478,245.4,1417,529,0.0875088214537756,0.912491178546224,0.241514360313316,0.411227154046997,0.160574412532637,0.139686684073107,0.0469973890339426,0.877344877344877,0.0606060606060606,0.062049062049062,332,0.627599243856333
"81","1480C3600","Bergsjön nordvästra",125,1.06746277958803,2123.35563410676,0.0266972949151821,1353712.82347888,232,2095,952,0.202863961813842,0.797136038186158,0.220890410958904,0.375856164383562,0.176369863013699,0.158390410958904,0.0684931506849315,1,0,0,366,0.384453781512605
"82","1480C3510","Bergsjön nordvästra",9,1.0654563277092,2070.09565750992,0.0209412016920567,99106.387033016,201.1,1694,603,0.103305785123967,0.896694214876033,0.355392156862745,0.386029411764706,0.0968137254901961,0.106617647058824,0.0551470588235294,1,0,0,237,0.393034825870647
"83","1480C3960","Lövgärdet",87,1.04688546372165,2270.63406569259,0.0152775015626443,454476.387006003,238.6,1962,714,0.179918450560652,0.820081549439348,0.221505376344086,0.412903225806452,0.149462365591398,0.158064516129032,0.0580645161290323,0.867007672634271,0.126598465473146,0.00639386189258312,439,0.61484593837535
"84","1480C2860","Torpa",82,1.04297909446689,2698.45406351712,0.00355195807797078,423319.981318462,316.3,2301,1157,0.725771403737505,0.274228596262495,0.107896794370602,0.325254104769351,0.206411258795934,0.346364347146208,0.0140734949179046,0.887573964497041,0.00929839391377853,0.10312764158918,652,0.56352636127917
"85","1480C1230","Grevegården",40,1.03738299435779,2367.6821786665,0.00375622756046452,145407.147434828,241.4,2192,915,0.308850364963504,0.691149635036496,0.239536954585931,0.395369545859305,0.13713268032057,0.186108637577916,0.0418521816562778,1,0,0,428,0.46775956284153
"86","1480C3950","Lövgärdet",31,1.03544867622053,2382.83681673357,0.0182845506828541,64244.3786800817,217.1,1457,628,0.125600549073439,0.874399450926561,0.275816993464052,0.423529411764706,0.130718954248366,0.111111111111111,0.0588235294117647,1,0,0,299,0.476114649681529
"87","1480C3730","Hammarkullen centrala",9,0.99470436037405,2822.30899617835,0.0103942975151031,95356.5720897233,157.2,2263,796,0.0587715422006186,0.941228457799381,0.381288614298323,0.339805825242718,0.0953221535745808,0.111209179170344,0.0723742277140335,1,0,0,265,0.332914572864322
"88","1480C1550","Högsbohöjd norra",72,0.991653814855775,2895.54449635394,0.0127563721426833,172367.972822607,343.8,2555,1186,0.560469667318982,0.439530332681018,0.0707610146862483,0.281708945260347,0.184913217623498,0.429238985313752,0.0333778371161549,0.796511627906977,0.101744186046512,0.101744186046512,484,0.408094435075885
"89","1480C3570","Kortedala nordöstra",75,0.980711071440399,3937.77197489894,0.0175104646643414,458711.262542748,238.5,2440,1112,0.341393442622951,0.658606557377049,0.217008797653959,0.393695014662757,0.146627565982405,0.202346041055718,0.0403225806451613,0.848990342405619,0.0632133450395083,0.0877963125548727,487,0.43794964028777
"90","1480C2620","Björkekärr Rosendal",61,0.97174944351222,3613.35686159791,0.0042339170661017,302038.296057237,171.1,1607,896,0.614810205351587,0.385189794648413,0.0298701298701299,0.0922077922077922,0.218181818181818,0.575324675324675,0.0844155844155844,0.886064855390009,0,0.113935144609991,236,0.263392857142857
"91","1480C3990","Lövgärdet",18,0.961817815458117,3192.35757261301,0.0156272676766632,164594.620434295,210.3,1706,664,0.121336459554513,0.878663540445487,0.284632034632035,0.4004329004329,0.108225108225108,0.147186147186147,0.0595238095238095,1,0,0,303,0.456325301204819
