deso,bilar_i_trafik,,"Personbilar i trafik efter år, region och status"
1480C3770,439,,
1480C3780,608,,
1480C3790,422,,
1480C3800,1259,,
1480C3810,704,,
1480C3820,705,,
1480C3830,569,,
1480C3840,613,,
1480C3850,571,,
1480C3860,497,,
1480C3870,332,,
1480C3880,620,,
1480C3890,664,,
1480C3900,614,,
1480C3910,808,,
1480C3920,804,,
1480C3930,408,,
1480C3940,342,,
1480C3950,299,,
1480C3960,439,,
1480C3970,427,,
1480C3980,824,,
1480C3990,303,,
1480C4000,294,,
1481A0010,1208,,
1481C1010,674,,
1481C1020,764,,
1481C1030,840,,
1481C1040,580,,
1481C1050,725,,
1481C1060,693,,
1481C1070,634,,
1481C1080,628,,
1481C1090,730,,
1481C1100,859,,
1481C1110,823,,
1481C1120,576,,
1481C1130,616,,
1481C1140,792,,
1481C1150,476,,
1481C1160,630,,
1481C1170,554,,
1481C1180,533,,
1481C1190,411,,
1481C1200,1078,,
1481C1210,651,,
1481C1220,505,,
1481C1230,523,,
1481C1240,564,,
1481C1250,446,,
1481C1260,576,,
1481C1270,630,,
1481C1280,592,,
1481C1290,594,,
1481C1300,589,,
1481C1310,554,,
1481C1320,396,,
1481C1330,740,,
1481C1340,917,,
1481C1350,544,,
1481C1360,825,,
1481C1370,587,,
1481C1380,563,,
1481C1390,614,,
1481C1400,481,,
1482A0010,698,,
1482A0020,1157,,
1482A0030,1352,,
1482A0040,986,,
1482A0050,623,,
1482A0060,630,,
1482A0070,585,,
1482A0080,974,,
1482B2010,847,,
1482B2020,562,,
1482B2030,849,,
1482B2040,500,,
1482B3010,819,,
1482B4010,633,,
1482C1010,1205,,
1482C1020,814,,
1482C1030,754,,
1482C1040,793,,
1482C1050,594,,
1482C1060,567,,
1482C1070,373,,
1482C1080,626,,
1482C1090,643,,
1482C1100,496,,
1482C1110,785,,
1482C1120,553,,
1482C1130,997,,
1482C1140,860,,
1482C1150,937,,
1482C1160,1213,,
1484A0010,785,,
1484A0020,728,,
1484A0030,1144,,
1484B2010,1402,,
1484C1010,643,,
1484C1020,783,,
1484C1030,412,,
1484C1040,582,,
1484C1050,781,,
1485A0010,1735,,
1485A0020,747,,
1485A0030,1001,,
1485A0040,1132,,
1485A0050,626,,
1485A0060,1123,,
1485A0070,1078,,
1485B2010,633,,
1485B2020,539,,
1485B2030,1224,,
1485C1010,857,,
1485C1020,849,,
1485C1030,963,,
1485C1040,979,,
1485C1050,808,,
1485C1060,648,,
1485C1070,729,,
1485C1080,734,,
1485C1090,838,,
1485C1100,632,,
1485C1110,514,,
1485C1120,601,,
1485C1130,944,,
1485C1140,666,,
1485C1150,745,,
1485C1160,547,,
1485C1170,757,,
1485C1180,788,,
1485C1190,662,,
1485C1200,705,,
1485C1210,881,,
1485C1220,442,,
1485C1230,586,,
1485C1240,355,,
1486A0010,959,,
1486A0020,1398,,
1486A0030,634,,
1486C1010,569,,
1486C1020,877,,
1486C1030,1025,,
1486C1040,1056,,
1487A0010,1167,,
1487A0020,526,,
1487A0030,1221,,
1487A0040,1053,,
1487A0050,1451,,
1487B2010,800,,
1487C1010,668,,
1487C1020,923,,
1487C1030,810,,
1487C1040,825,,
1487C1050,780,,
1487C1060,734,,
1487C1070,511,,
1487C1080,872,,
1487C1090,415,,
1487C1100,838,,
1487C1110,354,,
1487C1120,1274,,
1487C1130,400,,
1487C1140,633,,
1487C1150,948,,
1487C1160,496,,
1487C1170,580,,
1487C1180,996,,
1487C1190,750,,
1488A0010,780,,
1488A0020,556,,
1488A0030,1376,,
1488A0040,1423,,
1488B2010,1317,,
1488C1010,1010,,
1488C1020,808,,
1488C1030,480,,
1488C1040,1092,,
1488C1050,543,,
1488C1060,567,,
1488C1070,129,,
1488C1080,1096,,
1488C1090,294,,
1488C1100,413,,
1488C1110,771,,
1488C1120,947,,
1488C1130,794,,
1488C1140,981,,
1488C1150,461,,
1488C1160,595,,
1488C1170,611,,
1488C1180,977,,
1488C1190,727,,
1488C1200,1062,,
1488C1210,833,,
1488C1220,564,,
1488C1230,1213,,
1488C1240,731,,
1488C1250,716,,
1488C1260,890,,
1488C1270,1141,,
1489A0010,1094,,
1489A0020,786,,
1489A0030,685,,
1489A0040,908,,
1489A0050,1476,,
1489B2010,1306,,
1489B2020,887,,
1489B3010,839,,
1489C1010,931,,
1489C1020,1083,,
1489C1030,677,,
1489C1040,885,,
1489C1050,846,,
1489C1060,700,,
1489C1070,946,,
1489C1080,733,,
1489C1090,597,,
1489C1100,623,,
1489C1110,438,,
1489C1120,580,,
1489C1130,575,,
1489C1140,821,,
1489C1150,734,,
1490A0010,550,,
1490A0020,778,,
1490A0030,949,,
1490A0040,695,,
1490A0050,553,,
1490A0060,802,,
1490A0070,1284,,
1490A0080,787,,
1490A0090,554,,
1490A0100,876,,
1490B2010,598,,
1490B2020,525,,
1490B2030,789,,
1490B2040,811,,
1490B3010,799,,
1490B3020,771,,
1490B3030,418,,
1490B4010,520,,
1490B4020,896,,
1490C1010,1091,,
1490C1020,355,,
1490C1030,649,,
1490C1040,766,,
1490C1050,787,,
1490C1060,435,,
1490C1070,590,,
1490C1080,488,,
1490C1090,461,,
1490C1100,598,,
1490C1110,546,,
1490C1120,913,,
1490C1130,648,,
1490C1140,778,,
1490C1150,1176,,
1490C1160,605,,
1490C1170,1087,,
1490C1180,528,,
1490C1190,607,,
1490C1200,544,,
1490C1210,401,,
1490C1220,411,,
1490C1230,799,,
1490C1240,479,,
1490C1250,427,,
1490C1260,685,,
1490C1270,515,,
1490C1280,433,,
1490C1290,416,,
1490C1300,468,,
1490C1310,751,,
1490C1320,522,,
1490C1330,336,,
1490C1340,286,,
1490C1350,451,,
1490C1360,437,,
1490C1370,397,,
1490C1380,377,,
1490C1390,497,,
1490C1400,863,,
1490C1410,703,,
1490C1420,718,,
1490C1430,748,,
1490C1440,793,,
1490C1450,1038,,
1490C1460,599,,
1490C1470,289,,
1490C1480,371,,
1490C1490,388,,
1490C1500,675,,
1490C1510,360,,
1490C1520,718,,
1490C1530,922,,
1490C1540,902,,
1490C1550,539,,
1490C1560,611,,
1490C1570,893,,
1490C1580,544,,
1491A0010,1484,,
1491A0020,1488,,
1491A0030,915,,
1491A0040,1543,,
1491A0050,1326,,
1491A0060,574,,
1491B2010,695,,
1491C1010,806,,
1491C1020,960,,
1491C1030,799,,
1491C1040,814,,
1491C1050,805,,
1491C1060,726,,
1491C1070,695,,
1492A0010,1261,,
1492A0020,657,,
1492C1010,871,,
1492C1020,847,,
1492C1030,770,,
1492C1040,981,,
1492C1050,855,,
1493A0010,1301,,
1493A0020,1056,,
1493A0030,1206,,
1493A0040,972,,
1493C1010,532,,
1493C1020,718,,
1493C1030,667,,
1493C1040,594,,
1493C1050,1136,,
1493C1060,827,,
1493C1070,795,,
1493C1080,1129,,
1493C1090,583,,
1493C1100,1050,,
1493C1110,807,,
1494A0010,781,,
1494A0020,1378,,
1494A0030,1059,,
1494A0040,636,,
1494A0050,1315,,
1494A0060,832,,
1494A0070,1130,,
1494B2010,663,,
1494C1010,957,,
1494C1020,815,,
1494C1030,872,,
1494C1040,732,,
1494C1050,928,,
1494C1060,778,,
1494C1070,714,,
1494C1080,831,,
1494C1090,837,,
1494C1100,941,,
1494C1110,811,,
1494C1120,862,,
1494C1130,734,,
1494C1140,882,,
1494C1150,1414,,
1495A0010,1058,,
1495A0020,1312,,
1495A0030,1328,,
1495B2010,656,,
1495C1010,609,,
1495C1020,757,,
1495C1030,618,,
1495C1040,557,,
1495C1050,696,,
1495C1060,804,,
1495C1070,1257,,
1496A0010,1068,,
1496A0020,779,,
1496A0030,1332,,
1496A0040,825,,
1496A0050,933,,
1496A0060,1429,,
1496A0070,771,,
1496B2010,824,,
1496B3010,618,,
1496C1010,974,,
1496C1020,1030,,
1496C1030,969,,
1496C1040,644,,
1496C1050,967,,
1496C1060,922,,
1496C1070,920,,
1496C1080,719,,
1496C1090,765,,
1496C1100,1097,,
1496C1110,460,,
1496C1120,754,,
1496C1130,634,,
1496C1140,686,,
1496C1150,807,,
1496C1160,1048,,
1496C1170,1219,,
1496C1180,1365,,
1496C1190,491,,
1496C1200,608,,
1496C1210,867,,
1496C1220,881,,
1497A0010,1235,,
1497A0020,618,,
1497C1010,987,,
1497C1020,808,,
1497C1030,705,,
1497C1040,817,,
1498A0010,1248,,
1498A0020,1225,,
1498A0030,588,,
1498C1010,831,,
1498C1020,975,,
1498C1030,636,,
1498C1040,892,,
1498C1050,889,,
1499A0010,1108,,
1499A0020,1573,,
1499A0030,806,,
1499A0040,780,,
1499A0050,1129,,
1499A0060,1080,,
1499A0070,546,,
1499B2010,1037,,
1499B3010,808,,
1499B4010,601,,
1499C1010,1264,,
1499C1020,731,,
1499C1030,1020,,
1499C1040,799,,
1499C1050,651,,
1499C1060,1074,,
1499C1070,910,,
1499C1080,1025,,
1499C1090,337,,
1715A0010,620,,
1715A0020,658,,
1715A0030,1109,,
1715C1010,1112,,
1715C1020,1035,,
1715C1030,1188,,
1715C1040,1008,,
1730A0010,983,,
1730A0020,785,,
1730A0030,1248,,
1730B2010,753,,
1730C1010,1161,,
1737A0010,670,,
1737A0020,745,,
1737A0030,1212,,
1737A0040,1033,,
1737A0050,659,,
1737C1010,992,,
1737C1020,749,,
1737C1030,1176,,
1760A0010,1270,,
1760C1010,1079,,
1761A0010,800,,
1761C1010,1067,,
1761C1020,960,,
1761C1030,866,,
1761C1040,797,,
1761C1050,783,,
1761C1060,942,,
1761C1070,1023,,
1761C1080,1021,,
1762A0010,460,,
1762C1010,695,,
1762C1020,995,,
1763A0010,1185,,
1763B2010,957,,
1763B2020,629,,
1763C1010,1195,,
1763C1020,1422,,
1763C1030,988,,
1764A0010,747,,
1764A0020,1229,,
1764C1010,576,,
1764C1020,838,,
1764C1030,483,,
1764C1040,683,,
1764C1050,592,,
1765A0010,701,,
1765A0020,942,,
1765A0030,1023,,
1765A0040,899,,
1765B2010,688,,
1765C1010,611,,
1765C1020,422,,
1765C1030,695,,
1766A0010,1243,,
1766A0020,610,,
1766A0030,1390,,
1766A0040,847,,
1766A0050,707,,
1766A0060,857,,
1766C1010,820,,
1766C1020,600,,
1766C1030,620,,
1766C1040,576,,
1780A0010,727,,
1780A0020,1260,,
1780A0030,835,,
1780A0040,909,,
1780A0050,644,,
1780A0060,1151,,
1780B2010,677,,
1780B2020,1040,,
1780B3010,1096,,
1780B4010,600,,
1780C1010,1030,,
1780C1020,687,,
1780C1030,941,,
1780C1040,1865,,
1780C1050,739,,
1780C1060,681,,
1780C1070,865,,
1780C1080,680,,
1780C1090,654,,
1780C1100,634,,
1780C1110,677,,
1780C1120,528,,
1780C1130,668,,
1780C1140,528,,
1780C1150,705,,
1780C1160,591,,
1780C1170,977,,
1780C1180,603,,
1780C1190,1008,,
1780C1200,816,,
1780C1210,821,,
1780C1220,731,,
1780C1230,684,,
1780C1240,854,,
1780C1250,557,,
1780C1260,610,,
1780C1270,682,,
1780C1280,534,,
1780C1290,722,,
1780C1300,323,,
1780C1310,743,,
1780C1320,612,,
1780C1330,445,,
1780C1340,725,,
1780C1350,648,,
1780C1360,940,,
1780C1370,588,,
1780C1380,1012,,
1780C1390,1068,,
1780C1400,1208,,
1780C1410,568,,
1780C1420,1207,,
1780C1430,520,,
1781A0010,1262,,
1781A0020,704,,
1781A0030,888,,
1781B2010,598,,
1781C1010,924,,
1781C1020,892,,
1781C1030,531,,
1781C1040,475,,
1781C1050,804,,
1781C1060,487,,
1781C1070,687,,
1781C1080,529,,
1781C1090,882,,
1781C1100,841,,
1781C1110,929,,
1781C1120,734,,
1782A0010,572,,
1782A0020,871,,
1782A0030,659,,
1782B2010,441,,
1782C1010,854,,
1782C1020,661,,
1782C1030,832,,
1782C1040,537,,
1783A0010,743,,
1783A0020,897,,
1783A0030,630,,
1783A0040,834,,
1783B2010,676,,
1783B3010,593,,
1783C1010,948,,
1783C1020,1027,,
1783C1030,533,,
1784A0010,599,,
1784A0020,920,,
1784A0030,849,,
1784A0040,942,,
1784A0050,1157,,
1784A0060,1689,,
1784A0070,1307,,
1784C1010,593,,
1784C1020,1019,,
1784C1030,776,,
1784C1040,689,,
1784C1050,645,,
1784C1060,678,,
1784C1070,904,,
1784C1080,745,,
1784C1090,928,,
1785A0010,665,,
1785A0020,962,,
1785A0030,916,,
1785A0040,656,,
1785A0050,846,,
1785C1010,613,,
1785C1020,1106,,
1785C1030,743,,
1785C1040,1087,,
1785C1050,924,,
1814A0010,960,,
1814A0020,653,,
1814A0030,958,,
1814B2010,891,,
1814C1010,948,,
1814C1020,440,,
1860A0010,947,,
1860A0020,692,,
1860C1010,839,,
1860C1020,750,,
1861A0010,1132,,
1861A0020,1182,,
1861A0030,1006,,
1861B2010,847,,
1861B3010,641,,
1861C1010,715,,
1861C1020,815,,
1861C1030,684,,
1861C1040,763,,
1861C1050,904,,
1862A0010,578,,
1862A0020,947,,
1862C1010,602,,
1862C1020,613,,
1862C1030,764,,
1862C1040,498,,
1862C1050,1230,,
1863A0010,836,,
1863A0020,611,,
1863C1010,818,,
1863C1020,641,,
1863C1030,483,,
1864A0010,1109,,
1864C1010,804,,
1864C1020,619,,
1880A0010,654,,
1880A0020,598,,
1880A0030,644,,
1880A0040,1008,,
1880A0050,698,,
1880A0060,1468,,
1880A0070,720,,
1880A0080,407,,
1880A0090,522,,
1880A0100,541,,
1880A0110,1194,,
1880A0120,1083,,
1880A0130,824,,
1880A0140,709,,
1880B2010,1275,,
1880B3010,918,,
1880B4010,873,,
1880B5010,664,,
1880C1010,763,,
1880C1020,565,,
1880C1030,813,,
1880C1040,933,,
1880C1050,478,,
1880C1060,680,,
1880C1070,1048,,
1880C1080,407,,
1880C1090,597,,
1880C1100,798,,
1880C1110,1190,,
1880C1120,389,,
1880C1130,1028,,
1880C1140,1826,,
1880C1150,536,,
1880C1160,501,,
1880C1170,755,,
1880C1180,887,,
1880C1190,489,,
1880C1200,847,,
1880C1210,596,,
1880C1220,580,,
1880C1230,634,,
1880C1240,419,,
1880C1250,808,,
1880C1260,547,,
1880C1270,1327,,
1880C1280,661,,
1880C1290,684,,
1880C1300,637,,
1880C1310,545,,
1880C1320,847,,
1880C1330,671,,
1880C1340,682,,
1880C1350,497,,
1880C1360,597,,
1880C1370,495,,
1880C1380,618,,
1880C1390,546,,
1880C1400,396,,
1880C1410,945,,
1880C1420,518,,
1880C1430,1117,,
1880C1440,643,,
1880C1450,291,,
1880C1460,475,,
1880C1470,454,,
1880C1480,579,,
1880C1490,344,,
1880C1500,605,,
1880C1510,494,,
1880C1520,788,,
1880C1530,459,,
1880C1540,530,,
1880C1550,487,,
1880C1560,907,,
1880C1570,283,,
1880C1580,1092,,
1880C1590,382,,
1880C1600,194,,
1880C1610,1083,,
1880C1620,1069,,
1880C1630,429,,
1880C1640,679,,
1880C1650,689,,
1880C1660,807,,
1880C1670,930,,
1880C1680,706,,
1880C1690,542,,
1881A0010,1412,,
1881A0020,964,,
1881C1010,1213,,
1881C1020,1156,,
1881C1030,1003,,
1881C1040,1044,,
1881C1050,733,,
1881C1060,1069,,
1881C1070,1056,,
1881C1080,620,,
1881C1090,1162,,
1882A0010,1009,,
1882A0020,1056,,
1882A0030,982,,
1882A0040,844,,
1882B2010,857,,
1882C1010,705,,
1882C1020,647,,
1882C1030,773,,
1883A0030,1471,,
1883C1010,764,,
1883C1020,974,,
1883C1030,900,,
1883C1040,922,,
1883C1050,604,,
1883C1060,871,,
1883C1070,664,,
1883C1080,1000,,
1883C1090,782,,
1883C1100,1139,,
1883C1110,1262,,
1883C1120,791,,
1883C1130,867,,
1883C1140,773,,
1883C1150,1492,,
1884A0010,705,,
1884A0020,1055,,
1884C1010,692,,
1884C1020,707,,
1884C1030,859,,
1884C1040,857,,
1884C1050,776,,
1885A0010,647,,
1885A0020,847,,
1885A0030,855,,
1885A0040,702,,
1885A0050,875,,
1885A0060,914,,
1885B2010,605,,
1885B2020,745,,
1885B3010,570,,
1885B3020,524,,
1885B4010,784,,
1885C1010,1094,,
1885C1020,788,,
1885C1030,1075,,
1885C1040,893,,
1885C1050,702,,
1904A0010,1394,,
1904C1010,1083,,
1907A0010,653,,
1907B2010,780,,
1907B3010,723,,
1907C1010,889,,
1907C1020,551,,
1907C1030,858,,
1907C1040,958,,
1960A0010,692,,
1960A0020,929,,
1960C1010,1280,,
1960C1020,847,,
1960C1030,1020,,
1961A0010,892,,
1961A0020,794,,
1961C1010,640,,
1961C1020,739,,
1961C1030,990,,
1961C1040,1016,,
1961C1050,1230,,
1961C1060,1023,,
1961C1070,1281,,
1962A0010,671,,
1962C1010,1079,,
1962C1020,712,,
1962C1030,544,,
1980A0010,960,,
1980A0020,1394,,
1980A0030,1620,,
1980A0040,1038,,
1980A0050,1337,,
1980A0060,1758,,
1980B2010,552,,
1980B2020,816,,
1980B3010,727,,
1980B3020,843,,
1980B4010,789,,
1980B5010,596,,
1980C1010,883,,
1980C1020,587,,
1980C1030,704,,
1980C1040,877,,
1980C1050,1084,,
1980C1060,900,,
1980C1070,563,,
1980C1080,783,,
1980C1090,424,,
1980C1100,583,,
1980C1110,1048,,
1980C1120,823,,
1980C1130,754,,
1980C1140,1003,,
1980C1150,1812,,
1980C1160,675,,
1980C1170,583,,
1980C1180,673,,
1980C1190,771,,
1980C1200,608,,
1980C1210,728,,
1980C1220,766,,
1980C1230,585,,
1980C1240,790,,
1980C1250,747,,
1980C1260,474,,
1980C1270,774,,
1980C1280,854,,
1980C1290,430,,
1980C1300,972,,
1980C1310,818,,
1980C1320,517,,
1980C1330,770,,
1980C1340,459,,
1980C1350,457,,
1980C1360,548,,
1980C1370,501,,
1980C1380,800,,
1980C1390,613,,
1980C1400,481,,
1980C1410,761,,
1980C1420,609,,
1980C1430,638,,
1980C1440,679,,
1980C1450,646,,
1980C1460,1004,,
1980C1470,398,,
1980C1480,974,,
1980C1490,628,,
1980C1500,743,,
1980C1510,611,,
1980C1520,787,,
1980C1530,585,,
1980C1540,781,,
1980C1550,724,,
1980C1560,698,,
1980C1570,714,,
1980C1580,738,,
1980C1590,690,,
1980C1600,1101,,
1980C1610,725,,
1980C1620,747,,
1980C1630,803,,
1980C1640,770,,
1980C1650,925,,
1980C1660,898,,
1980C1670,837,,
1980C1680,788,,
1980C1690,891,,
1980C1700,943,,
1980C1710,638,,
1980C1720,1228,,
1981A0010,1304,,
1981A0020,1160,,
1981A0030,1153,,
1981A0040,1321,,
1981A0050,873,,
1981C1010,781,,
1981C1020,1290,,
1981C1030,663,,
1981C1040,876,,
1981C1050,878,,
1981C1060,724,,
1981C1070,893,,
1982A0010,798,,
1982C1010,800,,
1982C1020,1019,,
1982C1030,951,,
1982C1040,1153,,
1982C1050,898,,
1982C1060,762,,
1983A0010,1171,,
1983A0020,1249,,
1983A0030,785,,
1983B2010,674,,
1983B2020,677,,
1983C1010,755,,
1983C1020,815,,
1983C1030,635,,
1983C1040,386,,
1983C1050,806,,
1983C1060,905,,
1983C1070,706,,
1983C1080,1169,,
1983C1090,895,,
1983C1100,604,,
1983C1110,754,,
1984A0010,889,,
1984A0020,1006,,
1984C1010,1054,,
1984C1020,819,,
1984C1030,574,,
1984C1040,775,,
1984C1050,732,,
1984C1060,933,,
1984C1070,401,,
2021A0010,959,,
2021A0020,653,,
2021B2010,1401,,
2021C1010,1171,,
2023A0010,1130,,
2023A0020,1074,,
2023A0030,1229,,
2023C1010,1041,,
2023C1020,913,,
2023C1030,1107,,
2026A0010,1098,,
2026A0020,1152,,
2026B2010,1201,,
2026B3010,869,,
2026C1010,1215,,
2026C1020,889,,
2029A0010,1072,,
2029A0020,1137,,
2029B2010,1050,,
2029C1010,624,,
2029C1020,661,,
2029C1030,565,,
2029C1040,1459,,
2029C1050,1250,,
2029C1060,788,,
2029C1070,805,,
2031A0010,1952,,
2031A0020,710,,
2031C1010,1418,,
2031C1020,1030,,
2031C1030,976,,
2031C1040,931,,
2034A0010,852,,
2034C1010,946,,
2034C1020,847,,
2034C1030,995,,
2034C1040,554,,
2039A0010,1373,,
2039A0020,586,,
2039A0030,714,,
2039C1010,1398,,
2039C1020,543,,
2061A0010,1080,,
2061A0020,1082,,
2061A0030,628,,
2061B2010,629,,
2061C1010,806,,
2061C1020,617,,
2061C1030,516,,
2061C1040,1055,,
2062A0010,1127,,
2062A0020,706,,
2062A0030,1354,,
2062B2010,972,,
2062C1010,1288,,
2062C1020,1296,,
2062C1030,763,,
2062C1040,703,,
2062C1050,1119,,
2062C1060,920,,
2062C1070,817,,
2062C1080,1439,,
2080A0010,1156,,
2080A0020,1379,,
2080A0030,1085,,
2080A0040,882,,
2080A0050,1027,,
2080A0060,778,,
2080B2010,681,,
2080B2020,555,,
2080B3010,1128,,
2080B4010,1216,,
2080B5010,1079,,
2080C1010,672,,
2080C1020,786,,
2080C1030,1157,,
2080C1040,1200,,
2080C1050,666,,
2080C1060,901,,
2080C1070,837,,
2080C1080,769,,
2080C1090,536,,
2080C1100,907,,
2080C1110,568,,
2080C1120,844,,
2080C1130,717,,
2080C1140,525,,
2080C1150,436,,
2080C1160,503,,
2080C1170,506,,
2080C1180,717,,
2080C1190,701,,
2080C1200,760,,
2080C1210,649,,
2080C1220,618,,
2080C1230,511,,
2080C1240,590,,
2080C1250,602,,
2080C1260,1063,,
2081A0010,556,,
2081A0020,1789,,
2081A0030,1344,,
2081B2010,688,,
2081C1010,1115,,
2081C1020,899,,
2081C1030,1217,,
2081C1040,932,,
2081C1050,1032,,
2081C1060,1176,,
2081C1070,699,,
2081C1080,928,,
2081C1090,889,,
2081C1100,916,,
2081C1110,1097,,
2081C1120,657,,
2081C1130,743,,
2081C1140,458,,
2081C1150,697,,
2081C1160,904,,
2081C1170,935,,
2081C1180,754,,
2081C1190,957,,
2081C1200,952,,
2081C1210,1287,,
2081C1220,1175,,
2081C1230,824,,
2082A0010,933,,
2082A0020,591,,
2082A0030,1522,,
2082B2010,517,,
2082B2020,652,,
2082C1010,878,,
2082C1020,749,,
2082C1030,891,,
2083A0010,720,,
2083A0020,688,,
2083A0030,543,,
2083A0040,972,,
2083A0050,1104,,
2083B2010,897,,
2083C1010,1017,,
2083C1020,1025,,
2083C1030,1012,,
2083C1040,923,,
2084A0010,974,,
2084A0020,1375,,
2084A0030,919,,
2084B2010,603,,
2084C1010,541,,
2084C1020,531,,
2084C1030,1302,,
2084C1040,921,,
2084C1050,1000,,
2084C1060,1217,,
2084C1070,856,,
2084C1080,839,,
2084C1090,1477,,
2085A0010,806,,
2085A0020,447,,
2085A0030,777,,
2085A0040,1512,,
2085B2010,816,,
2085B2020,597,,
2085B2030,535,,
2085B3010,507,,
2085B3020,710,,
2085C1010,956,,
2085C1020,979,,
2085C1030,793,,
2085C1040,687,,
2085C1050,640,,
2085C1060,667,,
2085C1070,528,,
2085C1080,543,,
2085C1090,978,,
2101A0010,562,,
2101A0020,1253,,
2101C1010,733,,
2101C1020,706,,
2104A0010,1239,,
2104A0020,752,,
2104C1010,1147,,
2104C1020,1031,,
2104C1030,1110,,
2121A0010,1116,,
2121A0020,1475,,
2121B2010,801,,
2121B2020,677,,
2121C1010,1176,,
2121C1020,460,,
2121C1030,833,,
2132A0010,1140,,
2132A0020,1085,,
2132A0030,622,,
2132A0040,627,,
2132A0050,846,,
2132B2010,702,,
2132C1010,658,,
2161A0010,1001,,
2161A0020,652,,
2161A0030,1106,,
2161A0040,617,,
2161A0050,1063,,
2161B2010,841,,
2161B3010,870,,
2161C1010,567,,
2161C1020,906,,
2161C1030,617,,
2161C1040,594,,
2161C1050,769,,
2161C1060,607,,
2180A0010,804,,
2180A0020,1193,,
2180A0030,1309,,
2180A0040,594,,
2180B2010,997,,
2180B3010,852,,
2180B4010,613,,
2180B5010,460,,
2180C1010,958,,
2180C1020,1085,,
2180C1030,772,,
2180C1040,574,,
2180C1050,1037,,
2180C1060,940,,
2180C1070,987,,
2180C1080,393,,
2180C1090,665,,
2180C1100,707,,
2180C1110,888,,
2180C1120,442,,
2180C1130,663,,
2180C1140,731,,
2180C1150,825,,
2180C1160,702,,
2180C1170,917,,
2180C1180,750,,
2180C1190,725,,
2180C1200,822,,
2180C1210,1125,,
2180C1220,710,,
2180C1230,793,,
2180C1240,797,,
2180C1250,765,,
2180C1260,743,,
2180C1270,459,,
2180C1280,669,,
2180C1290,416,,
2180C1300,701,,
2180C1310,762,,
2180C1320,1185,,
2180C1330,643,,
2180C1340,399,,
2180C1350,900,,
2180C1360,932,,
2180C1370,594,,
2180C1380,791,,
2180C1390,469,,
2180C1400,954,,
2180C1410,941,,
2180C1420,1121,,
2180C1430,1298,,
2180C1440,1044,,
2180C1450,1056,,
2180C1460,967,,
2181A0010,774,,
2181A0020,890,,
2181A0030,645,,
2181A0040,1341,,
2181A0050,1069,,
2181B2010,547,,
2181B2020,926,,
2181B2030,699,,
2181B3010,1216,,
2181B4010,700,,
2181C1010,1481,,
2181C1020,966,,
2181C1030,649,,
2181C1040,1100,,
2181C1050,272,,
2181C1060,744,,
2181C1070,364,,
2181C1080,509,,
2181C1090,1135,,
2181C1100,976,,
2181C1110,465,,
2181C1120,460,,
2181C1130,997,,
2181C1140,367,,
2181C1150,1191,,
2182A0010,912,,
2182A0020,1023,,
2182A0030,1737,,
2182B2010,572,,
2182B2020,784,,
2182B3010,857,,
2182B4010,719,,
2182C1010,1091,,
2182C1020,820,,
2182C1030,749,,
2182C1040,818,,
2182C1050,767,,
2182C1060,360,,
2182C1070,884,,
2182C1080,488,,
2182C1090,594,,
2183A0010,596,,
2183A0020,1211,,
2183A0030,620,,
2183A0040,1196,,
2183A0050,793,,
2183A0060,1225,,
2183B2010,457,,
2183B2020,653,,
2183B3010,863,,
2183C1010,981,,
2183C1020,708,,
2183C1030,738,,
2183C1040,653,,
2183C1050,756,,
2183C1060,794,,
2183C1070,844,,
2183C1080,908,,
2184A0010,1208,,
2184A0020,576,,
2184A0030,811,,
2184A0040,1293,,
2184A0050,1243,,
2184A0060,662,,
2184A0070,1540,,
2184B2010,511,,
2184B2020,617,,
2184B2030,1142,,
2184B3010,591,,
2184B3020,741,,
2184B4010,919,,
2184B5010,650,,
2184C1010,522,,
2184C1020,858,,
2184C1030,746,,
2184C1040,573,,
2184C1050,1158,,
2184C1060,787,,
2184C1070,795,,
2184C1080,818,,
2184C1090,663,,
2184C1100,950,,
2260A0010,1170,,
2260A0020,796,,
2260A0030,793,,
2260B2010,477,,
2260B2020,765,,
2260C1010,637,,
2260C1020,723,,
2262A0010,1230,,
2262A0020,616,,
2262B2010,1318,,
2262C1010,1019,,
2262C1020,1031,,
2262C1030,783,,
2262C1040,1117,,
2262C1050,1376,,
2262C1060,1226,,
2280A0010,997,,
2280A0020,694,,
2280A0030,801,,
2280A0040,797,,
2280B2010,593,,
2280C1010,572,,
2280C1020,849,,
2280C1030,576,,
2280C1040,721,,
2280C1050,621,,
2280C1060,387,,
2280C1070,551,,
2280C1080,811,,
2280C1090,642,,
2280C1100,728,,
2280C1110,798,,
2280C1120,772,,
2281A0010,1431,,
2281A0020,1199,,
2281A0030,764,,
2281A0040,952,,
2281A0050,817,,
2281A0060,888,,
2281A0070,953,,
2281A0080,1020,,
2281A0090,721,,
2281B2010,693,,
2281B2020,939,,
2281B2030,931,,
2281B2040,756,,
2281B2050,451,,
2281B2060,549,,
2281B2070,529,,
2281B2080,914,,
2281B3010,369,,
2281B3020,900,,
2281B3030,786,,
2281B3040,585,,
2281B4010,744,,
2281C1010,1079,,
2281C1020,954,,
2281C1030,932,,
2281C1040,914,,
2281C1050,822,,
2281C1060,761,,
2281C1070,659,,
2281C1080,637,,
2281C1090,487,,
2281C1100,914,,
2281C1110,511,,
2281C1120,536,,
2281C1130,1072,,
2281C1140,641,,
2281C1150,543,,
2281C1160,897,,
