lon,lat
11.9839911,57.710159
11.9780015,57.70823790000001
11.9727571,57.70711189999999
11.9727571,57.70711189999999
11.9689668,57.70942720000001
11.9676717,57.7092274
11.982778,57.71479300000001
11.97721,57.70350999999999
11.9837257,57.70647659999999
11.97721,57.70350999999999
11.9682361,57.70397670000001
11.97721,57.70350999999999
11.9841846,57.7102407
11.9682361,57.70397670000001
11.975768,57.702929
11.9707649,57.70254569999999
11.9875457,57.7063135
11.9739829,57.70169799999999
11.9739829,57.70169799999999
11.9594055,57.70767910000001
11.9885749,57.7164235
11.9845572,57.70253040000001
11.9807996,57.70088749999999
11.990847,57.70791879999999
11.9915356,57.70780739999999
11.97456,57.70887
11.9807996,57.70088749999999
11.9775986,57.7000955
11.9667313,57.6967314
11.990847,57.70791879999999
11.9915363,57.7084784
11.985057,57.7044493
11.9813363,57.7169216
11.963218,57.7012627
11.9922962,57.7087561
11.99257,57.7063966
11.9869731,57.7016669
11.9668972,57.7174751
11.9799907,57.6982355
11.97456,57.70887
11.9904506,57.70088130000001
11.9683001,57.69741039999999
11.9818267,57.6969026
11.9777669,57.69610539999999
11.9654382,57.6971216
11.9584354,57.6991906
11.9961853,57.7152217
11.9890381,57.6973466
11.9890381,57.6973466
11.9596662,57.69710139999999
11.9730833,57.6946913
11.947496,57.70845759999999
11.9895719,57.7002202
11.9932089,57.7025659
11.95291,57.69959000000001
11.94767,57.70713389999999
11.948823,57.7132789
11.972418,57.69323670000001
11.9442349,57.70772520000001
11.9460751,57.70134110000001
11.9440945,57.71095
11.9435252,57.70717409999999
11.9712285,57.6922698
11.9484475,57.7015173
11.9483506,57.69700020000001
11.9685914,57.7122675
11.9581107,57.6935959
12.0064735,57.7139979
12.0070555,57.7059317
11.9510857,57.7216743
11.9407464,57.7080689
11.9402422,57.7084767
11.9555001,57.72202420000001
11.9916943,57.6926273
11.9470242,57.7201227
12.0070555,57.7059317
11.939725,57.7082626
11.9717124,57.7278524
11.9400502,57.7070193
11.9401762,57.70699940000001
11.9837477,57.68999549999999
11.9837477,57.68999549999999
11.9379282,57.7078772
11.9958946,57.6898275
11.9424167,57.69831239999999
11.9961204,57.690285
11.941858,57.6958972
11.9449759,57.7240752
11.9507701,57.6906724
11.9478907,57.6906903
11.946113,57.7282832
11.9890924,57.7317991
11.9289149,57.7098228
11.946113,57.7282832
11.928514,57.7056563
11.9274514,57.7101326
11.9316422,57.70007129999999
11.9627207,57.6845929
11.9343327,57.7222502
11.9957672,57.6855302
11.9865194,57.7344452
11.9310102,57.6979188
11.9768025,57.6826824
11.920893,57.7168884
11.9865194,57.7344452
11.9865194,57.7344452
11.9281221,57.69775730000001
11.9676688,57.6817749
11.988351,57.6812017
12.01363,57.72808089999999
11.9208141,57.7093818
11.9513156,57.6835268
12.0241036,57.7229153
12.0299008,57.7041245
12.0030508,57.6830352
11.9761357,57.67888259999999
11.9237404,57.7167624
12.025393,57.7232476
11.916959,57.70230379999999
12.0092749,57.68288159999999
11.9209718,57.6953579
12.0084447,57.6830154
12.0037585,57.6832425
12.0294198,57.72431289999999
12.037258,57.7152013
11.9935302,57.74209339999999
12.0031279,57.6775623
12.0333536,57.72508599999999
12.0422514,57.7244583
11.9236082,57.6848024
11.9236082,57.6848024
11.97456,57.70887
11.9314311,57.68052540000001
11.9139864,57.69102969999999
11.9319873,57.679677
11.9438155,57.7422073
11.9139864,57.69102969999999
11.944505,57.74385410000001
11.9091627,57.6916817
11.9091627,57.6916817
12.0080904,57.6738361
11.9091627,57.6916817
11.9921246,57.74695080000001
12.0093455,57.6742593
12.0093455,57.6742593
11.9852743,57.7480328
11.9994973,57.74633369999999
12.0192881,57.6773893
12.0095433,57.67395670000001
11.9077859,57.6904173
11.9942723,57.747523
11.9885878,57.748909
11.9942723,57.747523
11.9885878,57.748909
12.0392954,57.7305234
12.0135621,57.673657
11.9907528,57.7517579
11.9907528,57.7517579
12.0013624,57.7481433
12.0499155,57.7218889
12.0269677,57.6770674
12.0525176,57.71837559999999
12.0541575,57.7187462
12.03862,57.7376976
12.0523279,57.7228691
11.9961198,57.7507093
12.0093835,57.66837579999999
11.931682,57.66986780000001
12.2520907,57.107118
11.9941033,57.6630967
11.9617181,57.68256169999999
11.9337765,57.74958809999999
11.8916741,57.7320996
12.0569693,57.7331599
11.8802104,57.70672820000001
11.9934182,57.75881140000001
12.012482,57.661262
11.9280533,57.7551635
11.9217563,57.6636426
12.0309255,57.7509603
12.012482,57.661262
11.9335228,57.6599131
12.0644123,57.7334724
11.9419412,57.657779
11.9877538,57.6551152
12.0195112,57.6595685
12.0145925,57.6573703
11.8706179,57.7066385
11.8706179,57.7066385
12.0082307,57.65654379999999
12.0116286,57.65603470000001
12.0341313,57.6627427
12.0110766,57.6560211
11.985537,57.6523356
11.8706179,57.7066385
11.9358085,57.654922
12.0748719,57.7329672
11.945514,57.6508359
11.9204985,57.65809119999999
11.9142016,57.6593685
11.9104752,57.66082549999999
12.0148066,57.6537344
11.9906779,57.6502948
11.948711,57.6510596
11.9617146,57.64948419999999
11.9825723,57.64880099999999
11.8660627,57.728298
12.0035262,57.6497758
11.8628221,57.726937
12.0012022,57.7714064
11.9619409,57.64818889999999
11.9619409,57.64818889999999
11.8628221,57.726937
12.001169,57.7680804
11.8628221,57.726937
12.0035262,57.6497758
11.868108,57.73337050000001
12.0035404,57.64910519999999
12.0012022,57.7714064
11.8628221,57.726937
11.8582305,57.7026952
11.9929207,57.6474161
11.9929207,57.6474161
12.1155371,57.9508766
11.9854191,57.6461161
11.8624054,57.7287327
11.9854191,57.6461161
11.9854191,57.6461161
11.983623,57.6458282
11.9977683,57.7714229
11.8611852,57.7277147
11.8791085,57.6704238
11.8811058,57.7486607
11.9977477,57.7703854
11.8628221,57.726937
11.8550148,57.7220197
12.0212049,57.7690456
11.8572668,57.72368469999999
11.856568,57.7234628
11.9987565,57.77265319999999
11.9987565,57.77265319999999
11.9117117,57.6526057
11.8569019,57.72496700000001
11.8547848,57.7217655
11.8583872,57.72811
11.9340539,57.64769589999999
11.9837573,57.64350090000001
11.9330657,57.64756309999999
11.8909396,57.66004309999999
12.001955,57.7744836
11.8988565,57.6565197
11.849466,57.71564910000001
11.908973,57.6511063
11.9027743,57.65477790000001
11.855222,57.72834779999999
12.0016038,57.7691209
11.9108596,57.6513861
11.9940036,57.64314629999999
11.944207,57.6437921
11.8556933,57.72935200000001
11.855222,57.72834779999999
11.8528163,57.7267465
12.0262996,57.7704756
11.8559355,57.7323561
11.9139626,57.64955459999999
11.8526575,57.7301651
11.8487213,57.7163698
11.9946363,57.6420064
11.9139626,57.64955459999999
11.9165523,57.64889760000001
13.0077954,58.0798621
12.0160596,57.6441265
11.8489799,57.7247135
11.9976197,57.6421249
12.0160596,57.6441265
11.9494546,57.6425412
11.9578132,57.64086519999999
11.846971,57.7177233
11.8914426,57.7551672
11.8489799,57.7247135
11.8906333,57.7590443
11.9166069,57.6469158
11.9520306,57.6404028
NA,NA
11.8513882,57.73341010000001
15.7883492,60.0138454
11.9434815,57.64106890000001
11.9426884,57.6409058
11.952231,57.639669
11.9447993,57.6401791
