from_node,to_node,distance
172,44181,122.36054355122754
173,44181,147.65124726203982
174,44181,200.54198224832112
175,44181,272.2854454417441
176,44181,261.78948117113725
177,44181,208.794471148536
178,44181,260.0843293348917
179,32256,216.50399728611868
180,37392,238.2615078224363
181,37392,240.26952676499812
182,37392,246.64186626375653
183,37392,247.83355816222704
184,28051,327.3417557869286
185,28051,321.2353566856105
186,49780,493.99007929950545
187,49780,466.53825126351745
188,49780,684.0446454889424
189,49780,670.8030686236258
190,49780,577.4227455713738
191,49780,577.605947307457
192,49780,741.6989803988657
193,49780,684.027413372946
194,49780,627.3123843417208
195,49780,764.9770252284432
196,49780,749.2043761798298
197,49780,812.5163071826086
198,49780,823.4682414220845
199,54456,566.7185423811258
200,54456,506.6418295884449
201,49780,849.7054103377134
202,49780,914.4583286619742
203,49780,959.7755710479585
204,46104,1086.5449588562615
205,46104,1035.5094085965318
206,46104,1136.6647063321348
207,46104,1659.9599075205588
208,3279,737.8424546061358
209,3279,747.341780165304
210,3279,1166.2255807765748
211,3279,877.0014843565466
212,3279,880.8719905148977
213,3279,1474.3151748167243
214,3279,1586.7752661579784
215,3279,1477.0920572006703
216,3279,2216.4027005586395
217,3279,2270.022950153693
218,3279,4245.568989710721
219,3279,4145.79034626149
220,3279,4045.499201969228
221,52251,466.72129540504096
222,52251,393.3212233425932
223,52251,495.9540501220538
224,52251,535.6201235709586
225,52251,554.9208732879572
226,52251,590.3552632302434
227,52251,200.32801451295398
228,52251,133.78971886703314
229,52251,273.4498482488221
230,15252,234.4881711992364
231,44181,300.47290950891505
232,44181,397.5034232386681
233,44181,421.29154131117104
234,44181,470.74383252891005
235,52251,675.3407306637539
236,52251,644.9437218747212
237,52251,601.4302547403985
238,44181,749.8820490101065
239,44181,462.87316592683175
240,44181,906.6652122319922
241,44181,1024.843481397316
242,15277,119.23812352823687
243,15277,168.1623511105737
244,15277,213.2082643993999
245,15277,237.7917158964446
246,24028,405.434671616203
247,2921,238.4946506776805
248,2921,115.19326170002813
249,2921,59.74019776685516
250,2921,108.36368894984453
251,2921,114.98782796479986
252,2921,174.80499697924185
253,32259,468.7934600943366
254,32259,479.97570779580934
255,2921,204.6333976165094
256,32259,439.59916090117
257,32259,471.9327186788567
258,32260,484.8833472959756
259,37392,499.2988142498991
260,37392,431.8996100035235
261,37392,395.8625657388483
262,15277,136.97265582834274
263,15277,123.06838099772757
264,15277,127.27413837161491
265,15277,127.9255446117982
266,15277,130.29039494007299
267,12741,1497.3097500917236
268,12741,1421.3320019697142
269,12741,1404.360472281656
270,12741,1332.7805079040675
271,54948,426.90347304093575
272,54948,280.13283454329587
273,54948,378.8791635218495
274,54948,308.7888837387758
275,4188,870.7410160112199
276,4188,827.1427903962159
277,4188,786.1460622296028
278,4188,779.9058622405267
279,4188,579.3717664376942
280,4188,459.44368422151393
281,4188,426.8317832876562
282,4188,1032.8769735648282
283,4188,1196.3412939827726
284,688,1531.218199532187
285,4188,932.3067510166692
286,4188,943.3669597663541
287,688,1026.0939294930786
288,688,980.0920969993147
289,688,966.145266612587
290,688,960.1936968984874
291,688,855.9628234827857
292,688,823.352963077856
293,688,814.6942686812695
294,688,810.57719001085
295,688,749.1618541255388
296,688,736.4834524013445
297,688,705.8605777547413
298,4188,643.2245944344763
299,8789,1083.7003168733575
300,4188,590.4556073020078
301,4188,614.4285933042336
302,33246,108.47517983855897
303,33246,54.34738757493013
304,688,1152.4160370468787
305,688,1009.661051126526
306,34052,992.1363378146623
307,34052,864.0977923045216
308,34052,831.9744061241569
309,34052,881.0460222353648
310,34052,1034.5071297657807
311,34052,820.4803636387547
312,34052,776.7648059053975
313,34052,751.68994116638
314,34052,741.857123479939
315,688,1156.481757950584
316,688,1262.5958310773162
317,688,1189.9802849476098
318,688,1284.713172179124
319,688,1326.1674648321844
320,54948,274.778425643607
321,54948,224.55212493524394
322,54948,149.98815060585002
323,54948,111.85269055192114
324,54948,83.43195558022153
325,54948,158.08937949329788
326,54948,577.8852470362662
327,54948,444.14188144416914
328,27811,171.68785939377494
329,27811,383.12688311325945
330,27811,503.51866808245467
331,27811,446.32899827757217
332,27811,452.9618329909089
333,21265,237.24689787509308
334,21265,119.0386875577408
335,21265,92.85396023766296
336,21265,77.79908885233479
337,21265,49.12693953238052
338,21265,25.830364541242716
339,27811,16.461535702167513
340,27811,12.816472505564386
341,27811,16.599877658532176
342,8789,1146.6552897819404
343,8789,1134.8583303598887
344,8789,1129.3097209138607
345,4188,481.93552685780287
346,4188,457.3074258998134
347,4188,439.4834622410022
348,4188,305.8913410873443
349,4188,384.23843091891473
350,4188,397.97096703697184
351,4188,458.29110975044193
352,35602,380.3537599139507
353,35602,361.9590441366726
354,35602,319.40426610575696
355,35602,584.9965629460793
356,35602,596.3799236485539
357,35602,486.67635286281774
358,60206,803.0019313509589
359,60206,658.8243860309445
360,60206,395.1944992359489
361,60206,438.02274515801287
362,13106,397.94681529396206
363,13106,378.7682557545442
364,13106,342.14997501715203
365,13106,342.4113335911216
366,13106,343.9562639165659
367,13106,357.35284133224206
368,13106,374.695063873993
369,13106,318.56844532498883
370,41990,862.6781800745435
371,41990,1634.112855830337
372,41990,1818.2992104902692
373,41990,1986.940900036033
374,41990,1935.0204588314048
375,41990,2763.8175190970537
376,41990,2790.749662983191
377,15310,3018.240162614972
378,33587,1557.8786652150407
379,15310,3235.9702777995685
380,15310,3082.168074914869
381,41990,3013.168702848502
382,41990,2949.1835351008326
383,41990,2077.8124792150543
384,41990,2018.648704956219
385,41990,1192.4256076073204
386,41990,1134.795425612574
387,41990,885.9836336543174
388,16434,410.4208240844832
389,16434,322.17369818179867
390,33587,679.6594420861417
391,33587,733.0001593557138
392,49840,206.13365959813788
393,49840,269.3721960589753
394,44918,3133.577528448924
395,44918,3199.1810656140538
396,60413,4526.454829855601
397,44918,3128.257975376201
398,26850,1123.608335871759
399,26850,1074.299080799583
400,34052,640.3777395675213
401,57639,579.3295547686006
402,34052,577.193011285301
403,34052,560.9486608949597
404,34052,483.07723368689784
405,34052,493.56018107566456
406,34052,512.5254859681324
407,34052,523.0115528979101
408,34052,287.2230160455217
409,34052,413.0821830001295
410,6203,374.8344326164723
411,6203,390.1425410774763
412,41990,1558.1782292713951
413,41990,1709.6722898471787
414,17216,168.97409245919664
415,17216,126.81318077581317
416,17216,115.67880210349904
417,49840,359.8126413880284
418,2104,398.66225014135165
419,2104,381.68278380859306
420,2104,666.4022162631751
421,2104,584.5046399903147
422,27151,595.8170344817545
423,2104,388.03745783497124
424,2104,415.709069708268
425,2104,420.2861409859364
426,27151,743.6932881062314
427,27151,704.1948651372434
428,2104,459.4241832184174
429,27151,667.7024769960703
430,27151,693.2133201876069
431,27151,631.4875058110889
432,27151,647.4930941996796
433,12741,3240.1200177953187
434,12741,3227.869860024004
435,12741,2739.9199709270797
436,12741,2569.787179047089
437,12741,2507.8450260936393
438,12741,2470.0551071227646
439,12741,2381.478496721826
440,12741,2298.069839685931
441,12741,1992.5742750288568
442,12741,1838.5988498661375
443,12735,749.3591968357023
444,12735,543.3839747775287
445,12735,476.34512377600504
446,8388,767.357538411596
447,8388,724.2736788471612
448,8388,659.5661493400981
449,8388,632.1247747703402
450,8388,572.8830083295312
451,8388,497.76475389589615
452,8388,406.2193274559234
453,8388,398.92671657740067
454,8388,360.40100145265455
455,8388,312.0929388518125
456,8388,190.46647988484273
457,8388,132.61346631792748
458,8388,197.1435919943001
459,8388,221.76518593637502
460,53708,450.02387739726834
461,53708,410.3425481655105
462,53708,386.17866508495507
463,53708,326.80440285305485
464,53708,234.85787112733337
465,53708,227.05274702414425
466,53708,352.34979659435544
467,53708,437.0351116780035
468,8388,454.50006114925105
469,8388,325.9685751752423
470,6203,449.9001330936326
471,6203,374.3821827130066
472,6203,276.027592033596
473,6203,260.9917342389071
474,6203,214.6177205242695
475,6203,261.33689788672325
476,6203,470.1026858722783
477,6203,475.30442246910843
478,6203,528.7386923790524
479,6203,533.341829758242
480,6203,552.1547853519246
481,6203,580.0582975394457
482,6203,606.389409524784
483,6203,637.4778870381407
484,6203,697.7938017682277
485,6203,723.408321476399
486,6203,730.449258769262
487,6203,798.8031643640766
488,6203,818.3781648323318
489,6203,850.8775915566785
490,6203,896.4766988417321
491,6203,963.7914363278502
492,6203,996.2527757214941
493,6203,1057.7653328912559
494,6203,1084.356687349571
495,6203,1088.9204549403805
496,6203,1095.8195674782648
497,34052,1037.9676276421949
498,34052,1106.649486846652
499,34052,1168.8808582866154
500,34052,1115.2055538294383
501,34052,1044.6616481793897
502,34052,813.9925004172364
503,34052,872.0022083974865
504,688,1004.4710121575883
505,688,1014.8299458971206
506,41990,1705.5062307161304
507,41990,1833.1463476005058
508,41990,1600.9111703137366
509,26827,44.68343492313872
510,26827,55.06377805489409
511,41300,1801.4637190150997
512,24006,712.2565697087366
513,24006,707.0580288194277
514,24006,656.2683138542297
515,24006,652.6166029110001
516,60831,100.18879302945821
517,60831,54.924009689142395
518,60831,88.20253817336723
519,60831,135.2994675980153
520,42711,969.20708777037
521,42711,923.8994942200218
522,42711,793.9112273878992
523,32942,1755.5274493126878
524,32942,1769.106293890849
525,32942,1793.3219839157634
526,32942,1971.119571623923
527,32942,1915.1385005886955
528,32942,1804.6735735982293
529,32942,1724.0278157747691
530,32942,1675.124723988033
531,32942,1599.6875149268146
532,32942,1371.7119864136018
533,15310,3566.6000210483867
534,15310,3560.6325709979033
535,15310,3566.77793786332
536,33587,668.0736398960757
537,33587,661.5617271694216
538,33587,854.8128542134688
539,33587,882.480787148921
540,33587,914.3778535733181
541,33587,947.9545045293409
542,33587,969.1126955260575
543,33587,1000.0172542050548
544,33587,1148.1369328084518
545,33587,1226.2638000468444
546,688,765.77257228842
547,688,837.6075600183161
548,5054,110.28418059014696
549,5054,62.836167923505606
550,34451,280.98063990446684
551,34451,231.54417974149464
552,50571,592.20526630542
553,50571,573.8967427047081
554,51074,75.71011515516913
555,51074,13.959066286662308
556,556,0
557,557,0
558,592,638.69364516121
559,592,651.8524886692396
560,592,771.1230815982655
561,34451,128.01803770548034
562,34451,103.77504860992639
563,51074,134.89429589918768
564,51074,144.571318816758
565,51074,174.11316746526407
566,41320,276.6531158752151
567,41320,261.5675692579158
568,34451,182.5734050475352
569,34451,149.8386253213531
570,49780,539.2168564771551
571,49780,546.431767190543
572,49780,821.560207757551
573,49780,803.6872099611202
574,49780,949.2776692555991
575,49780,978.6681220660931
576,49780,1049.8752130370867
577,46104,993.5678335193079
578,46104,975.9582909837017
579,46104,938.432108995578
580,46104,893.6227953206537
581,29210,462.47451633116265
582,29210,422.010072587306
583,29210,396.4035849391643
584,41320,284.40007916441834
585,589,94.41725940777144
586,589,76.6387333955112
587,589,65.87990162906505
588,589,45.97374939962859
589,589,0
590,41320,263.0648926672573
591,41320,192.84338317578542
592,592,0
593,592,22.913030489968115
594,592,53.005400563219034
595,592,136.2415907655497
596,556,241.82758774523103
597,556,223.93819956975238
598,5054,244.7739837715405
599,5054,135.61009600966156
600,3030,176.94806469477908
601,3030,203.35338653846387
602,33587,1073.9983247889952
603,25058,447.77371869915504
604,8789,185.25223690124346
605,8789,240.02871878660272
606,8789,257.24923138107994
607,8789,288.5397572623615
608,8789,313.7791225781124
609,43132,2153.0406790032284
610,21265,747.5678988678446
611,21265,420.6282690427109
612,21265,402.00975885189564
613,21265,496.33308373892413
614,60206,74.0434021097244
615,60206,175.44469106333258
616,60206,247.05143769919573
617,688,585.2892239094159
618,688,604.845751179107
619,688,625.0757586446716
620,688,678.5064679308118
621,27151,753.8993472297342
622,27151,820.0796548258899
623,18816,1575.8711469680802
624,43092,1718.3672883926795
625,29577,2470.4229445489605
626,46257,562.9012813394918
627,44486,1166.350970945277
628,44486,1088.747853617843
629,17763,684.29959100197
630,1279,723.9659790194897
631,45689,204.89545261056432
632,45689,192.87507764580872
633,5084,750.575420727741
634,42368,753.763938285275
635,42368,625.4447382460698
636,42368,603.1036610053603
637,42368,599.0339203018764
638,42368,546.2051277315443
639,42368,451.9722187811011
640,5084,637.6218747422083
641,5084,711.2653052190864
642,5084,688.8471341923814
643,5084,646.2244162100748
644,5084,585.5809263715953
645,5084,524.6340386542782
646,30655,709.6370708044175
647,30655,695.1255396287899
648,5084,525.523548132257
649,5084,710.9384383151221
650,5327,1848.5715793030702
651,5327,1431.8617810486696
652,5327,1265.16285471233
653,5327,1305.0319598935425
654,5327,2064.942168725613
655,8961,1166.4656246150198
656,5327,962.30556967114
657,23138,889.9436198728703
658,23138,1080.1019564942537
659,18958,1581.6970154708242
660,18958,1462.1307702269878
661,32259,242.99245610501785
662,32259,238.2306969506294
663,688,730.6055356955832
664,688,760.5990567629298
665,688,846.9429175856062
666,688,891.06446934079
667,6203,1024.3712111599884
668,6203,1002.1994371110287
669,6203,970.4184287440318
670,6203,918.8047580926553
671,6203,915.6736480478122
672,6203,892.9859860963926
673,6203,878.3761223353617
674,6203,859.0996686230702
675,6203,838.9677279652852
676,6203,834.1862967049954
677,6203,826.3970050013243
678,6203,823.1743652055656
679,688,333.172630505017
680,688,255.31456039199722
681,688,237.14104869430645
682,688,171.7470057920524
683,688,163.17236024208805
684,688,136.85052107027863
685,688,65.85134893252456
686,688,37.518312329242036
687,688,18.092519961480058
688,688,0
689,688,25.543843421519405
690,688,30.83676030236762
691,688,58.581865933293415
692,688,138.31012203520564
693,688,164.46381833696083
694,688,180.17786485773794
695,688,189.20866951980526
696,4188,293.51820947541296
697,4188,317.14274390381956
698,4188,239.96586950442355
699,4188,356.51061469581157
700,4188,283.6255105644559
701,4188,287.6975773970351
702,4188,303.9324528735622
703,4188,443.0156655223012
704,30655,913.4777637567156
705,30655,938.2557360100576
706,30655,1000.7251781389637
707,30655,1015.0248731019258
708,30655,1029.5914422928508
709,30655,1093.31738839044
710,30655,1103.013608516892
711,30655,1138.4292662370947
712,5084,963.9150167781154
713,5084,953.0957072534544
714,5084,857.4615125723917
715,46171,2650.5713080907317
716,46171,2824.330658113908
717,4789,779.5617927574274
718,4789,742.4768492479565
719,60477,112.58501821837213
720,60477,124.0020188197603
721,27151,496.83970093830334
722,27151,439.2737123289603
723,3279,4507.170541603481
724,46104,3279.5740473267983
725,60477,233.13068509961187
726,60477,195.56871090391073
727,60477,146.3863187819742
728,25697,368.08447760371405
729,25697,384.94979069083155
730,25697,512.2505271683921
731,25697,368.91919763802116
732,46171,2484.7343026781214
733,46171,2276.676757474568
734,25697,349.11969726399167
735,25697,318.78598372873404
736,25697,256.6889113297576
737,25697,336.9916127260414
738,37499,494.0494895936993
739,45983,783.1697269029181
740,3279,1685.2557792649961
741,3279,1910.201640226039
742,3279,1419.8346091632707
743,60477,479.40427453702563
744,28408,267.7366672131496
745,28408,268.25872267884733
746,12741,935.3080358285233
747,12741,980.8755032769928
748,12741,1073.3559076211577
749,12741,1112.9582921445115
750,60206,1310.6796050950277
751,60206,1567.9945375138782
752,60206,1693.2906060366802
753,54922,2075.3605723318437
754,54922,2241.0595810432446
755,54922,2252.1714953460514
756,12741,1210.5172622476882
757,12741,1157.1265176390857
758,12741,1149.3391658293808
759,12741,1077.3634829528958
760,12741,1022.9831392639126
761,12741,989.1399154583135
762,12741,948.6791504367151
763,54948,525.8233788690717
764,54948,538.0282097739869
765,54948,626.3778298211506
766,54948,749.7856376431049
767,54948,553.140749884964
768,54948,579.529303872276
769,54948,605.2951390768878
770,54948,631.8060714937768
771,54948,658.6283267695225
772,54948,684.5054220676947
773,54948,710.2045453245642
774,54948,739.0506913173399
775,54948,747.6912146456967
776,54948,276.13520705006067
777,54948,253.8512733593508
778,54948,494.63057427144355
779,54948,361.8459751404236
780,21265,382.2706255828343
781,21265,588.7984711991138
782,21265,579.3231947022475
783,35602,1538.0015254179498
784,12741,3127.7198653405794
785,12741,3072.405552149037
786,35602,1381.3477437016222
787,35602,1174.7169966522995
788,35602,851.8602479707168
789,35602,624.630969986675
790,35602,381.19601327525845
791,49792,1141.1460027508033
792,49792,1181.529281931171
793,49792,1228.9033145488704
794,49792,894.8904382942214
795,49792,957.0872063852066
796,49792,982.7042216137208
797,49792,921.4307765886465
798,49792,1183.4344513320063
799,49792,1268.5740652102784
800,29217,470.2611344577708
801,44486,577.1596499869542
802,49792,1153.7686403932337
803,49792,1170.171915760992
804,44486,902.5466178046029
805,44486,886.3253547007508
806,44486,1143.1944159521968
807,44486,1117.5526187054327
808,44486,1218.4975590533074
809,44486,1204.7231056356832
810,44486,1170.2387075355493
811,44486,1254.3118673425276
812,44486,1435.3886044747912
813,44486,1373.9453735126106
814,42016,553.1833058145352
815,15558,183.7608539254629
816,15558,160.34804842296217
817,42016,547.4846687556933
818,15558,498.66693082944556
819,15558,272.98128274413034
820,12741,3463.744445115112
821,12741,3610.620542765205
822,12741,3789.993096877255
823,12741,3865.490863572862
824,12741,3935.8320113852988
825,32902,5286.3229049370575
826,32902,5293.410549005816
827,32902,5337.893250092218
828,32902,5371.951620862743
829,32902,5381.551155565744
830,32902,5460.124157910011
831,32902,5531.923762679074
832,27811,485.16105049291315
833,10436,489.2028032813837
834,10436,337.68420511403605
835,10436,307.06756691014465
836,10436,263.66827859122316
837,43132,207.17000994626724
838,54992,1069.588931247433
839,54992,1158.2821613489746
840,7790,852.525944764856
841,7790,980.2818935749744
842,7790,1225.0958065334155
843,7790,1323.8249877741246
844,42368,1763.5166165246876
845,42368,1710.9639509255703
846,42368,1636.7483985276378
847,42368,1608.5743360299434
848,42368,1557.9327503907246
849,688,486.760636771397
850,688,516.9615019742607
851,688,534.3077873272488
852,688,551.1277845681814
853,688,568.158334475112
854,688,585.3319586543953
855,688,598.1722180274912
856,688,767.1546402384988
857,688,688.0481646469035
858,4188,989.3991696167393
859,4188,862.6294282078583
860,8789,1148.1704009633247
861,688,585.6171305635952
862,688,602.0487609666367
863,688,2059.045823242274
864,688,2074.9400797039893
865,688,2093.94260643687
866,6203,2006.7482582128844
867,6203,2072.6961601091775
868,6203,2100.4596828597705
869,2935,952.636650143007
870,2935,909.8481885833266
871,2935,824.8609326904847
872,2935,746.187001892166
873,2935,533.8040864682914
874,2935,482.7531873891662
875,2935,439.17515441774236
876,2935,313.83544086729256
877,2935,195.69203562615598
878,2935,241.70392820852965
879,24006,670.9062795643642
880,24006,611.2818902285928
881,8388,242.4582480944929
882,8388,310.82332949849683
883,8388,401.8808366050785
884,8388,460.60383490932867
885,8789,1372.8950257272686
886,8789,1281.3958216999233
887,8789,1160.8105660816511
888,8789,1191.543767438558
889,8789,1207.1966990490857
890,8388,1007.5789256203446
891,8388,1033.6553155110778
892,8388,1126.898868910906
893,895,320.9841850343661
894,9118,670.9260183438236
895,895,0
896,895,193.21926005855954
897,18958,1574.1470105455346
898,18958,1581.5344409239788
899,18958,1592.8104938293054
900,18958,1628.25030724283
901,18958,1781.109852842928
902,18958,1826.02772415573
903,18958,1878.2646625658717
904,18958,1952.3543146235602
905,18958,1459.8924363851982
906,18958,1477.0877006164922
907,18958,1518.1028073998
908,21265,914.1170138988201
909,21265,827.761591828086
910,21265,822.22749336634
911,27811,676.0367819381322
912,23138,788.698109054841
913,23138,812.4362087123144
914,55066,1537.7730558774024
915,55066,1457.7920539513213
916,55066,1375.7275503287515
917,55066,1212.0782338973243
918,55066,1209.4928829557005
919,60413,853.2860781561258
920,60413,736.7389792004545
921,18816,2079.5244859818845
922,43092,1648.3272993665644
923,33246,630.0620921251118
924,6203,642.7065743214675
925,6203,360.03646443524826
926,6203,454.36104543300286
927,6203,417.2207317257877
928,6203,483.9408652343476
929,6203,542.5927792990733
930,6203,600.3494215290822
931,6203,680.4464635192652
932,6203,698.2828231688986
933,6203,745.7535847146048
934,44918,6565.759107055063
935,44918,6583.7721975209315
936,44918,6599.9695982974135
937,17319,217.79851116005875
938,17319,150.59286074598046
939,51062,120.29210155483077
940,51062,93.62347367484251
941,51062,60.63126958608635
942,51062,31.400726746989207
943,51062,50.27580650715714
944,51062,127.15832439377847
945,51062,140.66476016941115
946,51062,198.83602072113683
947,53861,215.82086505691652
948,53861,203.5228546480201
949,41914,299.28449469553993
950,41914,213.8763474507242
951,60413,195.29555133377715
952,60413,188.17250632596034
953,60413,150.4528311502377
954,955,57.799827247959065
955,955,0
956,1139,228.02396394173138
957,1139,146.83744793859992
958,1139,179.3684006833013
959,24661,223.73661960630523
960,24661,186.8626069097227
961,24661,98.33290343658744
962,24661,35.7786953389775
963,24661,40.64522960683044
964,964,0
965,61727,52.46143480786729
966,61727,69.30873372445308
967,61727,85.36545049007324
968,61727,138.46128688628588
969,61727,166.92732193646506
970,26850,148.08348977774074
971,26850,115.26436905821744
972,26850,1083.3567693419461
973,26850,1102.4938433411523
974,26850,1198.7695231401133
975,51281,242.8696563044629
976,51281,249.3733561696079
977,51281,299.8537156635792
978,51281,351.48821651479795
979,51281,373.62573123237496
980,51281,402.505949051403
981,51281,437.6615090624161
982,51281,313.07911377781693
983,51281,287.5083107953257
984,51281,301.8959056416987
985,51281,400.1027757945706
986,51281,572.0852395050632
987,51281,486.7758751226465
988,51281,418.2071483328851
989,51281,511.1795620263028
990,36686,353.73265025151846
991,1340,674.8778238712828
992,1340,611.5756806559174
993,1340,578.8614520788241
994,1340,555.7812056678769
995,1340,547.9929120594503
996,51281,114.7280967742985
997,51281,250.91730264562364
998,51281,140.80625359444826
999,51281,217.876325854592
1000,1340,730.2316226321735
1001,38870,1293.2042046925314
1002,51281,334.23768566451605
1003,51281,392.360577402034
1004,51281,177.7940555144949
1005,51281,398.3894415103643
1006,51281,581.9500542156339
1007,51281,414.27924964496026
1008,51281,352.55296842566895
1009,51281,343.69068239241375
1010,51281,396.20693884489197
1011,51281,446.7805231515829
1012,51281,453.8338570300993
1013,51281,449.1711733725243
1014,51281,469.73352620883537
1015,51281,229.59660950432038
1016,51281,85.06767491890518
1017,51281,339.47335156450407
1018,5054,646.6601211141041
1019,5054,627.0530397928269
1020,5054,606.9105347729521
1021,39680,801.2235462732726
1022,39680,737.9327264327619
1023,39680,744.1578195315013
1024,39680,484.70152613791635
1025,39680,377.4041660142258
1026,39680,555.83491132759
1027,39680,528.8912058176982
1028,39680,463.7017698267252
1029,39680,320.72238137067677
1030,39680,292.4093103466726
1031,39680,356.79035186100987
1032,39680,388.37123197942685
1033,39680,194.49991183352697
1034,39680,608.7005541122213
1035,39680,573.9738736312
1036,39680,593.3235089172226
1037,39680,620.0725448029158
1038,39680,641.3668501475747
1039,39680,706.1570774955219
1040,5054,718.5996616397786
1041,5054,634.8903617847924
1042,5054,625.6928764464417
1043,5054,563.3591081519929
1044,5054,637.4836689635041
1045,39680,731.6427079648005
1046,39680,713.8831452629597
1047,39680,757.5402413995071
1048,39680,753.9825151691535
1049,39680,738.7441083525138
1050,5054,499.0950808597757
1051,5054,553.3409685118946
1052,39680,571.3662147775112
1053,39680,548.1779127225058
1054,39680,562.4711332146628
1055,39680,497.561971271499
1056,39680,420.6293258079153
1057,39680,585.1722501243962
1058,39680,637.7180488717343
1059,39680,615.4973343653613
1060,39680,673.0715862386808
1061,39680,729.6831357805032
1062,39680,714.3532402846251
1063,39680,694.1914391586658
1064,39680,760.8077319751646
1065,39680,453.75527387302924
1066,39680,553.8149293187861
1067,39680,594.7746632018012
1068,39680,638.5962673764323
1069,39680,644.5190652098617
