deso,regso,nodes,avg_accessibility,avg_dijk_dist,avg_euc_dist,area_m2,Median income tkr,pop,total_households,swedish,foreign,middle_school,gymnasium,post_gymnasium_less_than_3,post_gymnasium_more_than_3,education_missing,hyresrätt,bostadsrätt,äganderätt,bilar_i_trafik,cars_per_household
1480C3770,Hammarkullen centrala,92,1.2870074540581475,0,0.009206404895371672,443486.57176907925,190,2706,995,0.10569105691056911,0.8943089430894309,0.2959479015918958,0.38639652677279307,0.10130246020260492,0.14254703328509408,0.07380607814761216,0.9047195013357079,0.058771148708815675,0.0365093499554764,439,0.44120603015075377
1480C3780,Kärra centrum,322,1.2870074540581475,0,0.018330822672278167,5215487.807968873,348.7,1550,689,0.7251612903225807,0.27483870967741936,0.08016304347826086,0.5217391304347826,0.13722826086956522,0.2391304347826087,0.021739130434782608,0.012968299711815562,0.8919308357348703,0.09510086455331412,608,0.8824383164005806
1480C3800,Bergum,611,1.2870074540581475,0,0.12096721628712964,8561900.873442814,402.6,2763,963,0.7166123778501629,0.28338762214983715,0.08674531575294935,0.4496877168632894,0.15058986814712005,0.2768910478834143,0.03608605135322693,0.10022026431718062,0.08480176211453745,0.8149779735682819,1259,1.3073727933541017
1480C3810,Kärra centrum,176,1.2870074540581475,0,0.018320933815342236,444865.7277916094,358.9,1699,727,0.6068275456150677,0.3931724543849323,0.08960573476702509,0.46833930704898447,0.16487455197132617,0.24970131421744324,0.027479091995221028,0.02029769959404601,0.5412719891745602,0.43843031123139375,704,0.9683631361760661
1480C3820,Bergum,626,1.2870074540581475,0,0.09177415217027064,4108054.654041358,415.7,1535,532,0.6859934853420195,0.31400651465798046,0.09753231492361927,0.4418331374853114,0.14336075205640422,0.28554641598119856,0.03172737955346651,0.08076923076923077,0.025,0.8942307692307693,705,1.3251879699248121
1480C3850,Kärra centrum,57,1.2870074540581475,0,0.025751626454268074,287291.91238413035,320.7,1432,725,0.6229050279329609,0.3770949720670391,0.12461538461538461,0.5123076923076924,0.13076923076923078,0.2076923076923077,0.024615384615384615,0,0.9140211640211641,0.08597883597883597,571,0.7875862068965517
1480C3860,Rannebergen södra,69,1.2870074540581475,0,0.020688896020969436,426097.0621127722,201.5,2684,1143,0.20268256333830104,0.797317436661699,0.3246268656716418,0.4141791044776119,0.09925373134328358,0.12164179104477611,0.04029850746268657,1,0,0,497,0.4348206474190726
1480C3910,Rannebergen norra,135,1.2870074540581475,0,0.022005767458447404,1921831.4040301961,280.6,2544,902,0.2613993710691824,0.7386006289308176,0.20555555555555555,0.4166666666666667,0.1492063492063492,0.17857142857142858,0.05,0.4967105263157895,0,0.5032894736842105,808,0.8957871396895787
1480C2720,Hjuvik,1017,1.2858897092758654,12.553657594240052,0.05721988262171295,9233602.708463073,526.9,2578,895,0.8933281613653995,0.10667183863460046,0.03328290468986384,0.2639939485627837,0.19591527987897125,0.491679273827534,0.015128593040847202,0.023622047244094488,0.10123734533183353,0.875140607424072,1033,1.1541899441340782
1480C3880,Angered centrum-Agnesberg,212,1.2855294691334773,14.395823680446288,0.010741459349027352,1608655.0657477754,280.5,2468,968,0.23176661264181522,0.7682333873581848,0.22131147540983606,0.4057377049180328,0.1319672131147541,0.2040983606557377,0.036885245901639344,0.2767762460233298,0.7073170731707317,0.015906680805938492,620,0.640495867768595
1480C1100,Näset,291,1.2841491726273175,27.455948719707255,0.02115442022814032,4884139.251734498,467.4,2249,808,0.8537127612272121,0.1462872387727879,0.04215686274509804,0.257843137254902,0.17549019607843136,0.503921568627451,0.020588235294117647,0.0161090458488228,0.026022304832713755,0.9578686493184635,984,1.2178217821782178
1480C1180,Önnered,244,1.2825214368068694,40.470716673515994,0.01711196498642878,2809401.1768480823,385.1,1917,782,0.9024517475221701,0.09754825247782994,0.0625,0.3113207547169811,0.20754716981132076,0.38207547169811323,0.036556603773584904,0.3031400966183575,0.15217391304347827,0.5446859903381642,665,0.850383631713555
1480C3560,Bergsjön Rymdtorget,65,1.2811217775783479,59.45197775814876,0.03714301455618827,341580.0025147788,222,3381,1029,0.11653356994971902,0.883466430050281,0.2860650705954573,0.3707796193984039,0.13136893799877225,0.14610190300798034,0.06568446899938613,0.7809254013220018,0.2190745986779981,0,564,0.5481049562682215
1480C3140,Länsmansgården södra,57,1.2809663956653523,52.25198676519879,0.0030652130807222837,363570.0175511011,227,1922,645,0.16024973985431842,0.8397502601456815,0.2869198312236287,0.4050632911392405,0.10970464135021098,0.14135021097046413,0.056962025316455694,1,0,0,299,0.4635658914728682
1480C1300,Tofta,36,1.2780751942311153,78.36493679452376,0.0038023969998846933,118796.18679591684,240.3,1207,640,0.49378624689312345,0.5062137531068766,0.17665615141955837,0.4305993690851735,0.15141955835962145,0.2082018927444795,0.033123028391167195,1,0,0,268,0.41875
1480C1900,Annedal-Änggården,66,1.277371969164766,83.31524156983792,0.0028584290882901226,162273.85315907703,356.1,2118,1355,0.8007554296506137,0.19924457034938622,0.04,0.2698039215686274,0.20784313725490197,0.4627450980392157,0.0196078431372549,0.826782145236509,0.173217854763491,0,389,0.2870848708487085
1480C1260,Fiskebäck södra,299,1.272870370769362,123.14861480737359,0.006006376836380772,4001659.4628738193,413.1,1556,614,0.8939588688946015,0.10604113110539845,0.04482225656877898,0.3029366306027821,0.16383307573415765,0.47913446676970634,0.00927357032457496,0.17496229260935142,0.24132730015082957,0.583710407239819,624,1.01628664495114
1480C2240,Haga,31,1.2709331349185715,137.99291598691767,0.0014755666201354126,94738.22541707865,358.3,1993,1056,0.7476166583040642,0.2523833416959358,0.07628676470588236,0.29963235294117646,0.19117647058823528,0.4099264705882353,0.02297794117647059,0.9375582479030755,0.06244175209692451,0,395,0.3740530303030303
