bro;Kommunnamn;DeSO;RegSO;;;;
1883;Karlskoga;1883C1020;Karlskoga västra tätort;;;;
1883;Karlskoga;1883C1030;Karlskoga västra tätort;;;;
1883;Karlskoga;1883C1040;Karlskoga västra tätort;;;;
1883;Karlskoga;1883C1050;Karlskoga västra tätort;;;;
1883;Karlskoga;1883C1060;Karlskoga västra tätort;;;;
1883;Karlskoga;1883C1070;Karlskoga östra tätort;;;;
1883;Karlskoga;1883C1080;Karlskoga östra tätort;;;;
1883;Karlskoga;1883C1150;Karlskoga östra tätort;;;;
1883;Karlskoga;1883C1110;Karlskoga östra tätort;;;;
1080;Karlskrona;1080C1150;Bergåsa-Västra Mark-Annebo;;;;
1080;Karlskrona;1080A0060;Fridlevstad-Tving;;;;
1080;Karlskrona;1080A0090;Fridlevstad-Tving;;;;
1080;Karlskrona;1080C1120;Galgamarken;;;;
1080;Karlskrona;1080A0100;Holmsjö-Strömsberg-Kättilsmåla;;;;
1080;Karlskrona;1080A0070;Holmsjö-Strömsberg-Kättilsmåla;;;;
1080;Karlskrona;1080A0080;Holmsjö-Strömsberg-Kättilsmåla;;;;
1080;Karlskrona;1080C1240;Hässlegården-Bastasjö-Torskors;;;;
1080;Karlskrona;1080C1110;Hästö;;;;
1080;Karlskrona;1080B3010;Jämjö tätort;;;;
1080;Karlskrona;1080B3020;Jämjö tätort;;;;
1080;Karlskrona;1080A0040;Karlskronas omland-Nättrabys omland;;;;
1080;Karlskrona;1080C1210;Kronotorp-Nordöstra Lyckeby;;;;
1080;Karlskrona;1080C1170;Kungsmarken;;;;
1080;Karlskrona;1080C1100;Långö-Gräsvik;;;;
1080;Karlskrona;1080C1160;Marieberg-Gullberna;;;;
1080;Karlskrona;1080C1200;Mariedal-Backabo;;;;
1080;Karlskrona;1080C1060;Nordvästra Trossö;;;;
1080;Karlskrona;1080C1040;Nordvästra Trossö;;;;
1080;Karlskrona;1080C1050;Nordöstra Trossö;;;;
1080;Karlskrona;1080C1030;Nordöstra Trossö;;;;
1080;Karlskrona;1080C1130;Nättraby tätort;;;;
1080;Karlskrona;1080C1190;Nättraby tätort;;;;
1080;Karlskrona;1080C1220;Nättraby tätort;;;;
1080;Karlskrona;1080C1080;Pantarholmen;;;;
1080;Karlskrona;1080A0030;Ramdala-Senoren;;;;
1080;Karlskrona;1080B2010;Rödeby tätort;;;;
1080;Karlskrona;1080B2020;Rödeby tätort;;;;
1080;Karlskrona;1080C1070;Saltö-Björkholmen;;;;
1080;Karlskrona;1080B4010;Skärgården;;;;
1080;Karlskrona;1080B5010;Skärgården;;;;
1080;Karlskrona;1080A0020;Skärgården;;;;
1080;Karlskrona;1080C1230;Spandelstorp;;;;
1080;Karlskrona;1080C1020;Sydvästra Trossö;;;;
1080;Karlskrona;1080C1140;Sydöstra Lyckeby;;;;
1080;Karlskrona;1080C1010;Sydöstra Trossö;;;;
1080;Karlskrona;1080A0050;Torhamn-Kristianopel-Jämjös omland;;;;
1080;Karlskrona;1080A0010;Torhamn-Kristianopel-Jämjös omland;;;;
1080;Karlskrona;1080C1090;Verkö-Ringö-Knösö;;;;
1080;Karlskrona;1080C1180;Västra Lyckeby;;;;
1780;Karlstad;1780A0030;Alster-Skattkärr-Skattkärrs omland;;;;
1780;Karlstad;1780C1280;Alster-Skattkärr-Skattkärrs omland;;;;
1780;Karlstad;1780C1360;Alster-Skattkärr-Skattkärrs omland;;;;
1780;Karlstad;1780C1430;Edsgatan norra-Vallargärdet-Vallargärdets omland;;;;
1780;Karlstad;1780A0050;Edsgatan norra-Vallargärdet-Vallargärdets omland;;;;
1780;Karlstad;1780A0010;Edsvalla-Karlstads västra landsbygd;;;;
1780;Karlstad;1780B4010;Edsvalla-Karlstads västra landsbygd;;;;
1780;Karlstad;1780C1380;Färjestad-Rud västra;;;;
1780;Karlstad;1780C1290;Färjestad-Rud västra;;;;
1780;Karlstad;1780C1110;Gruvlyckan;;;;
1780;Karlstad;1780C1080;Herrhagen;;;;
1780;Karlstad;1780C1050;Herrhagen;;;;
1780;Karlstad;1780C1060;Herrhagen västra-Lamberget-Sjöstad;;;;
1780;Karlstad;1780C1100;Herrhagen västra-Lamberget-Sjöstad;;;;
1780;Karlstad;1780C1170;Hultsberg-Gustavsberg;;;;
1780;Karlstad;1780C1190;Hultsberg-Gustavsberg;;;;
1780;Karlstad;1780C1230;Klara-Sandbäcken;;;;
1780;Karlstad;1780C1370;Kronoparken norra;;;;
1780;Karlstad;1780C1330;Kronoparken norra;;;;
1780;Karlstad;1780C1300;Kronoparken södra;;;;
1780;Karlstad;1780C1250;Kronoparken södra;;;;
1780;Karlstad;1780C1320;Kronoparkens villaområde;;;;
1780;Karlstad;1780C1310;Kroppkärr-Välsviken;;;;
1780;Karlstad;1780C1240;Kroppkärr-Välsviken;;;;
1780;Karlstad;1780C1090;Kvarnberget-Sommarro-Marieberg;;;;
1780;Karlstad;1780C1030;Kvarnberget-Sommarro-Marieberg;;;;
1780;Karlstad;1780B3010;Molkom-Blombacka;;;;
1780;Karlstad;1780C1220;Norrstrand;;;;
1780;Karlstad;1780C1200;Norrstrand;;;;
1780;Karlstad;1780C1020;Orrholmen;;;;
1780;Karlstad;1780C1070;Romstad-Strand;;;;
1780;Karlstad;1780C1270;Rud östra;;;;
1780;Karlstad;1780C1340;Rud östra;;;;
1780;Karlstad;1780C1350;Råtorp;;;;
1780;Karlstad;1780C1260;Råtorp;;;;
1780;Karlstad;1780A0040;Skåre omland;;;;
1780;Karlstad;1780C1410;Skåre samhälle-Stodene;;;;
1780;Karlstad;1780C1420;Skåre samhälle-Stodene;;;;
1780;Karlstad;1780C1390;Skåreberget-Älvåker;;;;
1780;Karlstad;1780C1400;Stockfallet-Edsgatan södra;;;;
1780;Karlstad;1780C1210;Sundsta-Hagaborg;;;;
1780;Karlstad;1780C1150;Sundsta-Hagaborg;;;;
1780;Karlstad;1780C1120;Tingvallastaden-Haga;;;;
1780;Karlstad;1780C1130;Tingvallastaden-Haga;;;;
1780;Karlstad;1780C1140;Tingvallastaden-Haga;;;;
1780;Karlstad;1780C1040;Viken-Inre hamnsområdet;;;;
1780;Karlstad;1780B2010;Vålberg-Norsbron;;;;
1780;Karlstad;1780B2020;Vålberg-Norsbron;;;;
1780;Karlstad;1780C1160;Våxnäs;;;;
1780;Karlstad;1780C1180;Våxnäs;;;;
1780;Karlstad;1780A0060;Väse-Karlstads östra landsbygd;;;;
1780;Karlstad;1780A0020;Väse-Karlstads östra landsbygd;;;;
1780;Karlstad;1780C1010;Zakrisdal-Bergvik;;;;
0483;Katrineholm;0483A0010;Forssjö-Björkvik;;;;
0483;Katrineholm;0483A0020;Forssjö-Björkvik;;;;
0483;Katrineholm;0483C1140;Gersnäs-Lövåsen;;;;
0483;Katrineholm;0483A0050;Julita-Bie;;;;
0483;Katrineholm;0483A0060;Julita-Bie;;;;
0483;Katrineholm;0483C1110;Katrineholm centrum-Kerstinboda;;;;
0483;Katrineholm;0483C1120;Katrineholm norra;;;;
0483;Katrineholm;0483C1130;Katrineholm norra;;;;
0483;Katrineholm;0483C1100;Katrineholm östra;;;;
0483;Katrineholm;0483C1080;Katrineholm östra;;;;
0483;Katrineholm;0483C1090;Nyhem-Nävertorp;;;;
0483;Katrineholm;0483C1050;Nyhem-Nävertorp;;;;
0483;Katrineholm;0483C1060;Oppunda-Laggarhult;;;;
0483;Katrineholm;0483C1040;Oppunda-Laggarhult;;;;
0483;Katrineholm;0483C1020;Strandsvägsområdet-Skogsborg;;;;
0483;Katrineholm;0483C1030;Strandsvägsområdet-Skogsborg;;;;
0483;Katrineholm;0483A0040;Valla-Sköldinge-Floda;;;;
0483;Katrineholm;0483B2010;Valla-Sköldinge-Floda;;;;
0483;Katrineholm;0483C1010;Värmbol-Duveholm;;;;
0483;Katrineholm;0483A0030;Värmbol-Duveholm;;;;
0483;Katrineholm;0483C1070;Värmbol-Duveholm;;;;
1715;Kil;1715C1010;Dalliden;;;;
1715;Kil;1715C1030;Fryksta-Vikstad;;;;
1715;Kil;1715C1040;Fryksta-Vikstad;;;;
1715;Kil;1715A0010;Kils omland;;;;
1715;Kil;1715A0020;Kils omland;;;;
1715;Kil;1715A0030;Kils omland;;;;
1715;Kil;1715C1020;Lersätter;;;;
0513;Kinda;0513A0030;Kinda norra;;;;
0513;Kinda;0513A0010;Kinda västra;;;;
0513;Kinda;0513A0020;Kinda östra;;;;
0513;Kinda;0513C1010;Kisa västra;;;;
0513;Kinda;0513C1030;Kisa västra;;;;
0513;Kinda;0513C1020;Kisa östra;;;;
0513;Kinda;0513B2010;Rimforsa;;;;
0513;Kinda;0513B2020;Rimforsa;;;;
2584;Kiruna;2584C1050;Bolaget ;;;;
2584;Kiruna;2584C1110;Högalid;;;;
2584;Kiruna;2584A0020;Jukkasjärvi;;;;
2584;Kiruna;2584A0040;Kiruna nordost;;;;
2584;Kiruna;2584A0010;Kiruna sydost;;;;
2584;Kiruna;2584A0030;Kiruna väst;;;;
2584;Kiruna;2584C1010;Lombolo mellersta;;;;
2584;Kiruna;2584C1030;Lombolo västra;;;;
2584;Kiruna;2584C1020;Lombolo östra;;;;
2584;Kiruna;2584C1130;Luossavaara;;;;
2584;Kiruna;2584C1070;Nya Kiruna centrum-Tuolluvaara;;;;
2584;Kiruna;2584C1100;Sandstensberget;;;;
2584;Kiruna;2584C1040;Triangeln;;;;
2584;Kiruna;2584C1060;Östermalm;;;;
2584;Kiruna;2584C1090;Övre Norrmalm;;;;
1276;Klippan;1276A0020;Krika omland;;;;
1276;Klippan;1276B2010;Ljungbyhed;;;;
1276;Klippan;1276A0010;Ljungbyhed omland;;;;
1276;Klippan;1276C1010;Solslätt-Pappersbruket;;;;
1276;Klippan;1276C1030;Solslätt-Pappersbruket;;;;
1276;Klippan;1276B3010;Stidsvig-Östra Ljungby;;;;
1276;Klippan;1276A0030;Stidsvig-Östra Ljungby;;;;
1276;Klippan;1276C1040;Storäng-Söndraby;;;;
1276;Klippan;1276C1050;Tegelbruket-Klippan väster;;;;
1276;Klippan;1276C1020;Tegelbruket-Klippan väster;;;;
0330;Knivsta;0330C1070;Alsike norra;;;;
0330;Knivsta;0330C1050;Alsike östra;;;;
0330;Knivsta;0330C1060;Alsike östra;;;;
0330;Knivsta;0330C1030;Knivsta centrala;;;;
0330;Knivsta;0330C1010;Knivsta södra;;;;
0330;Knivsta;0330C1020;Knivsta västra;;;;
0330;Knivsta;0330C1040;Knivsta östra;;;;
0330;Knivsta;0330A0020;Lagga-Långhundra;;;;
0330;Knivsta;0330A0030;Lagga-Långhundra;;;;
0330;Knivsta;0330A0010;Vassunda;;;;
2282;Kramfors;2282B2020;Bollstabruk;;;;
2282;Kramfors;2282C1030;Kramfors stad centrum;;;;
2282;Kramfors;2282C1010;Kramfors stad södra;;;;
2282;Kramfors;2282C1040;Kramfors stad västra;;;;
2282;Kramfors;2282C1020;Kramfors stad östra;;;;
2282;Kramfors;2282A0010;Nora-Skog;;;;
2282;Kramfors;2282A0020;Nordingrå;;;;
2282;Kramfors;2282B3010;Nyland-Sandslån;;;;
2282;Kramfors;2282A0050;Ullånger;;;;
2282;Kramfors;2282A0060;Vibyggerå;;;;
2282;Kramfors;2282B2010;Väja-Dynäs;;;;
2282;Kramfors;2282A0030;Älven västra;;;;
2282;Kramfors;2282A0040;Älven östra;;;;
1290;Kristianstad;1290A0100;Balsby-Österslöv-Fjälkestad;;;;
1290;Kristianstad;1290B8010;Balsby-Österslöv-Fjälkestad;;;;
1290;Kristianstad;1290C1080;Charlottesborg-Härlöv;;;;
1290;Kristianstad;1290B7010;Degeberga-Everöd-Vittskövle;;;;
1290;Kristianstad;1290A0010;Degeberga-Everöd-Vittskövle;;;;
1290;Kristianstad;1290A0020;Degeberga-Everöd-Vittskövle;;;;
1290;Kristianstad;1290A0030;Degeberga-Everöd-Vittskövle;;;;
1290;Kristianstad;1290B4010;Fjälkinge-Arkelstorp-Bäckaskog;;;;
1290;Kristianstad;1290A0110;Fjälkinge-Arkelstorp-Bäckaskog;;;;
1290;Kristianstad;1290A0080;Fjälkinge-Arkelstorp-Bäckaskog;;;;
1290;Kristianstad;1290C1220;Gamlegården;;;;
1290;Kristianstad;1290C1230;Gamlegården;;;;
1290;Kristianstad;1290C1060;Hammar-Hammarslund;;;;
1290;Kristianstad;1290C1110;Hammar-Hammarslund;;;;
1290;Kristianstad;1290C1020;Helgedal-Norra Åsum-Gärds Köpinge;;;;
1290;Kristianstad;1290A0040;Helgedal-Norra Åsum-Gärds Köpinge;;;;
1290;Kristianstad;1290C1120;Kristianstad centrum;;;;
1290;Kristianstad;1290C1180;Kulltorp-Sommarlust-Egna Hem;;;;
1290;Kristianstad;1290C1150;Kulltorp-Sommarlust-Egna Hem;;;;
1290;Kristianstad;1290A0050;Linderöd-Träne-Äsphult;;;;
1290;Kristianstad;1290A0070;Linderöd-Träne-Äsphult;;;;
1290;Kristianstad;1290C1210;Nosaby-Möllebacken;;;;
1290;Kristianstad;1290C1190;Näsby;;;;
1290;Kristianstad;1290C1200;Näsby;;;;
1290;Kristianstad;1290C1070;Söder;;;;
1290;Kristianstad;1290B3010;Tollarp;;;;
