deso,total_households,,,"Antal hushåll efter år, region och hushållstyp"
1446A0020,459,,,
1446B2010,502,,,
1446C1010,1232,,,
1446C1020,818,,,
1447A0010,402,,,
1447A0020,706,,,
1447B2010,844,,,
1447C1010,647,,,
1452A0010,429,,,
1452A0020,753,,,
1452A0030,522,,,
1452A0040,804,,,
1452B2010,818,,,
1452B3010,504,,,
1452C1010,584,,,
1452C1020,533,,,
1452C1030,432,,,
1460A0010,875,,,
1460A0020,981,,,
1460B2010,738,,,
1460B3010,531,,,
1460C1010,798,,,
1460C1020,800,,,
1461A0010,678,,,
1461A0020,954,,,
1461A0030,811,,,
1461C1010,841,,,
1461C1020,1142,,,
1462A0010,569,,,
1462A0020,848,,,
1462A0030,942,,,
1462B2010,852,,,
1462C1010,575,,,
1462C1020,1106,,,
1462C1030,797,,,
1462C1040,653,,,
1463A0010,557,,,
1463A0020,978,,,
1463A0030,931,,,
1463A0040,758,,,
1463A0050,821,,,
1463A0060,433,,,
1463A0070,789,,,
1463A0080,678,,,
1463B2010,429,,,
1463B2020,686,,,
1463B3010,702,,,
1463B4010,619,,,
1463C1010,894,,,
1463C1020,705,,,
1463C1030,1083,,,
1463C1040,926,,,
1463C1050,862,,,
1463C1060,299,,,
1463C1070,433,,,
1463C1080,845,,,
1463C1090,877,,,
1463C1100,589,,,
1465A0010,704,,,
1465A0020,1241,,,
1465A0030,746,,,
1465A0040,494,,,
1465C1010,1043,,,
1465C1020,705,,,
1466A0010,361,,,
1466A0020,621,,,
1466A0030,388,,,
1466A0040,365,,,
1466B2010,631,,,
1466C1010,764,,,
1466C1020,1272,,,
1470A0010,479,,,
1470A0020,633,,,
1470A0030,740,,,
1470A0040,378,,,
1470A0050,891,,,
1470A0060,840,,,
1470B2010,642,,,
1470B3010,491,,,
1470C1010,1220,,,
1470C1020,1195,,,
1471A0010,463,,,
1471A0020,466,,,
1471A0030,471,,,
1471A0040,1006,,,
1471B2010,825,,,
1471B3010,426,,,
1471C1010,858,,,
1471C1020,563,,,
1471C1030,507,,,
1471C1040,535,,,
1472A0010,1148,,,
1472C1010,642,,,
1472C1020,746,,,
1472C1030,1135,,,
1472C1040,885,,,
1472C1050,805,,,
1473A0010,945,,,
1473A0020,531,,,
1473A0030,570,,,
1473C1010,1063,,,
1473C1020,640,,,
1473C1030,706,,,
1480A0010,765,,,
1480A0020,547,,,
1480A0030,1033,,,
1480A0040,367,,,
1480A0050,375,,,
1480B2010,665,,,
1480C1010,1034,,,
1480C1020,775,,,
1480C1030,1524,,,
1480C1040,644,,,
1480C1050,691,,,
1480C1060,950,,,
1480C1070,644,,,
1480C1080,557,,,
1480C1090,680,,,
1480C1100,808,,,
1480C1110,735,,,
1480C1120,998,,,
1480C1130,586,,,
1480C1140,685,,,
1480C1150,707,,,
1480C1160,1340,,,
1480C1170,546,,,
1480C1180,782,,,
1480C1190,916,,,
1480C1200,746,,,
1480C1210,879,,,
1480C1220,849,,,
1480C1230,915,,,
1480C1240,906,,,
1480C1250,943,,,
1480C1260,614,,,
1480C1270,897,,,
1480C1280,1013,,,
1480C1290,873,,,
1480C1300,640,,,
1480C1310,1192,,,
1480C1320,1165,,,
1480C1330,1200,,,
1480C1340,911,,,
1480C1350,1091,,,
1480C1360,910,,,
1480C1370,731,,,
1480C1380,1374,,,
1480C1390,663,,,
1480C1400,909,,,
1480C1410,708,,,
1480C1420,1792,,,
1480C1430,814,,,
1480C1440,813,,,
1480C1450,1519,,,
1480C1460,791,,,
1480C1470,790,,,
1480C1480,1310,,,
1480C1490,947,,,
1480C1500,1118,,,
1480C1510,1208,,,
1480C1520,1506,,,
1480C1530,740,,,
1480C1540,687,,,
1480C1550,1186,,,
1480C1560,684,,,
1480C1570,1811,,,
1480C1580,682,,,
1480C1590,824,,,
1480C1600,1298,,,
1480C1610,1124,,,
1480C1620,1709,,,
1480C1630,1117,,,
1480C1640,602,,,
1480C1650,923,,,
1480C1660,1146,,,
1480C1670,1179,,,
1480C1680,1618,,,
1480C1690,1936,,,
1480C1700,1019,,,
1480C1710,905,,,
1480C1720,887,,,
1480C1730,1002,,,
1480C1740,1223,,,
1480C1750,1031,,,
1480C1760,1101,,,
1480C1770,909,,,
1480C1780,1099,,,
1480C1790,908,,,
1480C1800,1009,,,
1480C1810,1066,,,
1480C1820,502,,,
1480C1830,1524,,,
1480C1840,775,,,
1480C1850,1554,,,
1480C1860,1239,,,
1480C1870,1242,,,
1480C1880,1211,,,
1480C1890,1011,,,
1480C1900,1355,,,
1480C1910,1379,,,
1480C1920,668,,,
1480C1930,833,,,
1480C1940,833,,,
1480C1950,939,,,
1480C1960,1078,,,
1480C1970,1075,,,
1480C1980,875,,,
1480C1990,846,,,
1480C2000,1235,,,
1480C2010,940,,,
1480C2020,1204,,,
1480C2030,1078,,,
1480C2040,765,,,
1480C2050,1045,,,
1480C2060,463,,,
1480C2070,788,,,
1480C2080,814,,,
1480C2090,968,,,
1480C2100,1047,,,
1480C2110,997,,,
1480C2120,1117,,,
1480C2130,929,,,
1480C2140,957,,,
1480C2150,1078,,,
1480C2160,989,,,
1480C2170,1013,,,
1480C2180,913,,,
1480C2190,751,,,
1480C2200,844,,,
1480C2210,1157,,,
1480C2220,765,,,
1480C2230,1003,,,
1480C2240,1056,,,
1480C2250,951,,,
1480C2260,890,,,
1480C2270,1809,,,
1480C2280,998,,,
1480C2290,920,,,
1480C2300,867,,,
1480C2310,542,,,
1480C2320,1053,,,
1480C2330,732,,,
1480C2340,462,,,
1480C2350,917,,,
1480C2360,1174,,,
1480C2370,1153,,,
1480C2380,909,,,
1480C2390,758,,,
1480C2400,961,,,
1480C2410,794,,,
1480C2420,1143,,,
1480C2430,845,,,
1480C2440,1248,,,
1480C2450,1170,,,
1480C2460,1274,,,
1480C2470,1081,,,
1480C2480,898,,,
1480C2490,1041,,,
1480C2500,945,,,
1480C2510,877,,,
1480C2520,624,,,
1480C2530,830,,,
1480C2540,1159,,,
1480C2550,1065,,,
1480C2560,2076,,,
1480C2570,724,,,
1480C2580,1070,,,
1480C2590,1229,,,
1480C2600,770,,,
1480C2610,619,,,
1480C2620,896,,,
1480C2630,1273,,,
1480C2640,712,,,
1480C2650,1278,,,
1480C2660,741,,,
1480C2670,1046,,,
1480C2680,784,,,
1480C2690,1177,,,
1480C2700,845,,,
1480C2710,1180,,,
1480C2720,895,,,
1480C2730,1123,,,
1480C2740,1044,,,
1480C2750,1134,,,
1480C2760,656,,,
1480C2770,933,,,
1480C2780,984,,,
1480C2790,835,,,
1480C2800,834,,,
1480C2810,868,,,
1480C2820,847,,,
1480C2830,1032,,,
1480C2840,1272,,,
1480C2850,1253,,,
1480C2860,1157,,,
1480C2870,798,,,
1480C2880,893,,,
1480C2890,1043,,,
1480C2900,682,,,
1480C2910,1099,,,
1480C2920,835,,,
1480C2930,914,,,
1480C2940,1155,,,
1480C2950,2111,,,
1480C2960,1084,,,
1480C2970,1332,,,
1480C2980,776,,,
1480C2990,958,,,
1480C3000,901,,,
1480C3010,652,,,
1480C3020,715,,,
1480C3030,546,,,
1480C3040,1306,,,
1480C3050,856,,,
1480C3060,1129,,,
1480C3070,348,,,
1480C3080,1070,,,
1480C3090,969,,,
1480C3100,948,,,
1480C3110,943,,,
1480C3120,1052,,,
1480C3130,1047,,,
1480C3140,645,,,
1480C3150,1310,,,
1480C3160,936,,,
1480C3170,717,,,
1480C3180,895,,,
1480C3190,541,,,
1480C3200,519,,,
1480C3210,1063,,,
1480C3220,1993,,,
1480C3230,1306,,,
1480C3240,985,,,
1480C3250,706,,,
1480C3260,762,,,
1480C3270,764,,,
1480C3280,1254,,,
1480C3290,1144,,,
1480C3300,910,,,
1480C3310,970,,,
1480C3320,787,,,
1480C3330,612,,,
1480C3340,750,,,
1480C3350,678,,,
1480C3360,1303,,,
1480C3370,944,,,
1480C3380,1065,,,
1480C3390,1128,,,
1480C3400,988,,,
1480C3410,1163,,,
1480C3420,878,,,
1480C3430,1284,,,
1480C3440,519,,,
1480C3450,1197,,,
1480C3460,1062,,,
1480C3470,637,,,
1480C3480,920,,,
1480C3490,983,,,
1480C3500,579,,,
1480C3510,603,,,
1480C3520,720,,,
1480C3530,626,,,
1480C3540,957,,,
1480C3550,1197,,,
1480C3560,1029,,,
1480C3570,1112,,,
1480C3580,696,,,
1480C3590,1420,,,
1480C3600,952,,,
1480C3610,1058,,,
1480C3620,804,,,
1480C3630,712,,,
1480C3640,473,,,
1480C3650,633,,,
1480C3660,661,,,
1480C3670,588,,,
1480C3680,708,,,
1480C3690,641,,,
1480C3700,339,,,
1480C3710,600,,,
1480C3720,822,,,
1480C3730,796,,,
1480C3740,987,,,
1480C3750,240,,,
1480C3760,255,,,
1480C3770,995,,,
1480C3780,689,,,
1480C3790,428,,,
1480C3800,963,,,
1480C3810,727,,,
1480C3820,532,,,
1480C3830,874,,,
1480C3840,742,,,
1480C3850,725,,,
1480C3860,1143,,,
1480C3870,529,,,
1480C3880,968,,,
1480C3890,970,,,
1480C3900,952,,,
1480C3910,902,,,
1480C3920,738,,,
1480C3930,682,,,
1480C3940,542,,,
1480C3950,628,,,
1480C3960,714,,,
1480C3970,614,,,
1480C3980,643,,,
1480C3990,664,,,
1480C4000,566,,,
1481A0010,784,,,
1481C1010,540,,,
1481C1020,546,,,
1481C1030,660,,,
1481C1040,515,,,
1481C1050,713,,,
1481C1060,613,,,
1481C1070,482,,,
1481C1080,540,,,
1481C1090,633,,,
1481C1100,684,,,
1481C1110,676,,,
1481C1120,503,,,
1481C1130,936,,,
1481C1140,883,,,
1481C1150,544,,,
1481C1160,652,,,
1481C1170,596,,,
1481C1180,760,,,
1481C1190,609,,,
1481C1200,1684,,,
1481C1210,588,,,
1481C1220,1067,,,
1481C1230,590,,,
1481C1240,616,,,
1481C1250,641,,,
1481C1260,596,,,
1481C1270,821,,,
1481C1280,614,,,
1481C1290,554,,,
1481C1300,1011,,,
1481C1310,1092,,,
1481C1320,730,,,
1481C1330,1164,,,
1481C1340,1427,,,
1481C1350,650,,,
1481C1360,761,,,
1481C1370,1143,,,
1481C1380,552,,,
1481C1390,772,,,
1481C1400,854,,,
1482A0010,446,,,
1482A0020,784,,,
1482A0030,936,,,
1482A0040,636,,,
1482A0050,378,,,
1482A0060,450,,,
1482A0070,381,,,
1482A0080,606,,,
1482B2010,636,,,
1482B2020,383,,,
1482B2030,699,,,
1482B2040,326,,,
1482B3010,637,,,
1482B4010,747,,,
1482C1010,1031,,,
1482C1020,1078,,,
1482C1030,676,,,
1482C1040,770,,,
1482C1050,788,,,
1482C1060,795,,,
1482C1070,633,,,
1482C1080,728,,,
1482C1090,969,,,
1482C1100,761,,,
1482C1110,929,,,
1482C1120,432,,,
1482C1130,1355,,,
1482C1140,757,,,
1482C1150,832,,,
1482C1160,901,,,
1484A0010,736,,,
1484A0020,517,,,
1484A0030,754,,,
1484B2010,1159,,,
1484C1010,860,,,
1484C1020,879,,,
1484C1030,645,,,
1484C1040,867,,,
1484C1050,641,,,
1485A0010,1252,,,
1485A0020,471,,,
1485A0030,716,,,
1485A0040,807,,,
1485A0050,427,,,
1485A0060,684,,,
1485A0070,679,,,
1485B2010,545,,,
1485B2020,443,,,
1485B2030,1161,,,
1485C1010,584,,,
1485C1020,1193,,,
1485C1030,829,,,
1485C1040,644,,,
1485C1050,1207,,,
1485C1060,1022,,,
1485C1070,1155,,,
1485C1080,586,,,
1485C1090,1417,,,
1485C1100,873,,,
1485C1110,742,,,
1485C1120,640,,,
1485C1130,1344,,,
1485C1140,437,,,
1485C1150,859,,,
1485C1160,998,,,
1485C1170,580,,,
1485C1180,860,,,
1485C1190,606,,,
1485C1200,611,,,
1485C1210,678,,,
1485C1220,754,,,
1485C1230,469,,,
1485C1240,597,,,
1486A0010,799,,,
1486A0020,981,,,
1486A0030,510,,,
1486C1010,725,,,
1486C1020,870,,,
1486C1030,1378,,,
1486C1040,876,,,
1487A0010,724,,,
1487A0020,330,,,
1487A0030,885,,,
1487A0040,655,,,
1487A0050,912,,,
1487B2010,783,,,
1487C1010,522,,,
1487C1020,754,,,
1487C1030,754,,,
1487C1040,640,,,
1487C1050,641,,,
1487C1060,657,,,
1487C1070,694,,,
1487C1080,819,,,
1487C1090,697,,,
1487C1100,617,,,
1487C1110,505,,,
1487C1120,936,,,
1487C1130,743,,,
1487C1140,693,,,
1487C1150,1243,,,
1487C1160,849,,,
1487C1170,911,,,
1487C1180,701,,,
1487C1190,1025,,,
1488A0010,495,,,
1488A0020,347,,,
1488A0030,908,,,
1488A0040,923,,,
1488B2010,976,,,
1488C1010,818,,,
1488C1020,956,,,
1488C1030,793,,,
1488C1040,838,,,
1488C1050,858,,,
1488C1060,673,,,
1488C1070,385,,,
1488C1080,1090,,,
1488C1090,496,,,
1488C1100,673,,,
1488C1110,1343,,,
1488C1120,649,,,
1488C1130,1219,,,
1488C1140,833,,,
1488C1150,720,,,
1488C1160,1137,,,
1488C1170,928,,,
1488C1180,1610,,,
1488C1190,957,,,
1488C1200,858,,,
1488C1210,732,,,
1488C1220,978,,,
1488C1230,1103,,,
1488C1240,702,,,
1488C1250,558,,,
1488C1260,1008,,,
1488C1270,927,,,
1489A0010,712,,,
1489A0020,531,,,
1489A0030,464,,,
1489A0040,631,,,
1489A0050,1086,,,
1489B2010,1020,,,
1489B2020,671,,,
1489B3010,742,,,
1489C1010,886,,,
1489C1020,978,,,
1489C1030,617,,,
1489C1040,880,,,
1489C1050,1216,,,
1489C1060,852,,,
1489C1070,1305,,,
1489C1080,1211,,,
1489C1090,1018,,,
1489C1100,929,,,
1489C1110,724,,,
1489C1120,603,,,
1489C1130,480,,,
1489C1140,817,,,
1489C1150,636,,,
1490A0010,364,,,
1490A0020,528,,,
1490A0030,665,,,
1490A0040,457,,,
1490A0050,379,,,
1490A0060,515,,,
1490A0070,879,,,
1490A0080,523,,,
1490A0090,365,,,
1490A0100,590,,,
1490B2010,451,,,
1490B2020,435,,,
1490B2030,731,,,
1490B2040,583,,,
1490B3010,644,,,
1490B3020,689,,,
1490B3030,334,,,
1490B4010,376,,,
1490B4020,658,,,
1490C1010,1090,,,
1490C1020,629,,,
1490C1030,670,,,
1490C1040,874,,,
1490C1050,978,,,
1490C1060,592,,,
1490C1070,890,,,
1490C1080,763,,,
1490C1090,484,,,
1490C1100,550,,,
1490C1110,864,,,
1490C1120,1430,,,
1490C1130,865,,,
1490C1140,668,,,
1490C1150,855,,,
1490C1160,500,,,
1490C1170,915,,,
1490C1180,578,,,
1490C1190,1026,,,
1490C1200,745,,,
1490C1210,639,,,
1490C1220,948,,,
1490C1230,597,,,
1490C1240,643,,,
1490C1250,584,,,
1490C1260,788,,,
1490C1270,742,,,
1490C1280,505,,,
1490C1290,847,,,
1490C1300,960,,,
1490C1310,512,,,
1490C1320,894,,,
1490C1330,598,,,
1490C1340,488,,,
1490C1350,673,,,
1490C1360,628,,,
1490C1370,722,,,
1490C1380,482,,,
1490C1390,563,,,
1490C1400,621,,,
1490C1410,948,,,
1490C1420,728,,,
1490C1430,919,,,
1490C1440,582,,,
1490C1450,878,,,
1490C1460,886,,,
1490C1470,603,,,
1490C1480,675,,,
1490C1490,463,,,
1490C1500,1087,,,
1490C1510,577,,,
1490C1520,1145,,,
1490C1530,830,,,
1490C1540,618,,,
1490C1550,368,,,
1490C1560,598,,,
1490C1570,654,,,
1490C1580,582,,,
1491A0010,1158,,,
1491A0020,1050,,,
1491A0030,627,,,
1491A0040,1072,,,
1491A0050,916,,,
1491A0060,383,,,
1491B2010,583,,,
1491C1010,834,,,
1491C1020,843,,,
1491C1030,742,,,
1491C1040,1104,,,
1491C1050,832,,,
1491C1060,613,,,
1491C1070,775,,,
1492A0010,1004,,,
1492A0020,435,,,
1492C1010,922,,,
1492C1020,895,,,
1492C1030,1238,,,
1492C1040,883,,,
1492C1050,657,,,
1493A0010,829,,,
1493A0020,683,,,
1493A0030,831,,,
1493A0040,733,,,
1493C1010,400,,,
1493C1020,696,,,
1493C1030,452,,,
1493C1040,680,,,
1493C1050,1332,,,
1493C1060,1027,,,
1493C1070,836,,,
1493C1080,1104,,,
1493C1090,790,,,
1493C1100,816,,,
1493C1110,830,,,
1494A0010,624,,,
1494A0020,900,,,
1494A0030,708,,,
1494A0040,423,,,
1494A0050,885,,,
1494A0060,535,,,
1494A0070,766,,,
1494B2010,485,,,
1494C1010,726,,,
1494C1020,779,,,
1494C1030,957,,,
1494C1040,1031,,,
1494C1050,1235,,,
1494C1060,1124,,,
1494C1070,848,,,
1494C1080,845,,,
1494C1090,667,,,
1494C1100,900,,,
1494C1110,1104,,,
1494C1120,1117,,,
1494C1130,914,,,
1494C1140,640,,,
1494C1150,1114,,,
1495A0010,685,,,
1495A0020,921,,,
1495A0030,883,,,
1495B2010,570,,,
1495C1010,598,,,
1495C1020,828,,,
1495C1030,734,,,
1495C1040,619,,,
1495C1050,1109,,,
1495C1060,771,,,
1495C1070,1151,,,
1496A0010,699,,,
1496A0020,527,,,
1496A0030,926,,,
1496A0040,526,,,
1496A0050,608,,,
1496A0060,920,,,
1496A0070,553,,,
1496B2010,577,,,
1496B3010,555,,,
1496C1010,914,,,
1496C1020,746,,,
1496C1030,856,,,
1496C1040,750,,,
1496C1050,1270,,,
1496C1060,810,,,
1496C1070,1423,,,
1496C1080,1166,,,
1496C1090,1527,,,
1496C1100,1332,,,
1496C1110,697,,,
1496C1120,1299,,,
1496C1130,995,,,
1496C1140,753,,,
1496C1150,903,,,
1496C1160,1080,,,
1496C1170,1201,,,
1496C1180,1282,,,
1496C1190,343,,,
1496C1200,1070,,,
1496C1210,608,,,
1496C1220,826,,,
1497A0010,797,,,
1497A0020,406,,,
1497C1010,879,,,
1497C1020,645,,,
1497C1030,861,,,
1497C1040,832,,,
1498A0010,789,,,
1498A0020,781,,,
1498A0030,352,,,
1498C1010,931,,,
1498C1020,952,,,
1498C1030,477,,,
1498C1040,1056,,,
1498C1050,771,,,
1499A0010,765,,,
1499A0020,1036,,,
1499A0030,516,,,
1499A0040,464,,,
1499A0050,732,,,
1499A0060,677,,,
1499A0070,346,,,
1499B2010,859,,,
1499B3010,801,,,
1499B4010,439,,,
1499C1010,1318,,,
1499C1020,676,,,
1499C1030,1253,,,
1499C1040,967,,,
1499C1050,977,,,
1499C1060,979,,,
1499C1070,721,,,
1499C1080,1221,,,
1499C1090,449,,,
1715A0010,437,,,
1715A0020,425,,,
1715A0030,748,,,
1715C1010,1147,,,
1715C1020,1131,,,
1715C1030,906,,,
1715C1040,742,,,
1730A0010,776,,,
1730A0020,549,,,
1730A0030,818,,,
1730B2010,720,,,
1730C1010,1274,,,
1737A0010,429,,,
1737A0020,576,,,
1737A0030,843,,,
1737A0040,857,,,
1737A0050,590,,,
1737C1010,818,,,
1737C1020,827,,,
1737C1030,1007,,,
1760A0010,870,,,
1760C1010,1036,,,
1761A0010,522,,,
1761C1010,1138,,,
1761C1020,668,,,
1761C1030,638,,,
1761C1040,1005,,,
1761C1050,985,,,
1761C1060,713,,,
1761C1070,758,,,
1761C1080,751,,,
1762A0010,316,,,
1762C1010,516,,,
1762C1020,1118,,,
1763A0010,783,,,
1763B2010,915,,,
1763B2020,528,,,
1763C1010,1197,,,
1763C1020,953,,,
1763C1030,856,,,
1764A0010,560,,,
1764A0020,807,,,
1764C1010,528,,,
1764C1020,706,,,
1764C1030,511,,,
1764C1040,824,,,
1764C1050,527,,,
1765A0010,470,,,
1765A0020,648,,,
1765A0030,683,,,
1765A0040,561,,,
1765B2010,701,,,
1765C1010,478,,,
1765C1020,398,,,
1765C1030,899,,,
1766A0010,838,,,
1766A0020,412,,,
1766A0030,873,,,
1766A0040,616,,,
1766A0050,461,,,
1766A0060,614,,,
1766C1010,876,,,
1766C1020,641,,,
1766C1030,719,,,
1766C1040,519,,,
1780A0010,509,,,
1780A0020,925,,,
1780A0030,511,,,
1780A0040,598,,,
1780A0050,399,,,
1780A0060,786,,,
1780B2010,636,,,
1780B2020,921,,,
1780B3010,1138,,,
1780B4010,437,,,
1780C1010,1044,,,
1780C1020,1043,,,
1780C1030,1340,,,
1780C1040,2859,,,
1780C1050,1055,,,
1780C1060,890,,,
1780C1070,859,,,
1780C1080,1109,,,
1780C1090,990,,,
1780C1100,1157,,,
1780C1110,1048,,,
1780C1120,1028,,,
1780C1130,1120,,,
1780C1140,1053,,,
1780C1150,1151,,,
1780C1160,970,,,
1780C1170,875,,,
1780C1180,995,,,
1780C1190,747,,,
1780C1200,1084,,,
1780C1210,1055,,,
1780C1220,1027,,,
1780C1230,1008,,,
1780C1240,686,,,
1780C1250,1031,,,
1780C1260,617,,,
1780C1270,1012,,,
1780C1280,382,,,
1780C1290,954,,,
1780C1300,958,,,
1780C1310,602,,,
1780C1320,974,,,
1780C1330,750,,,
1780C1340,1146,,,
1780C1350,536,,,
1780C1360,744,,,
1780C1370,1534,,,
1780C1380,1093,,,
1780C1390,831,,,
1780C1400,940,,,
1780C1410,557,,,
1780C1420,850,,,
1780C1430,364,,,
1781A0010,973,,,
1781A0020,471,,,
1781A0030,614,,,
1781B2010,557,,,
1781C1010,1076,,,
1781C1020,1080,,,
1781C1030,439,,,
1781C1040,693,,,
1781C1050,686,,,
1781C1060,624,,,
1781C1070,757,,,
1781C1080,1011,,,
1781C1090,696,,,
1781C1100,943,,,
1781C1110,831,,,
1781C1120,656,,,
1782A0010,526,,,
1782A0020,633,,,
1782A0030,486,,,
1782B2010,426,,,
1782C1010,839,,,
1782C1020,1037,,,
1782C1030,717,,,
1782C1040,698,,,
1783A0010,528,,,
1783A0020,698,,,
1783A0030,495,,,
1783A0040,571,,,
1783B2010,547,,,
1783B3010,557,,,
1783C1010,911,,,
1783C1020,1284,,,
1783C1030,489,,,
1784A0010,483,,,
1784A0020,634,,,
1784A0030,587,,,
1784A0040,597,,,
1784A0050,775,,,
1784A0060,1197,,,
1784A0070,936,,,
1784C1010,653,,,
1784C1020,1215,,,
1784C1030,1359,,,
1784C1040,735,,,
1784C1050,918,,,
1784C1060,689,,,
1784C1070,951,,,
1784C1080,607,,,
1784C1090,635,,,
1785A0010,438,,,
1785A0020,628,,,
1785A0030,639,,,
1785A0040,493,,,
1785A0050,670,,,
1785C1010,877,,,
1785C1020,1063,,,
1785C1030,706,,,
1785C1040,1249,,,
1785C1050,738,,,
1814A0010,615,,,
1814A0020,499,,,
1814A0030,641,,,
1814B2010,636,,,
1814C1010,816,,,
1814C1020,562,,,
1860A0010,729,,,
1860A0020,486,,,
1860C1010,725,,,
1860C1020,859,,,
1861A0010,788,,,
1861A0020,827,,,
1861A0030,733,,,
1861B2010,762,,,
1861B3010,489,,,
1861C1010,716,,,
1861C1020,650,,,
1861C1030,548,,,
1861C1040,817,,,
1861C1050,1192,,,
1862A0010,433,,,
1862A0020,652,,,
1862C1010,961,,,
1862C1020,575,,,
1862C1030,883,,,
1862C1040,377,,,
1862C1050,886,,,
1863A0010,812,,,
1863A0020,442,,,
1863C1010,869,,,
1863C1020,912,,,
1863C1030,441,,,
1864A0010,878,,,
1864C1010,756,,,
1864C1020,830,,,
1880A0010,484,,,
1880A0020,405,,,
1880A0030,468,,,
1880A0040,632,,,
1880A0050,443,,,
1880A0060,1028,,,
1880A0070,463,,,
1880A0080,275,,,
1880A0090,356,,,
1880A0100,367,,,
1880A0110,921,,,
1880A0120,748,,,
1880A0130,562,,,
1880A0140,479,,,
1880B2010,917,,,
1880B3010,711,,,
1880B4010,698,,,
1880B5010,663,,,
1880C1010,606,,,
1880C1020,383,,,
1880C1030,595,,,
1880C1040,715,,,
1880C1050,770,,,
1880C1060,567,,,
1880C1070,1194,,,
1880C1080,715,,,
1880C1090,650,,,
1880C1100,961,,,
1880C1110,1127,,,
1880C1120,395,,,
1880C1130,1730,,,
1880C1140,3373,,,
1880C1150,1748,,,
1880C1160,1391,,,
1880C1170,890,,,
1880C1180,1087,,,
1880C1190,926,,,
1880C1200,1214,,,
1880C1210,945,,,
1880C1220,1314,,,
1880C1230,1000,,,
1880C1240,1010,,,
1880C1250,1359,,,
1880C1260,683,,,
1880C1270,1562,,,
1880C1280,1053,,,
1880C1290,1261,,,
1880C1300,1070,,,
1880C1310,868,,,
1880C1320,1478,,,
1880C1330,1147,,,
1880C1340,688,,,
1880C1350,1041,,,
1880C1360,1227,,,
1880C1370,1082,,,
1880C1380,848,,,
1880C1390,881,,,
1880C1400,860,,,
1880C1410,1788,,,
1880C1420,1008,,,
1880C1430,1278,,,
1880C1440,962,,,
1880C1450,576,,,
1880C1460,853,,,
1880C1470,937,,,
1880C1480,719,,,
1880C1490,677,,,
1880C1500,563,,,
1880C1510,816,,,
1880C1520,718,,,
1880C1530,808,,,
1880C1540,1077,,,
1880C1550,394,,,
1880C1560,660,,,
1880C1570,458,,,
1880C1580,1324,,,
1880C1590,608,,,
1880C1600,345,,,
1880C1610,1442,,,
1880C1620,1096,,,
1880C1630,797,,,
1880C1640,542,,,
1880C1650,618,,,
1880C1660,631,,,
1880C1670,757,,,
1880C1680,599,,,
1880C1690,401,,,
1881A0010,907,,,
1881A0020,641,,,
1881C1010,1127,,,
1881C1020,720,,,
1881C1030,1159,,,
1881C1040,1123,,,
1881C1050,1118,,,
1881C1060,879,,,
1881C1070,1113,,,
1881C1080,477,,,
1881C1090,791,,,
1882A0010,730,,,
1882A0020,749,,,
1882A0030,657,,,
1882A0040,613,,,
1882B2010,649,,,
1882C1010,946,,,
1882C1020,707,,,
1882C1030,632,,,
1883A0030,997,,,
1883C1010,537,,,
1883C1020,727,,,
1883C1030,869,,,
1883C1040,1026,,,
1883C1050,1031,,,
1883C1060,821,,,
1883C1070,452,,,
1883C1080,1264,,,
1883C1090,1320,,,
1883C1100,1290,,,
1883C1110,1079,,,
1883C1120,863,,,
1883C1130,1057,,,
1883C1140,668,,,
1883C1150,1036,,,
1884A0010,496,,,
1884A0020,745,,,
1884C1010,624,,,
1884C1020,583,,,
1884C1030,1128,,,
1884C1040,830,,,
1884C1050,741,,,
1885A0010,457,,,
1885A0020,631,,,
1885A0030,587,,,
1885A0040,454,,,
1885A0050,679,,,
1885A0060,671,,,
1885B2010,497,,,
1885B2020,814,,,
1885B3010,498,,,
1885B3020,478,,,
1885B4010,746,,,
1885C1010,1269,,,
1885C1020,768,,,
1885C1030,1095,,,
1885C1040,815,,,
1885C1050,796,,,
1904A0010,1017,,,
1904C1010,1198,,,
1907A0010,443,,,
1907B2010,623,,,
1907B3010,656,,,
1907C1010,670,,,
1907C1020,470,,,
1907C1030,776,,,
1907C1040,1015,,,
1960A0010,420,,,
1960A0020,588,,,
1960C1010,1156,,,
1960C1020,1059,,,
1960C1030,774,,,
1961A0010,606,,,
1961A0020,477,,,
1961C1010,684,,,
1961C1020,521,,,
1961C1030,1248,,,
1961C1040,694,,,
1961C1050,1416,,,
1961C1060,1186,,,
1961C1070,995,,,
1962A0010,482,,,
1962C1010,1027,,,
1962C1020,905,,,
1962C1030,411,,,
1980A0010,613,,,
1980A0020,985,,,
1980A0030,1000,,,
1980A0040,622,,,
1980A0050,802,,,
1980A0060,1133,,,
1980B2010,553,,,
1980B2020,882,,,
1980B3010,505,,,
1980B3020,559,,,
1980B4010,543,,,
1980B5010,414,,,
1980C1010,645,,,
1980C1020,409,,,
1980C1030,899,,,
1980C1040,639,,,
1980C1050,1086,,,
1980C1060,833,,,
1980C1070,665,,,
1980C1080,578,,,
1980C1090,462,,,
1980C1100,1088,,,
1980C1110,853,,,
1980C1120,1032,,,
1980C1130,835,,,
1980C1140,841,,,
1980C1150,2606,,,
1980C1160,772,,,
1980C1170,857,,,
1980C1180,913,,,
1980C1190,1114,,,
1980C1200,918,,,
1980C1210,833,,,
1980C1220,916,,,
1980C1230,1006,,,
1980C1240,923,,,
1980C1250,832,,,
